S,I,R,Beta
9920,80,0,2.1421370967741935e-05
9903,93,4,3.0402430457154833e-05
9875,117,8,2.9427674997295252e-05
9841,144,15,2.328692883514548e-05
9808,165,27,3.336793711997627e-05
9754,205,41,3.300709652575304e-05
9688,261,51,3.4406826314340766e-05
9601,337,62,3.801532790383791e-05
9478,432,90,3.272686064414277e-05
9344,541,115,3.560757602613121e-05
9164,673,163,2.9672281808199667e-05
8981,788,231,2.953217084911915e-05
8772,934,294,3.344298727408896e-05
8498,1140,362,2.4154290173539286e-05
8264,1273,463,2.3383870376552555e-05
8018,1429,553,2.3477616231219433e-05
7749,1583,668,2.2744564599332484e-05
7470,1731,799,1.917935558911943e-05
7222,1831,947,1.8073908218727866e-05
6983,1914,1103,1.7732271432143535e-05
6746,2016,1238,1.6323606228735193e-05
6524,2102,1374,1.706354229804204e-05
6290,2160,1550,1.891597479832774e-05
6033,2248,1719,1.6147841675057646e-05
5814,2287,1899,1.7297631623319555e-05
5584,2338,2078,1.6085307894240173e-05
5374,2361,2265,1.4659504631694133e-05
5188,2358,2454,1.4959163934780007e-05
5005,2331,2664,1.3114298828584543e-05
4852,2312,2836,1.3371577232803795e-05
4702,2304,2994,1.3292216078264569e-05
4558,2269,3173,1.1699749238597724e-05
4437,2225,3338,1.1851311621122683e-05
4320,2179,3501,1.1791851511906583e-05
4209,2119,3672,1.0875816008550857e-05
4112,2053,3835,1.2200992758059289e-05
4009,1989,4002,1.0910594450570681e-05
3922,1911,4167,9.87332523720664e-06
3848,1833,4319,1.1625625373579547e-05
3766,1765,4469,9.628418276543218e-06
3702,1680,4618,1.221990687144658e-05
3626,1617,4757,9.38047585277906e-06
3571,1551,4878,1.1194122147010962e-05
3509,1485,5006,1.0746776207021291e-05
3453,1422,5125,1.0997591527455487e-05
3399,1366,5235,8.830432859203701e-06
3358,1288,5354,1.1791623970198174e-05
3307,1244,5449,1.1910815701274798e-05
3258,1203,5539,1.1991710921182821e-05
3211,1140,5649,1.010779830298262e-05
3174,1088,5738,7.818581118647837e-06
3147,1036,5817,1.1655397737380579e-05
3109,994,5897,9.060474134611465e-06
3081,953,5966,7.83327254032688e-06
3058,896,6046,1.058406521536018e-05
3029,855,6116,1.0039404663303466e-05
3003,818,6179,9.770180919325173e-06
2979,789,6232,8.083623811973208e-06
2960,747,6293,8.592930279677268e-06
2941,713,6346,9.060852206532112e-06
2922,669,6409,6.6502354694912775e-06
2909,644,6447,8.540639565793884e-06
2893,622,6485,7.780172341931906e-06
2879,590,6531,6.475883222164005e-06
2868,555,6577,6.910676366743313e-06
2857,516,6627,1.1531584331154542e-05
2840,497,6663,1.0627143140533342e-05
2825,480,6695,9.587020648967552e-06
2812,459,6729,9.297222919513941e-06
2800,425,6775,7.563025210084033e-06
2791,404,6805,1.507674952375209e-05
2774,379,6847,3.8046466149107907e-06
2770,348,6882,5.186937217311922e-06
2765,329,6906,5.4964080973084086e-06
2760,311,6929,6.990074094785405e-06
2754,301,6945,7.238037333796567e-06
2748,284,6968,5.125366463702155e-06
2744,259,6997,1.6884856535002308e-05
2732,253,7015,5.787070527028513e-06
2728,237,7035,1.0826929977603722e-05
2721,225,7054,9.800318510351587e-06
2715,215,7070,1.0278812797121932e-05
2709,197,7094,3.7476132388185276e-06
2707,182,7111,8.118958987078678e-06
2703,165,7132,6.726532808663774e-06
2700,155,7145,7.168458781362007e-06
2697,144,7159,1.0299509743336218e-05
2693,136,7171,5.460780673205041e-06
2691,130,7179,5.717062573249864e-06
2689,119,7192,6.2501757861939866e-06
2687,115,7198,0.0
2687,108,7205,1.033784063184882e-05
2684,102,7214,0.0
2684,97,7219,7.682025596509287e-06
2682,89,7229,8.378788259641891e-06
2680,84,7236,8.884150675195451e-06
2678,72,7250,1.037258318811717e-05
2676,70,7254,0.0
2676,57,7267,6.556001363648284e-06
2675,51,7274,0.0
2675,46,7279,0.0
2675,44,7281,0.0
2675,39,7286,9.58543014617781e-06
2674,37,7289,0.0
2674,35,7291,0.0
2674,31,7295,0.0
2674,27,7299,1.3850799191113327e-05
2673,27,7300,0.0
2673,26,7301,1.4388903277792167e-05
2672,25,7303,0.0
2672,25,7303,0.0
2672,23,7305,1.6271804217651655e-05
2671,22,7307,0.0
2671,21,7308,0.0
2671,21,7308,0.0
2671,20,7309,1.8719580681392735e-05
2670,20,7310,0.0
2670,19,7311,1.9712201852946975e-05
2669,19,7312,0.0
2669,17,7314,0.0
2669,17,7314,0.0
2669,15,7316,0.0
2669,12,7319,0.0
2669,11,7320,0.0
2669,11,7320,0.0
2669,10,7321,3.746721618583739e-05
2668,11,7321,0.0
2668,9,7323,0.0
2668,9,7323,0.0
2668,7,7325,0.0
2668,7,7325,0.0
2668,7,7325,0.0
2668,7,7325,0.0
2668,7,7325,0.0
2668,6,7326,0.0
2668,6,7326,0.0
2668,6,7326,0.0
2668,6,7326,0.0
2668,6,7326,0.0
2668,6,7326,0.0
2668,6,7326,0.0
