S,I,R,Beta
9930,70,0,5.179110919292188e-05
9894,101,5,6.10430964260768e-05
9833,152,15,8.898606732431608e-05
9700,267,33,0.00010425112938723503
9430,510,60,8.941010126213794e-05
9000,897,103,7.407407407407407e-05
8402,1420,178,6.168886683586403e-05
7666,2024,310,5.4073270506079405e-05
6827,2707,466,4.7996046034863746e-05
5940,3345,715,3.9457857096123165e-05
5156,3856,988,3.72707621785359e-05
4415,4279,1306,3.504168610853871e-05
3753,4589,1658,3.454779577224398e-05
3158,4832,2010,3.066950748440836e-05
2690,4905,2405,3.099788168510245e-05
2281,4888,2831,2.6817278722471482e-05
1982,4790,3228,2.896633374693747e-05
1707,4708,3585,2.83703616325202e-05
1479,4591,3930,2.6361951956741656e-05
1300,4412,4288,2.5629402329311666e-05
1153,4250,4597,2.2447834294168666e-05
1043,4027,4930,1.9999233362721097e-05
959,3780,5261,2.1792983211127112e-05
880,3554,5566,1.8545045275489845e-05
822,3325,5853,2.0489179152260213e-05
766,3123,6111,1.797495044347965e-05
723,2909,6368,1.8067646218370327e-05
685,2709,6606,1.293336890009781e-05
661,2492,6847,2.306928312809766e-05
623,2333,7044,2.6832542232013423e-05
584,2197,7219,2.2602427968400246e-05
555,2044,7401,1.7630154616455987e-05
535,1885,7580,1.3882347108257517e-05
521,1744,7735,1.3206783003750727e-05
509,1624,7867,2.2985279742951986e-05
490,1510,8000,1.7569941884038385e-05
477,1400,8123,8.984725965858042e-06
471,1288,8241,2.4726035526367845e-05
456,1198,8346,7.322145095627215e-06
452,1114,8434,7.943947506394877e-06
448,1010,8542,6.63012729844413e-06
445,938,8617,7.187178074315421e-06
442,865,8693,1.0462166191509951e-05
438,809,8753,8.466396870819716e-06
435,751,8814,6.122105392044324e-06
433,693,8874,9.997700528878357e-06
430,635,8935,3.662332906061161e-06
429,588,8983,1.5857158714301573e-05
425,554,9021,1.698874495646634e-05
421,510,9069,4.657444925713753e-06
420,477,9103,0.0
420,442,9138,5.386770092652446e-06
419,403,9178,1.1844341661879578e-05
417,360,9223,6.661337596589395e-06
416,334,9250,1.4394288346384155e-05
414,310,9276,2.337540906965872e-05
411,293,9296,0.0
411,269,9320,9.04494432836766e-06
410,251,9339,0.0
410,234,9356,1.0423181154888472e-05
409,219,9372,0.0
409,199,9392,0.0
409,186,9405,1.3145095564844756e-05
408,168,9424,0.0
408,150,9442,0.0
408,136,9456,1.8021914648212227e-05
407,126,9467,0.0
407,118,9475,0.0
407,107,9486,2.296263978506969e-05
406,95,9499,2.5926886180969666e-05
405,90,9505,0.0
405,83,9512,0.0
405,72,9523,0.0
405,65,9530,0.0
405,63,9532,3.919263178522438e-05
404,58,9538,0.0
404,55,9541,0.0
404,50,9546,0.0
404,49,9547,0.0
404,45,9551,0.0
404,40,9556,0.0
404,37,9559,0.0
404,33,9563,0.0
404,31,9565,0.0
404,22,9574,0.0
404,22,9574,0.0
404,16,9580,0.0
404,14,9582,0.0
404,13,9583,0.0
404,12,9584,0.0
404,11,9585,0.0
404,10,9586,0.0
404,10,9586,0.0
404,8,9588,0.0
404,7,9589,0.0
404,6,9590,0.0
404,6,9590,0.0
404,5,9591,0.0
404,5,9591,0.0
404,4,9592,0.0
404,4,9592,0.0
404,4,9592,0.0
404,4,9592,0.0
404,3,9593,0.0
404,3,9593,0.0
404,3,9593,0.0
404,3,9593,0.0
404,3,9593,0.0
404,3,9593,0.0
404,3,9593,0.0
404,2,9594,0.0
404,2,9594,0.0
404,2,9594,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,1,9595,0.0
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
404,0,9596,
