S,I,R,Beta
9950,50,0,3.015075376884422e-05
9935,61,4,4.290181260158242e-05
9909,84,7,5.5264814574533014e-05
9863,119,18,4.174842399699411e-05
9814,159,27,5.9599109473951344e-05
9721,239,40,5.939778394615634e-05
9583,361,56,6.157024948669779e-05
9370,536,94,5.1171570111024384e-05
9113,752,135,4.7278729708085945e-05
8789,1021,190,4.056357063727932e-05
8425,1295,280,3.712063059244068e-05
8020,1582,398,3.491587087906025e-05
7577,1896,527,3.459559214567292e-05
7080,2244,676,2.7820578668036294e-05
6638,2509,853,2.9961436808807966e-05
6139,2818,1043,2.5896399833939335e-05
5691,3058,1251,2.436350627170665e-05
5267,3234,1499,2.3541874419305322e-05
4866,3342,1792,1.967756828546642e-05
4546,3415,2039,2.222280910478151e-05
4201,3508,2291,1.9406792703154515e-05
3915,3510,2575,1.9284438186098467e-05
3650,3522,2828,2.123637721406735e-05
3377,3518,3105,1.590870792167798e-05
3188,3413,3399,1.8565077581804902e-05
2986,3347,3667,1.7210081665839848e-05
2814,3262,3924,1.7103760343417363e-05
2657,3144,4199,1.8315439268876393e-05
2504,3034,4462,1.6058683166919744e-05
2382,2879,4739,1.6331820598450403e-05
2270,2777,4953,1.4435760074494868e-05
2179,2629,5192,1.6059795506434306e-05
2087,2526,5387,1.5175191899786068e-05
2007,2414,5579,1.3416175118650588e-05
1942,2299,5759,1.3214897983227383e-05
1883,2185,5932,1.5555293600090416e-05
1819,2054,6127,1.150893976970344e-05
1776,1914,6310,1.61799730765248e-05
1721,1817,6462,1.3111369572092866e-05
1680,1726,6594,1.413949125420736e-05
1639,1636,6725,1.0069351727676992e-05
1612,1547,6841,1.6040010201446488e-05
1572,1468,6960,1.0833316000027734e-05
1547,1391,7062,9.294211518595161e-06
1527,1299,7174,1.3107659763467237e-05
1501,1230,7269,1.2457819448281091e-05
1478,1157,7365,1.637382854028488e-05
1450,1103,7447,8.753556132178697e-06
1436,1035,7529,1.4802255325447769e-05
1414,963,7623,1.0281401971972898e-05
1400,901,7699,6.342159505311558e-06
1392,853,7755,5.0531592351538184e-06
1386,786,7828,7.343518793900473e-06
1378,730,7892,1.0935045827782969e-05
1367,695,7938,9.473036055427787e-06
1358,658,7984,1.678671029719192e-05
1343,623,8034,7.171123320612557e-06
1337,565,8098,3.971379591080282e-06
1334,530,8136,7.071935730248084e-06
1329,495,8176,1.672100994900092e-05
1318,466,8216,1.4653493718535693e-05
1309,440,8251,5.208695048267241e-06
1306,417,8277,5.508609957363359e-06
1303,380,8317,6.058892434462981e-06
1300,350,8350,8.791208791208792e-06
1296,321,8383,0.0
1296,293,8411,5.266927906290818e-06
1294,275,8431,0.0
