S,E,I,R,Beta
9910,0,90,0,4.0363269424823414e-05
9874,36,84,6,4.099269847700069e-05
9840,63,82,15,3.34622248661511e-05
9813,84,84,19,4.124751908304339e-05
9779,108,91,22,3.595954102140829e-05
9747,128,99,26,4.663439566486658e-05
9702,159,106,33,3.9867290541144986e-05
9661,187,111,41,3.543549760297509e-05
9623,202,127,48,4.500372712685569e-05
9568,233,141,58,4.743945539505206e-05
9504,272,153,71,6.601967386281111e-05
9408,337,172,83,4.325858250276855e-05
9338,366,203,93,6.435909420377778e-05
9216,453,224,107,4.795619419642857e-05
9117,493,264,126,5.525807598857944e-05
8984,578,291,147,6.808591371296203e-05
8806,702,327,165,6.14676815432347e-05
8629,799,380,192,4.7270220980658854e-05
8474,881,424,221,4.8427821393741566e-05
8300,974,472,254,5.6156830712681236e-05
8080,1093,538,289,4.8538775810666565e-05
7869,1203,599,329,4.879569053433615e-05
7639,1313,668,380,4.9580117158012814e-05
7386,1425,758,431,4.644028101371274e-05
7126,1529,859,486,4.4272118987772725e-05
6855,1635,946,564,4.65702262048504e-05
6553,1785,1032,630,4.214295600452837e-05
6268,1886,1135,711,3.92174502191398e-05
5989,1966,1231,814,3.4995108145057165e-05
5731,2027,1315,927,3.4499848399704625e-05
5471,2100,1395,1034,3.511509693666639e-05
5203,2174,1467,1156,3.0395132795942147e-05
4971,2190,1586,1253,3.0314538066054238e-05
4732,2190,1703,1375,3.263595792616977e-05
4469,2252,1768,1511,3.126110591920814e-05
4222,2260,1861,1657,2.761818483107471e-05
4005,2251,1939,1805,3.154901138919311e-05
3760,2271,2011,1958,2.6714770887776802e-05
3558,2238,2096,2108,2.494110680586486e-05
3372,2191,2151,2286,2.4678857746652087e-05
3193,2138,2214,2455,2.319889573256313e-05
3029,2079,2242,2650,2.532757239047224e-05
2857,2037,2262,2844,2.676968508018681e-05
2684,1989,2305,3022,2.295275934193469e-05
2542,1925,2330,3203,2.26242051981644e-05
2408,1862,2329,3401,2.4428376001563415e-05
2271,1793,2354,3582,2.0015211560786197e-05
2164,1707,2376,3753,2.119936269659005e-05
2055,1629,2379,3937,2.4545674898672385e-05
1935,1585,2363,4117,2.03394056300787e-05
1842,1500,2373,4285,2.2191383063078892e-05
1745,1421,2384,4450,1.6826599488471374e-05
1675,1354,2336,4635,1.967900224902883e-05
1598,1284,2288,4830,1.8871929072179385e-05
1529,1236,2215,5020,2.3031031362064052e-05
1451,1188,2171,5190,1.8094543035013576e-05
1394,1138,2109,5359,1.8367684304405593e-05
1340,1092,2038,5530,2.1238264028239568e-05
1282,1039,1979,5700,1.5766168797332995e-05
1242,981,1926,5851,2.1320250224489694e-05
1191,935,1858,6016,1.2653205463654119e-05
1163,875,1783,6179,1.784311465551456e-05
1126,823,1722,6329,1.2893430126891983e-05
1101,758,1704,6437,1.4391526269332617e-05
1074,719,1622,6585,2.0091525509348874e-05
1039,684,1562,6715,1.3555829684555844e-05
1017,639,1494,6850,1.1188641817351346e-05
1000,588,1445,6967,1.5916955017301038e-05
977,549,1387,7087,1.623497618993151e-05
955,514,1328,7203,1.3404402952122626e-05
938,468,1300,7294,9.020829916352304e-06
927,433,1233,7407,1.6623053024914456e-05
908,401,1191,7500,1.2945845678121891e-05
894,373,1132,7601,1.3833882736104852e-05
880,344,1090,7686,1.5638031693077563e-05
865,320,1052,7763,9.89032725993978e-06
856,302,968,7874,1.689580597821889e-05
842,273,932,7953,1.5291611022193223e-05
830,248,893,8029,1.888854409800456e-05
816,235,850,8099,1.1534025374855825e-05
808,216,798,8178,2.3263604555944315e-05
793,211,760,8236,1.3274042609676777e-05
785,201,716,8298,8.89584741842508e-06
780,191,662,8367,1.549306685258347e-05
772,182,627,8419,1.2395567345117386e-05
766,168,595,8471,1.3164534743401277e-05
760,156,563,8521,1.168551930447789e-05
755,146,540,8559,7.358351729212656e-06
752,133,519,8596,1.793547329151806e-05
745,127,483,8645,8.337154529159198e-06
742,117,455,8686,1.4809987855809958e-05
737,109,434,8720,9.379162003138893e-06
734,98,408,8760,1.335684137415184e-05
730,94,374,8802,2.197641198447e-05
724,95,349,8832,1.9788187243742976e-05
719,88,328,8865,1.6961226635910308e-05
715,79,301,8905,1.3939548823269754e-05
712,73,287,8928,1.468112594448577e-05
709,70,271,8950,1.0409130889616372e-05
707,66,258,8969,2.7411379011655318e-05
702,64,244,8990,1.1676241184437906e-05
700,58,237,9005,0.0
700,50,234,9016,1.8315018315018315e-05
697,50,223,9030,1.2867446004979702e-05
695,44,217,9044,6.630640188310181e-06
694,40,204,9062,2.8253376278465277e-05
690,41,200,9069,1.4492753623188405e-05
688,40,189,9083,0.0
688,36,177,9099,8.211798712389962e-06
687,33,163,9117,2.679025906180513e-05
684,31,157,9128,0.0
684,28,150,9138,1.949317738791423e-05
682,28,139,9151,0.0
682,25,129,9164,0.0
682,22,122,9174,2.4037305898754868e-05
680,23,115,9182,2.5575447570332482e-05
678,25,107,9190,2.7568715022192816e-05
676,25,101,9198,0.0
676,21,95,9208,1.5571473061351604e-05
675,20,84,9221,1.763668430335097e-05
674,20,80,9226,0.0
674,18,77,9231,0.0
674,15,76,9235,0.0
674,12,78,9236,0.0
674,12,71,9243,0.0
674,8,69,9249,0.0
674,7,66,9253,0.0
674,7,61,9258,2.432261516758282e-05
673,7,59,9261,2.5184476288815575e-05
672,8,51,9269,0.0
672,6,51,9271,0.0
672,5,48,9275,3.1001984126984125e-05
671,6,44,9279,0.0
671,5,39,9285,0.0
671,5,32,9292,4.6572280178837556e-05
670,6,29,9295,0.0
670,5,29,9296,5.14668039114771e-05
669,6,24,9301,6.228201295465869e-05
668,7,20,9305,0.0
668,7,19,9306,0.0
668,7,18,9307,0.0
668,6,18,9308,0.0
668,6,16,9310,0.0
668,6,16,9310,0.0
668,5,17,9310,0.0
668,3,17,9312,0.0
668,3,14,9315,0.0
668,3,13,9316,0.0
668,3,12,9317,0.0
668,3,12,9317,0.0
668,3,11,9318,0.0
668,2,10,9320,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,8,9322,0.0
668,2,5,9325,0.0
668,1,6,9325,0.0
668,0,5,9327,0.0
668,0,5,9327,0.0
668,0,5,9327,0.0
668,0,4,9328,0.0
668,0,4,9328,0.0
668,0,4,9328,0.0
668,0,4,9328,0.0
668,0,4,9328,0.0
668,0,4,9328,0.0
668,0,3,9329,0.0
668,0,3,9329,0.0
668,0,3,9329,0.0
668,0,1,9331,0.0
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
668,0,0,9332,
