S,I,R,Beta
9950,50,0,1.2060301507537688e-05
9944,49,7,8.209237033510106e-06
9940,48,12,4.191817572099262e-06
9938,47,15,1.7127466890465566e-05
9930,51,19,2.5669885275358883e-05
9917,63,20,2.4008796823156005e-05
9902,69,29,3.512685184372064e-05
9878,87,35,1.6290700569941795e-05
9864,96,40,2.5344687753446878e-05
9840,110,50,1.755358462675536e-05
9821,123,56,2.4834786582261507e-05
9791,141,68,2.3903845694156815e-05
9758,165,77,2.5464731347084288e-05
9717,194,89,1.9627626786511894e-05
9680,217,103,1.7614350458925238e-05
9643,243,114,1.49365261651664e-05
9608,255,137,1.7142577264044667e-05
9566,274,160,2.098368461293114e-05
9511,303,186,1.52680602935701e-05
9467,320,213,1.78250765818105e-05
9413,355,232,1.9750928817353286e-05
9347,393,260,1.7150459346469495e-05
9284,420,296,1.795203217004165e-05
9214,452,334,1.704793206182973e-05
9143,477,380,1.3986940783190723e-05
9082,499,419,1.5445998802273123e-05
9012,527,461,1.2633376876372301e-05
8952,545,503,1.7217207368964754e-05
8868,587,545,1.4984105322123685e-05
8790,624,586,1.4767655552638487e-05
8709,656,635,1.3477787206394283e-05
8632,691,677,1.5088741920816965e-05
8542,713,745,1.5105626090437384e-05
8450,750,800,1.4990138067061145e-05
8355,785,860,1.0063008153323652e-05
8289,780,931,1.051749151640574e-05
8221,787,992,1.051016495240209e-05
8153,792,1055,1.2544183401536524e-05
8072,804,1124,1.109418221084863e-05
8000,812,1188,9.852216748768473e-06
7936,803,1261,1.0356827220503756e-05
7870,810,1320,1.0039688142187083e-05
7806,814,1380,9.285366702737955e-06
7747,810,1443,1.0039728640477317e-05
7684,792,1524,9.530494954753154e-06
7626,790,1584,8.465376609666465e-06
7575,781,1644,7.77542542986693e-06
7529,773,1698,9.106659081220575e-06
7476,763,1761,8.064250336770107e-06
7430,743,1827,9.238310367376809e-06
7379,741,1880,9.693043266270277e-06
7326,739,1935,1.0343718056843903e-05
7270,713,2017,7.52385931540597e-06
