S,I,R,Beta
9950,50,0,8.040201005025125e-06
9946,53,1,1.1382218697950063e-05
9940,57,3,1.2354830738818879e-05
9933,59,8,1.0238086706356316e-05
9927,60,13,1.511030522816561e-05
9918,65,17,1.2409449796019669e-05
9910,63,27,1.7618887447343554e-05
9899,65,36,1.5541585397126362e-05
9889,73,38,5.5409566738745275e-06
9885,76,39,1.3310970902217608e-05
9875,81,44,1.2501953430223472e-05
9865,86,49,1.1787031907495374e-05
9855,87,58,1.5162383293386284e-05
9842,93,65,1.5295431254684227e-05
9828,99,73,1.85000185000185e-05
9810,110,80,1.019367991845056e-05
9799,110,91,9.277384519756191e-06
9789,109,102,1.8744124888355305e-05
9769,119,112,1.1182689884224752e-05
9756,126,118,1.7897004366869064e-05
9734,137,129,1.1997978340649601e-05
9718,142,140,1.3043894153146912e-05
9700,148,152,1.8110894399554193e-05
9674,166,160,1.8058589536977764e-05
9645,173,182,8.39034271553442e-06
9631,173,196,1.3203990245852296e-05
9609,176,215,1.1234732589712297e-05
9590,180,230,1.6220600162206e-05
9562,200,238,1.307257895837691e-05
9537,209,254,1.3545832323667128e-05
9510,224,266,1.4552350908817787e-05
9479,239,282,1.6773479892349573e-05
9441,248,311,1.4094324343717007e-05
9408,270,322,1.535336356764928e-05
9369,290,341,1.7666478960327715e-05
9321,317,362,9.814681884161709e-06
9292,320,388,1.5806607834696513e-05
9245,343,412,1.009134241659269e-05
9213,352,435,1.2642708425840956e-05
9172,357,471,1.4659156292259599e-05
9124,376,500,1.2534162881155148e-05
9081,391,528,1.2955297745130428e-05
9035,394,571,9.832040654083527e-06
9000,392,608,1.0770975056689343e-05
8962,400,638,1.617942423566168e-05
8904,429,667,1.2042464872653551e-05
8858,440,702,1.4624684414704736e-05
8801,472,727,1.3240020875902007e-05
8746,491,763,1.1177643966889956e-05
8698,501,801,1.3080300654152721e-05
8641,519,840,1.1372051377590235e-05
8590,526,884,1.1729971626747877e-05
8537,540,923,1.279832016624801e-05
8478,552,970,1.1966180155970612e-05
8422,558,1020,1.1065063424092389e-05
8370,569,1061,1.2178400975951858e-05
8312,579,1109,1.2467149062221047e-05
8252,584,1164,1.1620263082756193e-05
8196,600,1204,1.2201073694485114e-05
8136,609,1255,1.0494822823171922e-05
8084,621,1295,1.0756620700040875e-05
8030,631,1339,1.0065266344709716e-05
7979,638,1383,1.0214901891760543e-05
7927,637,1436,9.109814656860017e-06
7881,621,1498,1.0625036140447449e-05
7829,616,1555,8.501525298051036e-06
7788,603,1609,1.064698762649686e-05
7738,601,1661,8.601155393203968e-06
7698,587,1715,1.0179860429687483e-05
7652,575,1773,9.54567149253392e-06
7610,578,1812,9.32119002041568e-06
7569,570,1861,1.089392791001152e-05
7522,579,1899,7.806691620526823e-06
7488,577,1935,7.869321127553364e-06
7454,558,1988,7.693543097785894e-06
7422,551,2027,9.781094220791574e-06
7382,543,2075,1.072740272615735e-05
7339,545,2116,9.750597224079976e-06
7300,537,2163,6.3773883319303076e-06
7275,523,2202,8.410373670273928e-06
7243,524,2233,9.748817758235643e-06
7206,521,2273,7.990781834076209e-06
7176,508,2316,8.503849226204584e-06
7145,503,2352,6.956163647923515e-06
7120,483,2397,8.141996417521576e-06
7092,471,2437,9.579886071204898e-06
7060,472,2468,1.1403466653862774e-05
7022,477,2501,7.762366494760104e-06
6996,468,2536,1.0079019512981777e-05
6963,458,2579,6.585024900801303e-06
6942,438,2620,7.893189361559379e-06
6918,425,2657,8.843086237096746e-06
6892,420,2688,8.982118674515657e-06
6866,412,2722,8.837694676738339e-06
6841,409,2750,5.361031519648717e-06
6826,388,2786,1.057206979982541e-05
6798,372,2830,9.885893067853606e-06
6773,368,2859,6.41935049011741e-06
6757,351,2892,8.432744854233681e-06
6737,343,2920,1.1684310697072994e-05
6710,347,2943,1.202558012686987e-05
6682,361,2957,9.534856533573887e-06
6659,355,2986,5.922303606894407e-06
6645,342,3013,1.1000664440132185e-05
6620,338,3042,4.469153899783693e-06
6610,324,3066,8.404773911581778e-06
6592,319,3089,6.182092096052591e-06
6579,306,3115,1.0431289098706819e-05
6558,305,3137,7.49928756768107e-06
6543,297,3160,4.6313663920266395e-06
6534,286,3180,8.026867530999763e-06
6519,275,3206,6.135910415707931e-06
6508,255,3237,6.62834279378623e-06
6497,246,3257,1.0636553956735503e-05
6480,240,3280,7.71604938271605e-06
6468,236,3296,7.206272339444252e-06
6457,227,3316,8.186996457077283e-06
6445,216,3339,8.619946556331351e-06
6433,210,3357,6.662077235682086e-06
6424,203,3373,9.20194590482734e-06
6412,197,3391,7.916628402962719e-06
6402,190,3408,9.043226623259178e-06
6391,186,3423,2.523710257872714e-06
