S,I,R,Beta
9950,50,0,4.020100502512563e-06
9948,52,0,5.799387584671059e-06
9945,49,6,4.104205784878054e-06
9943,49,8,1.2315093994954916e-05
9937,52,11,9.67634559261811e-06
9932,52,16,3.0979894048762353e-05
9916,63,21,1.600747869404586e-05
9906,70,24,2.7400421101208504e-05
9887,81,32,1.873016943311269e-05
9872,92,36,2.0919949263617785e-05
9853,104,43,1.7565911202367105e-05
9835,116,49,2.3666356958785477e-05
9808,138,54,2.9552923375180273e-05
9768,165,67,1.6131834313652495e-05
9742,174,84,2.123758486184951e-05
9706,198,96,2.2895345376285002e-05
9662,223,115,2.1349412844735003e-05
9616,253,131,1.8907880804719407e-05
9570,279,151,1.797732609745958e-05
9522,301,177,1.6398464545472942e-05
9475,329,196,1.6681236015430142e-05
9423,355,222,1.6441640397409395e-05
9368,389,243,1.4269437718294956e-05
9316,410,274,1.5708615652064637e-05
9256,442,302,1.7598955013160106e-05
9184,473,343,1.1510044124905158e-05
9134,479,387,1.2113770705976842e-05
9081,490,429,1.460775919221339e-05
9016,508,476,1.4846746641141907e-05
8948,539,513,1.3684508224389442e-05
8882,563,555,1.3798438016816496e-05
8813,594,593,1.7956332491678005e-05
8719,640,641,1.5949363459112283e-05
8630,676,694,1.0798987980554964e-05
8567,674,759,1.1257052543418451e-05
8502,685,813,1.3736570356137757e-05
8422,717,861,1.0764130736826278e-05
8357,722,921,1.342447835957515e-05
8276,756,968,1.0069276623167392e-05
8213,746,1041,1.3546822551966754e-05
8130,775,1095,1.1268499781772011e-05
8059,784,1157,1.2028635750118388e-05
7983,809,1208,9.754969111587091e-06
7920,807,1273,8.918178063159476e-06
7863,814,1323,1.2811535131260427e-05
7781,824,1395,1.029393231957856e-05
7715,819,1466,8.229690666502074e-06
7663,808,1529,1.2597501430946957e-05
7585,816,1599,1.1794434319541924e-05
7512,813,1675,1.146177595961263e-05
7442,824,1734,9.458257123698348e-06
7384,813,1803,8.32890235727926e-06
7334,806,1860,8.627683970981209e-06
7283,799,1918,6.873895128762663e-06
7243,761,1996,9.6155189395788e-06
7190,758,2052,7.706393738004632e-06
7148,754,2098,1.0019311294806732e-05
7094,745,2161,6.811692648859136e-06
7058,737,2205,6.344023718190008e-06
7025,692,2283,8.022545409664081e-06
6986,679,2335,8.0109725025477e-06
6948,672,2380,6.63945774049401e-06
6917,654,2429,6.189598909569518e-06
6889,627,2484,6.713890785370108e-06
6860,602,2538,7.264415020873086e-06
6830,588,2582,7.470045119072519e-06
6800,571,2629,8.756567425569177e-06
6766,568,2666,6.244977996860858e-06
6742,545,2713,8.98108257425042e-06
6709,532,2759,7.284570047865229e-06
6683,511,2806,8.199090310930003e-06
6655,497,2848,8.1631789232767e-06
6628,485,2887,7.465983114434856e-06
6604,470,2926,1.1276209131796333e-05
6569,478,2953,9.235721733436689e-06
6540,465,2995,9.207194765052119e-06
6512,462,3026,7.977280704553431e-06
6488,447,3065,5.861794067588554e-06
6471,429,3100,7.564680721843448e-06
6450,411,3139,1.0562251268413211e-05
6422,408,3170,8.778036284585464e-06
