S,I,R,Beta
9950,50,0,8.040201005025125e-06
9946,51,3,9.857150179597276e-06
9941,53,6,1.5183924778836645e-05
9933,58,9,1.5621908164009206e-05
9924,58,18,1.5636075553517074e-05
9915,60,25,1.5128593040847202e-05
9906,66,28,1.2236232708673653e-05
9898,72,30,7.016007723221301e-06
9893,72,35,8.423464402439436e-06
9887,72,41,1.6857152489801424e-05
9875,76,49,1.0659560293137907e-05
9867,77,56,1.5794482197644252e-05
9855,81,64,1.7538255319415475e-05
9841,91,68,1.7866494850541188e-05
9825,101,74,1.713148414078049e-05
9808,106,86,1.4427960232694142e-05
9793,115,92,2.3974533717517838e-05
9766,131,103,1.719628622749436e-05
9744,143,113,2.8706925258649398e-05
9704,169,127,2.2561305775206465e-05
9667,198,135,1.9330576897557346e-05
9630,222,148,1.7307026652821045e-05
9593,247,160,1.7725475433124104e-05
9551,274,175,2.1016639829054474e-05
9496,307,197,1.715105828890066e-05
9446,335,219,1.864486586757089e-05
9387,365,248,2.013860614577724e-05
9318,402,280,1.6551712354732027e-05
9256,438,306,1.5046392220472565e-05
9195,454,351,1.9642929862762993e-05
9113,501,386,1.3798804235050145e-05
9050,524,426,1.4550208763864873e-05
8981,553,466,1.3893103242066384e-05
8912,571,517,1.4738387722569306e-05
8837,602,561,1.1278462610204678e-05
8777,616,607,1.276210402335502e-05
8708,649,643,1.3093887419463746e-05
8634,674,692,1.3575478630134539e-05
8555,706,739,1.1424162600602997e-05
8486,705,809,1.2870593702100915e-05
8409,723,868,1.151371274964402e-05
8339,730,931,9.856311406873463e-06
8279,734,987,1.1683807855007565e-05
8208,736,1056,1.3573713874057124e-05
8126,757,1117,1.2029817039488037e-05
8052,769,1179,1.0981933427519562e-05
7984,779,1237,1.0933291486696114e-05
7916,785,1299,1.206940390018764e-05
7841,801,1358,1.0190042704239902e-05
7777,792,1431,1.152712673864789e-05
7706,789,1505,1.1348620747844503e-05
7637,800,1563,1.113002487887914e-05
7569,785,1646,9.08836159561335e-06
7515,768,1717,9.3562874251497e-06
7461,761,1778,9.158443001285176e-06
7409,742,1849,1.0732193926014802e-05
7350,741,1909,1.083294316377023e-05
