S,I,R,Beta
9950,50,0,1.2060301507537688e-05
9944,52,4,1.5471254409307506e-05
9936,56,8,1.4377731769036117e-05
9928,61,11,1.6512331409096313e-05
9918,69,13,4.383773025767818e-06
9915,65,20,1.706815625121223e-05
9904,72,24,1.121881170346437e-05
9896,74,30,1.092442482903275e-05
9888,76,36,1.3306932379492421e-05
9878,81,41,1.2498156521913018e-05
9868,86,46,1.7675172745354963e-05
9853,96,51,1.2686491423931798e-05
9841,104,55,1.563318299422354e-05
9825,110,65,1.4804533888503354e-05
9809,116,75,1.230397137041633e-05
9795,128,77,7.178407350689127e-06
9786,130,84,1.572104576396422e-05
9766,132,102,2.1720378058694666e-05
9738,145,117,2.6203780426484233e-05
9701,169,130,2.37881899566262e-05
9662,193,145,2.1450412545059274e-05
9622,216,162,2.357637204862314e-05
9573,252,175,2.694416671226449e-05
9508,301,191,1.8868531063891643e-05
9454,329,217,1.800431203273184e-05
9398,351,251,1.5763795291354346e-05
9346,380,274,1.745751067160733e-05
9284,408,308,2.006403595475243e-05
9208,449,343,1.693114731259155e-05
9138,478,384,1.259167886914819e-05
9083,496,421,1.553771135726792e-05
9013,522,465,1.5091015829412857e-05
8942,548,510,1.5917665670248006e-05
8864,584,552,1.5840586518965432e-05
8782,612,606,1.6001238421429455e-05
8696,655,649,1.3167412234808317e-05
8621,670,709,1.4023375755487727e-05
8540,702,758,1.3010668748373666e-05
8462,723,815,1.176850180107113e-05
8390,728,882,1.2770304784607527e-05
8312,738,950,1.1574345772331641e-05
8241,745,1014,1.3030281559952733e-05
8161,771,1068,1.2714293456382265e-05
8081,775,1144,1.2773890168495594e-05
8001,777,1222,1.2064129049505877e-05
7926,793,1281,1.0500662019010017e-05
7860,806,1334,1.1207293896286756e-05
7789,816,1395,1.1328192851155098e-05
7717,811,1472,9.107632563589252e-06
7660,806,1534,9.880206544907968e-06
7599,801,1600,1.2814617338275832e-05
7521,813,1666,9.321991903604716e-06
7464,802,1734,1.03572793632211e-05
7402,787,1811,1.0643093473483419e-05
7340,807,1853,8.103481458221488e-06
7292,810,1898,9.3117436324604e-06
7237,801,1962,7.245330513864716e-06
7195,770,2035,9.20552692616626e-06
7144,752,2104,9.120881084558385e-06
7095,744,2161,8.145975887911372e-06
7052,721,2227,1.1210559481655198e-05
6995,719,2286,8.152057748381766e-06
6954,712,2334,6.261047719686026e-06
6923,683,2394,7.613554580409605e-06
6887,676,2437,1.0524932060489576e-05
6838,674,2488,9.980880105328662e-06
6792,674,2534,1.02669225096378e-05
6745,667,2588,7.3351019079044615e-06
6712,646,2642,7.380155499876382e-06
6680,629,2691,6.901935397884675e-06
6651,622,2727,7.251768343710614e-06
6621,596,2783,7.855825829752598e-06
6590,574,2836,7.930926913864846e-06
6560,558,2882,6.283328962321881e-06
6537,538,2925,5.4024759262829315e-06
6518,506,2976,5.154470381200373e-06
6501,476,3023,6.1399732943477345e-06
6482,461,3057,8.700884344498799e-06
6456,441,3103,1.2995698072702852e-05
6419,439,3142,6.742511642365827e-06
6400,431,3169,7.975638051044083e-06
6378,427,3195,5.507808971559877e-06
6363,409,3228,8.069266584360147e-06
6342,406,3252,8.155808566861319e-06
6321,397,3282,9.563898197085642e-06
6297,393,3310,5.253117422125565e-06
6284,375,3341,8.48716316571186e-06
6264,369,3367,8.220069429302211e-06
6245,356,3399,9.44575885427443e-06
6224,350,3426,4.590525156077856e-06
6214,328,3458,1.177514189045978e-05
6190,336,3474,6.7312870220786216e-06
6176,320,3504,6.071891191709844e-06
6164,309,3527,7.350331499950648e-06
6150,300,3550,5.420054200542005e-06
6140,290,3570,3.931259126137257e-06
6133,275,3592,5.929175992766406e-06
6123,269,3608,7.892722120932288e-06
6110,257,3633,7.00516471689582e-06
6099,250,3651,5.9026069847515985e-06
6090,230,3680,7.139287499107589e-06
6080,223,3697,8.11305168751475e-06
6069,214,3717,5.389731483577488e-06
6062,206,3732,3.203146771388212e-06
6058,187,3755,4.4136625807920935e-06
6053,175,3772,5.6642514927662784e-06
6047,165,3788,1.0022500513653152e-05
6037,158,3805,7.338710861082397e-06
6030,152,3818,3.273108143493061e-06
6027,145,3828,4.577104180612531e-06
6023,138,3839,6.015587590564671e-06
6018,129,3853,1.2881252882180332e-05
6008,128,3864,5.2013981358189085e-06
6004,119,3877,5.5985085573203295e-06
6000,118,3882,2.824858757062147e-06
