S,I,R,Beta
9950,50,0,1.809045226130653e-05
9941,55,4,1.0973836544704667e-05
9935,53,12,1.1394821053831033e-05
9929,54,17,1.3055658135726623e-05
9922,57,21,1.060906650823794e-05
9916,57,27,1.0615485870788306e-05
9910,57,33,8.851594172110397e-06
9905,55,40,1.1013721261071084e-05
9899,57,44,1.0633716324349615e-05
9893,59,48,2.2272210962382237e-05
9880,67,53,1.5106652969967975e-05
9870,71,59,2.8540034533441785e-05
9850,79,71,2.6987084752297114e-05
9829,94,77,1.4070390918753234e-05
9816,96,88,2.8652200488997555e-05
9789,118,93,1.6448763832111797e-05
9770,127,103,2.1760330112267184e-05
9743,141,116,1.9654045130055185e-05
9716,156,128,2.3091701766053352e-05
9681,183,136,1.5240262742129675e-05
9654,199,147,2.238247379428737e-05
9611,225,164,1.61851582099215e-05
9576,240,184,1.5664160401002506e-05
9540,260,200,1.773907434284793e-05
9496,288,216,2.0476457923804173e-05
9440,319,241,2.224908347059136e-05
9373,357,270,1.7632146211733388e-05
9314,390,296,1.9270687082583154e-05
9244,427,329,1.5707384598858732e-05
9182,458,360,1.7834399751174456e-05
9107,487,406,1.6459572921432145e-05
9034,507,459,1.178978035639196e-05
8980,529,491,1.6419600793193024e-05
8902,566,532,1.3694464975115768e-05
8833,586,581,1.0625682700113483e-05
8778,587,635,1.1838485791682242e-05
8717,598,685,9.783673389521034e-06
8666,612,722,1.0935984517662747e-05
8608,618,774,1.447438072207986e-05
8531,654,815,1.2187965674387026e-05
8463,672,865,1.3890998914040388e-05
8384,698,918,1.2986941971609178e-05
8308,711,981,1.117320705577868e-05
8242,722,1036,1.2435461634584295e-05
8168,743,1089,1.2852572425893385e-05
8090,773,1137,8.794976309531996e-06
8035,767,1198,1.1196127762421415e-05
7966,766,1268,1.0160676347059861e-05
7904,776,1320,1.0923609082182062e-05
7837,789,1374,1.0997198463691375e-05
7769,795,1436,8.257297386565378e-06
7718,790,1492,9.348522769393264e-06
7661,787,1552,1.1776009680875114e-05
7590,795,1615,9.943570238894274e-06
7530,799,1671,9.640204305847116e-06
7472,801,1727,9.857859688237669e-06
7413,787,1800,1.04558923324199e-05
7352,776,1872,8.764008391012194e-06
7302,761,1937,8.997948827585264e-06
7252,734,2014,1.0144716256043621e-05
7198,734,2068,8.89590129865017e-06
7151,722,2127,7.553715633983353e-06
7112,706,2182,1.0157193523614081e-05
7061,702,2237,8.473170914751427e-06
7019,697,2284,8.380613963778986e-06
6978,692,2330,1.1597141801566277e-05
6922,697,2381,1.077801963838086e-05
6870,702,2428,8.916093341129731e-06
6827,693,2480,7.609206378797708e-06
6791,666,2543,9.065168835453034e-06
6750,652,2598,8.179959100204498e-06
6714,635,2651,7.740319323355358e-06
6681,616,2703,7.775490487659324e-06
6649,604,2747,9.711165050961206e-06
6610,593,2797,1.0204784513219023e-05
6570,592,2838,7.198979801719528e-06
6542,569,2889,5.910168660094918e-06
6520,554,2926,8.582312684104449e-06
6489,546,2965,6.20943755479123e-06
6467,522,3011,8.590622476504648e-06
6438,505,3057,8.304651527594512e-06
6411,482,3107,7.443120000569561e-06
6388,454,3158,1.068909491640438e-05
6357,445,3198,1.0251461275105034e-05
6328,436,3236,7.248982242893098e-06
6308,426,3266,8.93120294372449e-06
6284,415,3301,5.368386339757502e-06
6270,406,3324,7.4638005672488435e-06
6251,390,3359,9.844578713559676e-06
6227,382,3391,1.0089485326945567e-05
6203,379,3418,9.357970885651126e-06
6181,376,3443,1.0757055768019358e-05
6156,369,3475,7.924055848745622e-06
6138,359,3503,5.445777752364148e-06
6126,348,3526,7.036148918684634e-06
6111,332,3557,3.450227024938241e-06
6104,310,3586,1.0041009597091279e-05
6085,307,3608,5.888351502466416e-06
6074,297,3629,6.651965822199606e-06
6062,289,3649,7.99124159920727e-06
6048,285,3667,7.5420031560382435e-06
6035,276,3689,9.005439285328339e-06
6020,265,3715,1.1909985582649031e-05
6001,269,3730,3.7168526435185216e-06
5995,254,3751,2.6268609668161788e-06
5991,237,3772,7.042913174262096e-06
5981,226,3793,8.877670144247344e-06
5969,204,3827,9.854838232830409e-06
5957,199,3844,6.748531983401985e-06
5949,190,3861,3.5388521732975908e-06
5945,180,3875,4.672460517708626e-06
5940,169,3891,9.961548423086885e-06
5930,164,3906,7.1977954180890884e-06
5923,158,3919,5.342827894690725e-06
5918,149,3933,7.93847005268876e-06
5911,143,3946,7.098298419563857e-06
5905,137,3958,1.1125051762393616e-05
5896,133,3971,1.0201895512186164e-05
5888,127,3985,1.3372988702499144e-05
5878,130,3992,5.234642866490434e-06
5874,123,4003,5.536316854486216e-06
5870,117,4013,1.0192344093536597e-05
5863,117,4020,4.373362722330828e-06
5860,111,4029,4.612120653076284e-06
5857,103,4040,4.972889464270618e-06
5854,93,4053,7.347241661799119e-06
5850,88,4062,3.885003885003885e-06
5848,84,4068,1.2214188000781708e-05
5842,80,4078,2.139678192399863e-06
5841,78,4081,6.584752347464212e-06
5838,69,4093,9.929944243363074e-06
5834,68,4098,7.56216096311682e-06
5831,64,4105,2.679643285885783e-06
5830,60,4110,8.576329331046313e-06
5827,57,4116,0.0
5827,54,4119,6.3561072656662156e-06
5825,54,4121,6.358289620092195e-06
5823,48,4129,7.15553265785105e-06
5821,44,4135,7.808717652387126e-06
5819,43,4138,3.1972248088659044e-05
5811,50,4139,1.3766993632765444e-05
5807,51,4142,1.6882937090799813e-05
5802,48,4150,0.0
5802,43,4155,8.016481886759177e-06
5800,40,4160,1.293103448275862e-05
5797,41,4162,4.207390702508026e-06
5796,38,4166,1.3621009044350005e-05
5793,37,4170,9.330925954437088e-06
5791,37,4172,2.333537128909258e-05
5786,41,4173,1.2646168632443323e-05
5783,42,4175,8.234315687194816e-06
5781,40,4179,1.2973533990659056e-05
5778,42,4180,1.2362161894872175e-05
5775,39,4186,8.88000888000888e-06
5773,40,4187,0.0
5773,35,4192,0.0
5773,31,4196,1.1175494375932455e-05
5771,31,4198,0.0
5771,29,4200,5.9751791059937025e-06
5770,29,4201,5.9762146656307895e-06
5769,26,4205,1.3333866688000853e-05
5767,25,4208,0.0
5767,22,4211,1.576367104371266e-05
5765,23,4212,0.0
5765,19,4216,0.0
5765,17,4218,2.040712208560788e-05
5763,15,4222,1.1568049048527965e-05
5762,15,4223,0.0
5762,14,4224,0.0
5762,13,4225,0.0
5762,10,4228,3.4710170079833394e-05
5760,12,4228,0.0
5760,11,4229,1.5782828282828283e-05
5759,12,4229,0.0
5759,12,4229,0.0
5759,12,4229,1.4470104763558489e-05
5758,11,4231,0.0
5758,10,4232,0.0
5758,8,4234,0.0
5758,8,4234,0.0
5758,7,4235,0.0
5758,6,4236,0.0
5758,4,4238,0.0
5758,4,4238,0.0
5758,4,4238,0.0
5758,4,4238,0.0
5758,4,4238,0.0
5758,4,4238,0.0
5758,4,4238,4.341785342132685e-05
5757,5,4238,0.0
5757,4,4239,0.0
5757,4,4239,0.0
5757,3,4240,0.0
5757,3,4240,0.0
5757,3,4240,0.0
5757,3,4240,0.0
5757,3,4240,0.0
5757,3,4240,0.0
5757,2,4241,0.0
5757,1,4242,0.0
5757,1,4242,0.0
5757,1,4242,0.0
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
5757,0,4243,
