S,I,R,Beta
9950,50,0,1.608040201005025e-05
9942,57,1,2.294006994956714e-05
9929,69,2,1.751566557339721e-05
9917,76,7,2.9189642453415985e-05
9895,92,13,2.0871322802469407e-05
9876,101,23,2.2055668507312456e-05
9854,118,28,1.5480248922402673e-05
9836,128,36,1.9856903212688084e-05
9811,145,44,1.8979400321243923e-05
9784,156,60,1.7034614336331426e-05
9758,171,71,2.4571232001572558e-05
9717,200,83,1.9553360090562932e-05
9679,220,101,2.2072152457522848e-05
9632,241,127,1.895479797631684e-05
9588,271,141,1.808841617827943e-05
9541,304,155,1.8617710821440982e-05
9487,322,191,2.062318687815363e-05
9424,358,218,1.9266155115668067e-05
9359,396,245,2.158566107705973e-05
9279,441,280,1.930577885499136e-05
9200,481,319,1.4688601645123384e-05
9135,511,354,1.2853511740076286e-05
9075,531,394,1.6394037965686655e-05
8996,571,433,1.3432706811122126e-05
8927,592,481,1.5327021880175234e-05
8846,627,527,1.658721032330276e-05
8754,672,574,1.5639109196340176e-05
8662,717,621,1.4008186577452229e-05
8575,754,671,1.3765263589331148e-05
8486,784,730,1.427922099785e-05
8391,816,793,1.2268046296101566e-05
8307,834,859,1.1691621783829708e-05
8226,848,926,1.0751689305423668e-05
8151,851,998,1.3839830773469218e-05
8055,868,1077,1.072694350762471e-05
7980,901,1119,9.04035894397481e-06
7915,891,1194,1.276185736072028e-05
7825,918,1257,1.1415286739473923e-05
7743,929,1328,9.453310862257337e-06
7675,926,1399,1.1959955255696808e-05
7590,943,1467,1.0758141607881108e-05
7513,940,1547,1.033669299455412e-05
7440,934,1626,8.058759871980843e-06
7384,916,1700,1.0644991886150629e-05
7312,914,1774,8.379259656498236e-06
7256,888,1856,9.93275524697796e-06
7192,883,1925,1.118015865117527e-05
7121,895,1984,1.004190140264965e-05
7057,887,2056,8.467050154811226e-06
7004,855,2141,1.0019337321029587e-05
6944,856,2200,1.0430574098798398e-05
6882,850,2268,8.205549002512949e-06
6834,833,2333,8.783144513292587e-06
6784,819,2397,7.199299652129841e-06
6744,799,2457,7.608858641510666e-06
6703,785,2512,6.6516466151195724e-06
6668,763,2569,9.041442039246148e-06
6622,742,2636,7.326717036489493e-06
6586,725,2689,8.167795846989958e-06
6547,704,2749,1.0197245094908147e-05
6500,704,2796,7.648601398601399e-06
6465,685,2850,8.129117482683287e-06
6429,681,2890,8.451060025595291e-06
6392,668,2940,7.728597873089865e-06
6359,658,2983,6.93079860485414e-06
6330,639,3031,8.40570895974407e-06
6296,622,3082,6.894593413058666e-06
6269,592,3139,9.969692135906843e-06
6232,594,3174,5.132627083846596e-06
6213,558,3229,8.653378538582819e-06
6183,543,3274,4.765636425427172e-06
6167,513,3320,7.90221233497415e-06
6142,503,3355,9.063172252709727e-06
6114,479,3407,6.829187674955252e-06
6094,465,3441,5.293413934382841e-06
6079,443,3478,8.169336987750078e-06
6057,437,3506,8.689380707836952e-06
6034,425,3541,8.96878472966913e-06
6011,415,3574,8.017429892586482e-06
5991,404,3605,5.784253938663771e-06
5977,381,3642,4.830415103917598e-06
5966,366,3668,3.66374849099359e-06
5958,344,3698,6.8307610638812774e-06
5944,337,3719,8.486726759348378e-06
5927,337,3736,6.508464257767226e-06
5914,331,3755,4.086774482588808e-06
5906,302,3792,7.288580700286834e-06
5893,295,3812,6.902760241251471e-06
5881,283,3836,4.8067592648782714e-06
5873,268,3859,8.894739650970415e-06
5859,257,3884,3.3205756815647615e-06
5854,240,3906,1.1388224575788635e-05
5838,239,3923,6.450308969799653e-06
5829,231,3940,5.1986670617653634e-06
5822,212,3966,7.29179494824446e-06
5813,206,3981,9.185972518910578e-06
5802,201,3997,2.5724531427660045e-06
5799,187,4014,8.299420977063167e-06
5790,182,4028,5.6937880772077665e-06
5784,175,4041,3.951788184153329e-06
5780,171,4049,9.105809506465124e-06
5771,170,4059,7.135066814804244e-06
5764,157,4079,4.420143477857291e-06
5760,150,4090,5.787037037037037e-06
5755,144,4101,7.240081088908196e-06
5749,137,4114,7.61795450303639e-06
5743,132,4125,9.233902669389349e-06
5736,129,4135,8.108721741104733e-06
