S,I,R,Beta
9950,50,0,8.040201005025125e-06
9946,47,7,8.5568452622887e-06
9942,48,10,1.2572922953128143e-05
9936,53,11,5.696837116033178e-06
9933,53,14,9.497596158412306e-06
9928,53,19,7.601903516640567e-06
9924,54,22,7.464134832131607e-06
9920,56,24,9.00057603686636e-06
9915,52,33,2.1335195314015285e-05
9904,60,36,1.6828217555196553e-05
9894,62,44,1.1411282171664808e-05
9887,62,51,8.15668668861359e-06
9882,60,58,1.6865681710854754e-05
9872,67,61,1.9654563487263843e-05
9859,75,66,1.8933630861818304e-05
9845,82,73,9.909697878085942e-06
9837,86,77,1.418469896522621e-05
9825,94,81,2.5986681825564397e-05
9801,115,84,2.5729406493569867e-05
9772,133,95,2.462152105601704e-05
9740,158,102,1.4945546227224288e-05
9717,164,119,1.9452957728095343e-05
9686,177,137,2.508133936685367e-05
9643,205,152,1.618765539516849e-05
9611,223,166,2.0062960369121144e-05
9568,249,183,1.7209305449221635e-05
9527,270,203,1.982669139171711e-05
9476,297,227,1.9897867090775492e-05
9420,327,253,1.6556613880285942e-05
9369,350,281,1.8907338792065017e-05
9307,389,304,1.546780583373821e-05
9251,423,326,2.0188220658785085e-05
9172,463,365,1.7661038054591917e-05
9097,511,392,1.5703764192276887e-05
9024,543,433,1.4489701291746666e-05
8953,569,478,1.2759466198898092e-05
8888,591,521,1.3135831349632426e-05
8819,617,564,1.359963376553827e-05
8745,637,618,1.5617805375217773e-05
8658,679,663,1.4628880608262052e-05
8572,715,713,1.4358017157830504e-05
8484,748,768,1.3866932911778572e-05
8396,782,822,1.1118435401585702e-05
8323,794,883,1.2105691157791329e-05
8243,820,937,1.3315067033965256e-05
8153,835,1012,1.4395347658662804e-05
8055,860,1085,1.0104947093384146e-05
7985,871,1144,1.2796668840183266e-05
7896,889,1215,1.0257076528047976e-05
7824,893,1283,1.1306984338538554e-05
7745,910,1345,1.1067047864982015e-05
7667,923,1410,7.913358894424628e-06
7611,900,1489,1.051110235185915e-05
7539,900,1561,1.0464105171626064e-05
7468,906,1626,9.754644097376178e-06
7402,900,1698,8.70635563961692e-06
7344,877,1779,1.0247352456756172e-05
7278,875,1847,8.165508577709732e-06
7226,851,1923,7.643114058353712e-06
7179,836,1985,6.664840500369566e-06
7139,795,2066,8.809788732456407e-06
7089,773,2138,1.0949310713517306e-05
7029,761,2210,8.973524177758784e-06
6981,751,2268,1.068145590532873e-05
6925,753,2322,9.396829049625804e-06
6876,735,2389,9.101953754160186e-06
6830,731,2439,8.211940160994085e-06
6789,710,2501,1.0580495789585058e-05
6738,703,2559,9.07783163957884e-06
6695,689,2616,8.021062877545467e-06
6658,675,2667,9.56799394768755e-06
6615,667,2718,8.159185713265817e-06
6579,652,2769,7.9263169575625e-06
6545,630,2825,8.730765033286042e-06
6509,617,2874,9.46202652206034e-06
6471,597,2932,7.247901797143136e-06
6443,577,2980,9.414648278154977e-06
6408,564,3028,7.470714797991872e-06
6381,553,3066,6.517994056156203e-06
6358,534,3108,8.541540752574539e-06
6329,527,3144,8.394838014105127e-06
6301,507,3192,6.2605509848316245e-06
6281,487,3232,5.557649663418929e-06
6264,467,3269,1.0939093860160094e-05
6232,455,3313,6.700616456714018e-06
6213,440,3347,7.681840129932839e-06
6192,426,3382,8.340308864383545e-06
6170,414,3416,6.26375089062708e-06
6154,400,3446,5.281117972050699e-06
6141,380,3479,7.713470290283598e-06
6123,364,3513,7.178841083789639e-06
6107,350,3543,5.1463192121453136e-06
6096,332,3572,6.917433513581886e-06
6082,322,3596,4.59557884889941e-06
6073,304,3623,5.958210196989263e-06
6062,297,3641,8.88684491455854e-06
6046,292,3662,7.3636367755880715e-06
6033,275,3692,6.027455057788225e-06
6023,269,3708,5.554914340134812e-06
6014,262,3724,5.077211696880307e-06
6006,251,3743,5.306778215144749e-06
5998,232,3770,5.749042784376402e-06
5990,223,3787,7.486318752479843e-06
5980,212,3808,6.310342651605982e-06
5972,203,3825,5.774072106612467e-06
5965,195,3840,6.018011047348851e-06
5958,188,3854,4.463871211958889e-06
5953,178,3869,6.606054543361199e-06
5946,170,3884,8.903662373122811e-06
5937,162,3901,5.198618415169984e-06
5932,155,3913,9.788354033889456e-06
5923,148,3929,6.8445957353605505e-06
5917,143,3940,5.909250458853298e-06
5912,135,3953,3.758833258156668e-06
5909,129,3962,5.247546444065746e-06
5905,117,3978,1.302677001237543e-05
5896,117,3987,4.348884945899872e-06
5893,113,3994,9.010240137916742e-06
5887,110,4003,7.721173000602252e-06
5882,100,4018,1.0200612036722203e-05
5876,95,4029,3.5828168105764754e-06
5874,93,4033,5.4916691379177784e-06
5871,88,4041,0.0
5871,82,4047,4.1543593770122675e-06
