S,I,R,Beta
9950,50,0,1.2060301507537688e-05
9944,55,1,1.4627367805163461e-05
9936,58,6,8.67621744683214e-06
9931,59,10,1.8773605675773002e-05
9920,63,17,1.6001024065540195e-05
9910,69,21,1.3161935682007633e-05
9901,71,28,1.1380270309870535e-05
9893,72,35,1.4039107337399059e-05
9883,77,40,1.8397063828612955e-05
9869,86,45,2.0029832668421437e-05
9852,94,54,1.5117353858380629e-05
9838,99,63,2.9775288974313166e-05
9809,121,70,2.6961240688893402e-05
9777,143,80,2.5749028510611817e-05
9741,172,87,1.9696177509113957e-05
9708,189,103,2.2345613610549745e-05
9667,219,114,2.597926476791306e-05
9612,258,130,2.0565378548132663e-05
9561,292,147,1.8625896013055322e-05
9509,317,174,2.0900007397939127e-05
9446,364,190,2.0649475445156157e-05
9375,405,220,1.8962962962962963e-05
9303,452,245,1.7598281646704507e-05
9229,487,284,1.7799441676013227e-05
9149,536,315,1.672150777427759e-05
9067,576,357,1.4169209465338284e-05
8993,606,401,1.5964011612992724e-05
8906,647,447,1.7701627612595367e-05
8804,687,509,1.289608336028284e-05
8726,699,575,1.1476399440345183e-05
8656,724,620,1.5158903605968077e-05
8561,750,689,9.8119378577269e-06
8498,756,746,9.80622891660783e-06
8435,761,804,1.15282125740084e-05
8361,776,863,1.1405432931738792e-05
8287,786,927,1.3203180676930144e-05
8201,803,996,1.3059185595779029e-05
8115,837,1048,1.266147987671252e-05
8029,862,1109,8.524782119572928e-06
7970,854,1176,9.109100579162492e-06
7908,839,1253,1.0248971636272438e-05
7840,841,1319,8.341624402436362e-06
7785,826,1389,7.6200428899556945e-06
7736,797,1467,1.0055806482167487e-05
7674,801,1525,8.459584497746334e-06
7622,795,1583,1.006685381112932e-05
7561,781,1658,1.4902269056742252e-05
7473,798,1729,1.0228971331044056e-05
7412,802,1786,8.579468759294424e-06
7361,798,1841,9.363171547943353e-06
7306,775,1919,6.358008883551301e-06
7270,748,1982,8.826839476568419e-06
7222,736,2042,1.0159175466268528e-05
7168,730,2102,9.937622309197652e-06
7116,724,2160,7.76399926707847e-06
7076,704,2220,6.825247957243435e-06
7042,684,2274,9.342441591055174e-06
6997,680,2323,6.515397355169022e-06
6966,656,2378,7.2214869435516065e-06
6933,623,2444,9.029326558097118e-06
6894,618,2488,8.919157693524597e-06
6856,614,2530,7.839254425140346e-06
6823,590,2587,6.707124705321234e-06
6796,567,2637,5.7093445361053755e-06
6774,547,2679,4.587925982180495e-06
6757,521,2722,7.1014717942322984e-06
6732,504,2764,7.368267172188741e-06
6707,484,2809,1.2322145236197041e-05
6667,493,2840,8.518843834684533e-06
6639,475,2886,1.0147374763161858e-05
6607,477,2916,9.201853443666729e-06
6578,466,2956,1.043927149543869e-05
6546,465,2989,8.54170157265867e-06
6520,451,3029,6.801518098839661e-06
6500,430,3070,5.724508050089445e-06
6484,411,3105,9.756375791579798e-06
6458,403,3139,9.990109791306606e-06
6432,395,3173,5.116820958498646e-06
6419,384,3197,9.736719115126966e-06
6395,373,3232,6.707653222712952e-06
6379,362,3259,9.09406642479337e-06
6358,357,3285,9.692458298198172e-06
6336,347,3317,7.277384798998632e-06
6320,333,3347,6.1770631390884556e-06
6307,325,3368,7.317876352282567e-06
6292,324,3384,7.357961903416449e-06
6277,313,3410,4.580849706901966e-06
6268,303,3429,7.898045707570119e-06
6253,301,3446,4.781757912348252e-06
6244,291,3465,6.053921730497016e-06
6233,278,3489,5.7710930565671e-06
6223,263,3514,7.943059263165162e-06
6210,243,3547,5.301418792204264e-06
6202,236,3562,6.832131789089359e-06
6192,225,3583,5.024404249210451e-06
6185,221,3594,5.121133087275082e-06
6178,206,3616,3.92875439627617e-06
6173,195,3632,9.968971575969795e-06
6161,194,3645,5.8565937715961896e-06
6154,192,3654,4.2316650417072905e-06
6149,175,3676,4.646516274423251e-06
6144,170,3686,4.7870710784313725e-06
6139,160,3701,1.2216973448444372e-05
6127,161,3712,7.096174452352737e-06
6120,161,3719,1.0148987131084318e-05
6110,156,3734,3.1474254060178772e-06
6107,148,3745,3.319186224049496e-06
6104,137,3759,8.370722560771445e-06
