S,I,R,Beta
9950,50,0,1.407035175879397e-05
9943,52,5,9.670506502448572e-06
9938,48,14,1.677064466358087e-05
9930,50,20,2.014098690835851e-05
9920,53,27,1.1412051125989044e-05
9914,55,31,3.117721495772736e-05
9897,68,35,3.1203751582475976e-05
9876,84,40,1.9286775058342496e-05
9860,94,46,2.80523067627638e-05
9834,114,52,2.0516004267328886e-05
9811,127,62,1.845911346496019e-05
9788,142,70,2.5901218508435163e-05
9752,171,77,1.858967901021353e-05
9721,189,90,1.7961441683281e-05
9688,208,104,1.7865082893984627e-05
9652,226,122,1.4669801114171394e-05
9620,239,141,1.4787880896667507e-05
9586,258,156,1.1725756392154579e-05
9557,265,178,1.2635211570694996e-05
9525,272,203,1.6597190057125213e-05
9482,290,228,1.3091956447424886e-05
9446,303,251,1.5023734005837595e-05
9403,324,273,1.1488321956612218e-05
9368,333,299,1.4745744890919954e-05
9322,344,334,1.3097299212166268e-05
9280,360,360,1.1374521072796935e-05
9242,366,392,1.566855044031583e-05
9189,390,421,1.367298135172768e-05
9140,412,448,1.59333772386395e-05
9080,436,484,1.6923978498969405e-05
9013,460,527,1.543663982942513e-05
8949,485,566,1.5897646802672186e-05
8880,522,598,1.4885575230402816e-05
8811,535,654,1.5698304052814188e-05
8737,563,700,1.4230734279460314e-05
8667,582,751,1.3282597774788202e-05
8600,594,806,1.2724140631117375e-05
8535,611,854,1.1313768184725071e-05
8476,624,900,1.3991239215401557e-05
8402,651,947,1.2797772163821722e-05
8332,676,992,9.942419189437174e-06
8276,670,1054,1.0640369924182855e-05
8217,674,1109,1.0292044899316716e-05
8160,688,1152,9.084302325581395e-06
8109,684,1207,1.0276647346569656e-05
8052,684,1264,7.807438782417211e-06
8009,667,1324,1.1980524907979272e-05
7945,670,1385,8.45364117111109e-06
7900,650,1450,9.931840311587148e-06
7849,643,1508,9.31263445115989e-06
7802,640,1558,1.1815880543450398e-05
7743,625,1632,8.26553015627018e-06
7703,623,1674,1.1044038834174591e-05
7650,627,1723,1.000719266973137e-05
7602,628,1770,1.0263809222179212e-05
7553,629,1818,7.156633662657759e-06
7519,611,1870,9.359812751504154e-06
7476,604,1920,9.301287298162065e-06
7434,598,1968,1.0572412930555893e-05
7387,591,2022,1.0078527765313235e-05
7343,583,2074,1.0044454888601156e-05
7300,583,2117,9.163749148241265e-06
7261,569,2170,7.261269429644229e-06
7231,555,2214,8.472031705332771e-06
7197,550,2253,9.09469854863769e-06
7161,538,2301,8.046476447963436e-06
7130,533,2337,5.789031889671578e-06
7108,516,2376,1.0633285783460496e-05
7069,514,2417,1.018311441472137e-05
7032,513,2455,9.702235616851507e-06
