S,I,R,Beta
9950,50,0,4.020100502512563e-06
9948,45,7,1.7870705446097486e-05
9940,51,9,1.5780960271432515e-05
9932,55,13,1.4645040823051294e-05
9924,59,17,1.1955266807397236e-05
9917,59,24,1.709100790800936e-05
9907,64,29,1.2617341273846774e-05
9899,67,34,1.2062125979859265e-05
9891,70,39,2.4553345754437657e-05
9874,82,44,1.2350741291492315e-05
9864,88,48,2.0736562707365627e-05
9846,99,55,2.5647496701731923e-05
9821,117,62,2.2627249997171594e-05
9795,136,69,2.5523226135783563e-05
9761,162,77,1.7707151539067666e-05
9733,179,88,2.123743045459007e-05
9696,203,101,2.0830284998943243e-05
9655,221,124,2.0620924145461873e-05
9611,250,139,1.8728540214337738e-05
9566,277,157,2.453031985272751e-05
9501,320,179,1.710346279339017e-05
9449,336,215,2.0158343790474176e-05
9385,379,236,1.9679975484373395e-05
9315,419,266,1.639770585846474e-05
9251,461,288,1.477239606622817e-05
9188,497,315,1.576721977489666e-05
9116,510,374,1.0969723562966214e-05
9065,521,414,1.503324782732515e-05
8994,539,467,1.2789396187852301e-05
8932,566,502,1.4044077039081304e-05
8861,594,545,9.879481722388843e-06
8809,594,597,1.08933586059253e-05
8752,598,650,1.3565938869968757e-05
8681,617,702,1.1948820959426845e-05
8617,612,771,1.2894407695382512e-05
8549,628,823,1.4714724335471873e-05
8470,656,874,1.1878365536902122e-05
8404,660,936,1.2079384997043254e-05
8337,679,984,1.0952471045287937e-05
8275,674,1051,1.0219907303647789e-05
8218,684,1098,1.0851945309042055e-05
8157,681,1162,1.206138633574543e-05
8090,689,1221,6.996758168715162e-06
8051,678,1271,1.0075884232120527e-05
7996,676,1328,1.0360209690644139e-05
7940,681,1379,8.692210669596127e-06
7893,677,1430,8.608491603258575e-06
7847,661,1492,1.2531649645151881e-05
7782,675,1543,1.1803116403476209e-05
7720,681,1599,1.027139302914793e-05
7666,683,1651,1.1459396112743651e-05
7606,694,1700,1.1745618694781383e-05
7544,697,1759,1.007955622566643e-05
7491,699,1810,1.3177472480567525e-05
7422,708,1870,1.1798790281450628e-05
7360,716,1924,6.641668690794268e-06
7325,695,1980,9.232204679942053e-06
7278,686,2036,1.001460530037006e-05
7228,690,2082,9.223390518354548e-06
7182,689,2129,8.891766587893699e-06
7138,679,2183,9.284664087043107e-06
7093,673,2234,7.960467480547655e-06
7055,656,2289,8.210748301671535e-06
7017,652,2331,1.0273035424049044e-05
6970,649,2381,6.85305502561053e-06
6939,624,2437,8.08326035303986e-06
6904,615,2481,6.830021950277441e-06
6875,605,2520,5.289256198347107e-06
6853,581,2566,9.543918728006605e-06
6815,570,2615,6.950612040004634e-06
6788,559,2653,6.324957332891992e-06
6764,543,2693,6.534431553463086e-06
6740,521,2739,7.11938351834238e-06
6715,502,2783,8.899621172792078e-06
6685,485,2830,5.860173183539082e-06
6666,466,2868,9.33569751824968e-06
6637,457,2906,8.572062527261631e-06
6611,455,2934,7.313817629957397e-06
6589,444,2967,6.494580785064926e-06
6570,435,2995,8.747528823107472e-06
6545,423,3032,9.752450303138664e-06
6518,412,3070,7.447635673579065e-06
6498,400,3102,6.155740227762389e-06
6482,381,3137,7.288505783429339e-06
6464,356,3180,9.994854822560907e-06
6441,349,3210,7.562583716689599e-06
6424,333,3243,8.414391976035812e-06
6406,323,3271,6.7661025992466426e-06
6392,312,3296,9.025705208433618e-06
6374,302,3324,7.272923736121703e-06
6360,295,3345,8.527875493017802e-06
6344,283,3373,8.354907561302741e-06
6329,277,3394,7.985703309446574e-06
6315,268,3417,1.2408267451341866e-05
6294,267,3439,8.33086382727025e-06
6280,263,3457,7.870964616986752e-06
6267,253,3480,7.568346902748634e-06
6255,243,3502,9.868648291243548e-06
6240,232,3528,2.7630415561450044e-06
6236,210,3554,8.399767860960934e-06
6225,208,3567,1.0812480691998764e-05
6211,199,3590,6.4725495129811025e-06
6203,188,3609,5.145073934712442e-06
6197,179,3624,9.916494104644255e-06
6186,175,3639,4.618724308346035e-06
6181,169,3650,8.615828809225447e-06
6172,166,3662,1.1712436264825993e-05
6160,167,3673,5.832490862430982e-06
6154,151,3695,5.380660185482118e-06
6149,141,3710,3.4601716937194423e-06
6146,134,3720,9.713877731420994e-06
6138,135,3727,4.827244970614146e-06
6134,130,3736,5.016177171377693e-06
6130,127,3743,1.2845050159920874e-05
6120,125,3755,2.6143790849673204e-06
6118,115,3767,2.8426453657773923e-06
6116,111,3773,4.419069167270606e-06
6113,106,3781,1.2346098169999599e-05
6105,103,3792,3.1805857048575496e-06
6103,93,3804,1.761869272823695e-06
6102,87,3811,1.130211688649284e-05
6096,85,3819,3.85981164119191e-06
6094,76,3830,6.477467051284266e-06
6091,75,3834,2.189022054397198e-06
6090,68,3842,1.2073795035255482e-05
6085,69,3846,2.3817179331451778e-06
6084,67,3849,4.906434297938316e-06
6082,61,3857,1.0781613037126485e-05
6078,60,3862,0.0
6078,56,3866,2.937996521412119e-06
6077,53,3870,3.1048090387200736e-06
6076,46,3878,1.0733606205455534e-05
6073,45,3882,1.0977550908392337e-05
6070,47,3883,7.010410459532406e-06
6068,44,3888,7.490861149397735e-06
6066,43,3891,3.833797222797292e-06
6065,41,3894,8.042949349526472e-06
6063,38,3899,8.680781617576846e-06
6061,38,3901,8.683646089319984e-06
6059,39,3902,1.2695672045399724e-05
6056,40,3904,8.256274768824306e-06
6054,39,3907,1.270615740387792e-05
6051,41,3908,8.061558057325739e-06
6049,37,3914,4.468015709543235e-06
6048,33,3919,1.5031265031265032e-05
6045,33,3922,2.005163295485876e-05
6041,34,3925,0.0
6041,32,3927,1.034596921039563e-05
6039,33,3928,0.0
6039,31,3930,5.341623533056637e-06
6038,28,3934,1.1829839587375195e-05
6036,25,3939,6.626905235255136e-06
6035,23,3942,0.0
6035,23,3942,7.20435142826267e-06
6034,23,3943,7.205545387730398e-06
6033,23,3944,1.441347948601532e-05
6031,22,3947,7.536817352768273e-06
6030,23,3947,7.210325185665873e-06
6029,22,3949,0.0
6029,20,3951,0.0
6029,15,3956,1.105766572676508e-05
6028,16,3956,0.0
6028,14,3958,1.1849464404208929e-05
6027,15,3958,0.0
6027,15,3958,0.0
6027,12,3961,0.0
6027,9,3964,0.0
6027,8,3965,0.0
6027,8,3965,2.074000331840053e-05
6026,9,3965,1.8438617841206624e-05
6025,10,3965,0.0
6025,10,3965,0.0
6025,9,3966,0.0
6025,8,3967,2.074688796680498e-05
6024,8,3968,0.0
6024,8,3968,0.0
6024,8,3968,0.0
6024,8,3968,0.0
6024,8,3968,4.150066401062417e-05
6022,10,3968,0.0
6022,8,3970,0.0
6022,6,3972,0.0
6022,5,3973,0.0
6022,5,3973,0.0
6022,5,3973,0.0
6022,5,3973,0.0
6022,5,3973,0.0
6022,4,3974,0.0
6022,4,3974,0.0
6022,4,3974,0.0
6022,4,3974,0.0
6022,3,3975,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,2,3976,0.0
6022,1,3977,0.0
6022,1,3977,0.0
6022,1,3977,0.0
6022,1,3977,0.0
6022,1,3977,0.0
6022,1,3977,0.0
