S,I,R,Beta
9950,50,0,8.040201005025125e-06
9946,50,4,2.010858636637844e-06
9945,46,9,1.0929678448860034e-05
9940,49,11,1.8478216236192667e-05
9931,52,17,5.80931504302766e-06
9928,53,19,2.090523467076156e-05
9917,59,24,1.5381907117208423e-05
9908,57,35,2.12481142298621e-05
9896,65,39,1.2437037497668056e-05
9888,70,42,1.5892279241793804e-05
9877,76,47,2.3979154122016593e-05
9859,82,59,1.1132579121713725e-05
9850,84,66,9.6688421561518e-06
9842,84,74,9.676701406024714e-06
9834,87,79,1.4025933951877021e-05
9822,94,84,1.0831091297434765e-05
9812,96,92,9.554626987362413e-06
9803,102,95,1.1001034097205137e-05
9792,101,107,8.089044198537501e-06
9784,102,114,1.2024433649175124e-05
9772,108,120,1.8003062415669865e-05
9753,122,125,1.6808615423921685e-05
9733,130,137,1.6596985671269036e-05
9712,140,148,2.059308072487644e-05
9684,157,159,1.1839083181398433e-05
9666,166,168,1.745031024158708e-05
9638,181,181,1.9490070955323026e-05
9604,202,194,1.4948391965393958e-05
9575,213,212,1.4219345664938281e-05
9546,228,226,1.332421773058248e-05
9517,243,240,1.7728725421392346e-05
9476,269,255,1.883058903651722e-05
9428,297,275,1.749927503003447e-05
9379,318,303,1.7099622400103e-05
9328,341,331,1.886289442312239e-05
9268,374,358,1.759836040980523e-05
9207,400,393,1.3576626479852287e-05
9157,416,427,1.2338186003141774e-05
9110,438,452,1.4034454586008652e-05
9054,468,478,1.6284062009708134e-05
8985,509,506,1.377541482037843e-05
8922,528,550,1.4222589037652925e-05
8855,554,591,1.508458579562017e-05
8781,573,646,1.3713568860897309e-05
8712,603,685,1.3134511099232945e-05
8643,633,724,1.2611910139591912e-05
8574,655,771,1.4423153969839583e-05
8493,689,818,1.3158621024366177e-05
8416,706,878,1.0266428979200552e-05
8355,705,940,1.0016510264800879e-05
8296,708,996,9.534238813613803e-06
8240,706,1054,1.0485711928270854e-05
8179,716,1105,9.391813480633397e-06
8124,722,1154,9.376819955509546e-06
8069,719,1212,1.2410346022854687e-05
7997,732,1271,1.4520472499591719e-05
7912,757,1331,9.683800537751462e-06
7854,746,1400,8.704432296925594e-06
