S,I,R,Beta
9950,50,0,1.0050251256281408e-05
9945,49,6,4.104205784878054e-06
9943,47,10,8.55942703195448e-06
9939,50,11,1.4085924137237146e-05
9932,52,16,3.0979894048762353e-05
9916,66,18,1.9863825833975087e-05
9903,77,20,1.311422093003432e-05
9893,79,28,1.9192703701760737e-05
9878,87,35,1.0472593223534012e-05
9869,87,44,1.514087418748828e-05
9856,94,50,1.4031845813760707e-05
9843,100,57,1.3207355481052525e-05
9830,103,67,1.7777953362502345e-05
9812,117,71,1.9163696293741136e-05
9790,130,80,2.3571933684293236e-05
9760,146,94,2.5965641140803953e-05
9723,176,101,1.0518639028358251e-05
9705,172,123,1.7972035512742175e-05
9675,187,138,1.602896267738949e-05
9646,206,148,1.4594308421016609e-05
9617,211,172,1.6755478918404268e-05
9583,236,181,1.2822848370260188e-05
9554,247,199,1.7797831885070075e-05
9512,271,217,1.900881077776295e-05
9463,294,243,1.6534141924761028e-05
9417,322,261,1.5499918542981275e-05
9370,346,284,1.3880235162028611e-05
9325,363,312,1.6543696777671918e-05
9269,388,343,1.6961537905422464e-05
9208,410,382,1.6687503973215233e-05
9145,432,423,1.2149930137901706e-05
9097,445,458,1.1363173190816085e-05
9051,460,489,1.1769057466626315e-05
9002,470,528,1.418124577517053e-05
8942,493,565,1.2022486132175667e-05
8889,504,607,1.450874721208842e-05
8824,518,658,1.0501370428840964e-05
8776,527,697,1.1027141470873644e-05
8725,542,733,1.0996098499666945e-05
8673,554,773,1.3528020276213037e-05
8608,583,809,9.564679551352764e-06
8560,581,859,1.0455708012289478e-05
8508,585,907,9.242181315524051e-06
8462,586,952,1.1494874092812437e-05
8405,595,1000,1.2397582471418073e-05
8343,609,1048,1.3777121986771208e-05
8273,636,1091,1.5394474865954036e-05
8192,667,1141,1.244494940029985e-05
8124,681,1195,9.941356839761956e-06
8069,681,1250,1.0555071174846756e-05
8011,681,1308,1.0814791922486904e-05
7952,682,1366,9.588321719171333e-06
7900,689,1411,8.083628814462347e-06
7856,684,1460,9.11881706983004e-06
7807,666,1527,8.654741586725703e-06
7762,651,1587,7.520192706917113e-06
7724,628,1648,7.6278090953171026e-06
7687,606,1707,8.37211339190378e-06
7648,583,1769,7.625397417771302e-06
7614,573,1813,1.3064938244099804e-05
7557,571,1872,1.0196876186980119e-05
7513,573,1914,9.523922350764201e-06
7472,565,1963,7.106175740463512e-06
7442,537,2021,1.0259351398800006e-05
7401,530,2069,6.883312555926915e-06
7374,511,2115,6.900003556155679e-06
7348,499,2153,6.272752363736728e-06
7325,480,2195,7.679180887372013e-06
7298,465,2237,8.84024788055057e-06
7268,461,2271,6.864548724566847e-06
7245,449,2306,6.148161469164665e-06
7225,440,2335,7.234979553318654e-06
7202,420,2378,9.587283955515002e-06
7173,409,2418,6.817197197995608e-06
7153,400,2447,6.291066685306864e-06
7135,385,2480,8.372846494780623e-06
7112,368,2520,6.87753704699956e-06
7094,355,2551,9.529973752863956e-06
7070,360,2570,8.643721515008643e-06
7048,351,2601,6.467656864932688e-06
7032,331,2637,1.1599971128960746e-05
7005,334,2661,8.5482140643766e-06
6985,324,2691,6.627959383864896e-06
6970,320,2710,5.380200860832138e-06
6958,308,2734,6.066081087639007e-06
6945,303,2752,4.752095079918359e-06
6935,287,2778,1.0550934636959924e-05
6914,283,2803,6.643968145750262e-06
6901,273,2826,7.961897543117655e-06
6886,265,2849,8.76813222343393e-06
6870,264,2866,8.270477702792114e-06
6855,261,2884,7.824922938482133e-06
6841,254,2905,6.906021705626221e-06
6829,236,2935,8.066297519799659e-06
6816,232,2952,7.588635259834871e-06
6804,226,2970,5.8528819590766495e-06
6795,221,2984,6.659141836391544e-06
6785,217,2998,1.086701825998662e-05
6769,217,3014,1.2254292917086774e-05
6751,219,3030,6.087378227071382e-06
6742,214,3044,9.703435293334848e-06
6728,210,3062,6.369967725496857e-06
6719,203,3078,6.598448484812938e-06
6710,194,3096,9.218430715811145e-06
6698,195,3107,3.828161487164174e-06
6693,186,3121,6.426229297500679e-06
6685,184,3131,5.690871841566128e-06
6678,176,3146,5.1049579351466144e-06
6672,164,3164,1.0052933263145581e-05
6661,160,3179,1.1259570635039783e-05
6649,162,3189,4.6419307461068125e-06
6644,151,3205,7.974131916064288e-06
6636,152,3212,6.939817899178326e-06
