S,I,R,Beta
9950,50,0,4.020100502512563e-06
9948,48,4,1.2565339766787294e-05
9942,52,6,1.354007087259954e-05
9935,54,11,1.4911741132173945e-05
9927,60,13,1.678922803129512e-05
9917,68,15,1.0380273920599802e-05
9910,67,23,2.108528999804208e-05
9896,77,27,1.8372896303373263e-05
9882,88,30,2.1848724034516385e-05
9863,98,39,8.276655486284548e-06
9855,97,48,1.7783635916667976e-05
9838,102,60,1.594457665155918e-05
9822,107,71,2.569094365690601e-05
9795,127,78,2.09009095915078e-05
9769,144,87,1.9193366772443445e-05
9742,151,107,1.0876643902757366e-05
9726,152,122,2.029286665151466e-05
9696,174,130,1.481829217404499e-05
9671,183,146,2.0341361955889757e-05
9635,201,164,2.117074203450831e-05
9594,227,179,1.6530155135505946e-05
9558,247,195,2.1179028018159744e-05
9508,279,213,1.696364351920963e-05
9463,302,235,1.6446067745202123e-05
9416,327,257,1.9811421251873967e-05
9355,361,284,1.3324825185696244e-05
9310,369,321,1.6592002654720424e-05
9253,398,349,1.1404694498103833e-05
9211,405,384,1.6888020362127408e-05
9148,433,419,1.2875263437988186e-05
9097,443,460,1.3399600146006013e-05
9043,466,491,1.1153197954076352e-05
8996,488,516,1.5261792126190875e-05
8929,505,566,1.2862748924685278e-05
8871,521,608,1.4280178398374136e-05
8805,546,649,1.5392519651463432e-05
8731,576,693,1.2726046399165171e-05
8667,592,741,1.4617421159477235e-05
8592,614,794,1.232113503054125e-05
8527,634,839,8.693853889241781e-06
8480,618,902,1.5074494718202358e-05
8401,647,952,1.0670695528812993e-05
8343,656,1001,1.3520901120553816e-05
8269,679,1052,1.0508222149515615e-05
8210,683,1107,1.1413428255011654e-05
8146,696,1158,1.1111863660607702e-05
8083,702,1215,1.216016309422223e-05
8014,699,1287,1.142492769270372e-05
7950,702,1348,1.1109319285419914e-05
7888,711,1401,1.0698299398327641e-05
7828,719,1453,8.705954090838991e-06
7779,712,1509,8.12472646754226e-06
7734,709,1557,1.2401051463269363e-05
7666,722,1612,1.029837834868936e-05
7609,717,1674,8.981509637801377e-06
7560,708,1732,1.0836098406719875e-05
7502,712,1786,5.803695793481289e-06
7471,692,1837,5.996210395030341e-06
7440,670,1890,1.1234151821537473e-05
7384,671,1945,1.029333169716453e-05
7333,672,1995,1.1161221613969467e-05
7278,673,2049,8.98308607388915e-06
7234,667,2099,1.0777027853228486e-05
7182,675,2143,8.45735738523263e-06
7141,665,2194,9.2655669421418e-06
7097,668,2235,9.70301189926755e-06
7051,657,2292,9.066365145265835e-06
7009,646,2345,7.950856638545665e-06
6973,632,2395,8.168940960340699e-06
6937,617,2446,9.812788352874411e-06
6895,604,2501,8.16408857555864e-06
6861,590,2549,7.164049318303652e-06
6832,578,2590,7.343824704423718e-06
6803,554,2643,6.367969960163041e-06
6779,537,2684,8.790428761403864e-06
6747,532,2721,7.522140165888264e-06
6720,517,2763,6.332320162107396e-06
6698,498,2804,7.794690256996934e-06
6672,480,2848,9.055255795363709e-06
6643,478,2879,1.0707467576843401e-05
6609,458,2933,5.6162662929537e-06
6592,449,2959,5.743615802106082e-06
6575,422,3003,6.8477105220478255e-06
6556,409,3035,7.0858401046615876e-06
6537,394,3069,6.2121978056964305e-06
6521,379,3100,7.687766618827179e-06
6502,367,3131,9.638618844589424e-06
6479,368,3153,8.388304690068918e-06
6459,352,3189,1.0556095089304564e-05
6435,355,3210,7.441697582542653e-06
6418,346,3236,5.854199802938628e-06
6405,340,3255,5.0512008081921295e-06
6394,321,3285,5.359385794899229e-06
6383,302,3315,3.1125724062155997e-06
6377,285,3338,4.952006800756006e-06
6368,271,3361,6.953587123810936e-06
6356,261,3383,6.028032763563677e-06
6346,258,3396,5.496962012327853e-06
6337,244,3419,8.407556970899505e-06
6324,239,3437,4.631357199378604e-06
6317,229,3454,7.604073848000094e-06
6306,225,3469,6.343165239454488e-06
6297,220,3483,5.77475565565132e-06
6289,208,3503,3.82230267744658e-06
6284,195,3521,4.896440287910689e-06
6278,185,3537,6.888060408289781e-06
6270,177,3553,1.0812856486362285e-05
6258,172,3570,7.4323470608783545e-06
6250,163,3587,2.9447852760736196e-06
6247,155,3598,6.196522718001415e-06
6241,148,3611,2.165280165600627e-06
6239,144,3617,6.67842068707592e-06
6233,135,3632,7.130506087669572e-06
6227,128,3645,5.01846796210053e-06
6223,126,3651,3.826052355700435e-06
6220,119,3661,0.0
6220,110,3670,4.3846828412744815e-06
6217,107,3676,3.006528677022154e-06
6215,96,3689,8.380262805041566e-06
6210,91,3699,3.5391339739165824e-06
6208,84,3708,1.917648502700049e-06
6207,83,3710,1.941065373140702e-06
6206,77,3717,4.185308729298417e-06
6204,74,3722,0.0
6204,64,3732,2.5185364281108962e-06
6203,62,3735,7.800595965531766e-06
6200,60,3740,0.0
6200,55,3745,2.932551319648094e-06
6199,53,3748,9.131113661059147e-06
6196,53,3751,3.0451782647356176e-06
6195,49,3756,9.882887779809261e-06
6192,45,3763,1.4355440712029859e-05
6188,45,3767,0.0
6188,43,3769,1.1274635077644654e-05
6185,43,3772,7.520069184636499e-06
6183,43,3774,0.0
6183,37,3780,8.742366820969442e-06
6181,36,3783,4.494058854194755e-06
6180,35,3785,1.849283402681461e-05
6176,38,3786,2.1304881374420507e-05
6171,38,3791,0.0
6171,34,3795,0.0
6171,32,3797,5.064009074704262e-06
6170,30,3800,0.0
6170,26,3804,1.2467273407305823e-05
6168,24,3808,2.0265888456549934e-05
6165,24,3811,6.758583400919167e-06
6164,25,3811,0.0
6164,24,3812,0.0
6164,22,3814,7.374196212612825e-06
6163,23,3814,0.0
6163,22,3815,7.3753927396633875e-06
6162,22,3816,0.0
6162,20,3818,2.4342745861733204e-05
6159,23,3818,0.0
6159,20,3821,8.118201006656924e-06
6158,21,3821,2.3198626641302833e-05
6155,22,3823,7.384978952809985e-06
6154,21,3825,1.547580358110095e-05
6152,20,3828,8.12743823146944e-06
6151,21,3828,0.0
