S,I,R,Beta
9950,50,0,8.040201005025125e-06
9946,49,5,2.0518965679978005e-05
9936,57,7,1.059411814560556e-05
9930,63,7,1.278792819578318e-05
9922,67,11,1.353843561872155e-05
9913,70,17,1.7293308930552955e-05
9901,76,23,1.5947352473700158e-05
9889,83,28,1.4620114597331586e-05
9877,87,36,1.5128610646585182e-05
9864,93,43,3.488301110151828e-05
9832,116,52,1.9289582222721025e-05
9810,132,58,2.2395205881444412e-05
9781,155,64,2.0447806972702178e-05
9750,173,77,1.6007114273010228e-05
9723,183,94,1.46124141450417e-05
9697,193,110,1.60297426531682e-05
9667,212,121,1.7078135887311628e-05
9632,229,139,1.6321142044712674e-05
9596,254,150,1.682131334250163e-05
9555,279,166,2.1006472619375844e-05
9499,326,175,1.8083918423443992e-05
9443,354,203,2.273528174697905e-05
9367,409,224,1.8532521835095532e-05
9296,450,254,1.960221839739912e-05
9214,493,293,1.6730867702424788e-05
9138,526,336,1.3939201778891804e-05
9071,552,377,1.4379316790728216e-05
8999,584,417,1.046539417621745e-05
8944,589,467,1.4426683593975417e-05
8868,615,517,1.3018398113615777e-05
8797,635,568,1.2710131138120637e-05
8726,659,615,9.912295315449233e-06
8669,666,665,1.3163469156086528e-05
8593,683,724,1.3801284337297255e-05
8512,718,770,1.0799107797348524e-05
8446,727,827,1.1074482080673693e-05
8378,738,884,1.342398241361263e-05
8295,764,941,1.1676749697824653e-05
8221,771,1008,1.1674887207179236e-05
8147,782,1071,1.098736547148198e-05
8077,777,1146,9.241806938971728e-06
8019,762,1219,1.3255918767729791e-05
7938,778,1284,1.1172706729078378e-05
7869,780,1351,1.059007921379252e-05
7804,793,1403,1.0826407125908853e-05
7737,790,1473,1.1288842206526915e-05
7668,799,1533,7.344861828459283e-06
7623,769,1608,1.125878889207888e-05
7557,776,1667,1.0913620061416397e-05
7493,769,1738,9.892197607233592e-06
7436,766,1798,8.075876724199681e-06
7390,754,1856,1.0229609874983399e-05
7333,753,1914,1.104722434866199e-05
7272,747,1981,9.572577070290696e-06
7220,738,2042,8.820725326366836e-06
7173,733,2094,7.797924953150637e-06
7132,705,2163,9.944193187829898e-06
7082,692,2226,8.97822861181894e-06
7038,683,2279,9.98553345840214e-06
6990,681,2329,9.45340417084192e-06
6945,671,2384,9.227279701379479e-06
6902,651,2447,8.012103617865389e-06
6866,621,2513,8.677733826228616e-06
6829,609,2562,7.93486485843119e-06
6796,606,2598,4.856283156273249e-06
6776,574,2650,9.255869249534122e-06
6740,558,2702,1.3028727013603054e-05
6691,553,2756,7.297054719532296e-06
6664,533,2803,7.320001171200187e-06
6638,512,2850,8.238550768303706e-06
6610,491,2899,8.935421551620547e-06
6581,490,2929,7.442575875510514e-06
6557,472,2971,8.077794981686023e-06
6532,460,3008,6.989003967091775e-06
6511,446,3043,6.8872752768168114e-06
6491,422,3087,8.761675845739014e-06
6467,411,3122,1.0158254315282868e-05
6440,409,3151,6.454160275782472e-06
6423,392,3185,8.340561820244212e-06
6402,381,3217,3.279814952840361e-06
6394,360,3246,7.385396031001286e-06
6377,346,3277,6.34505688343496e-06
6363,338,3299,8.834357653854988e-06
6344,326,3330,5.802303901469144e-06
6332,315,3353,5.013586820282967e-06
6322,295,3383,6.970546758963855e-06
6309,288,3403,7.154682023916451e-06
6296,278,3426,2.285338184344519e-06
6292,264,3444,9.030225972374733e-06
6277,256,3467,6.223116138282619e-06
6267,245,3488,3.907738298766132e-06
6261,230,3509,7.638729748685791e-06
6250,224,3526,6.428571428571429e-06
6241,220,3539,9.468179633217287e-06
6228,217,3555,1.1098976230432506e-05
6213,205,3582,4.710814853199232e-06
6207,204,3589,9.47696623356931e-06
6195,192,3613,8.407317729351627e-06
6185,190,3625,5.105731183253202e-06
6179,181,3640,7.153082218421154e-06
6171,165,3664,3.928443403406943e-06
6167,155,3678,7.32305664384314e-06
6160,152,3688,3.2040328092959673e-06
6157,142,3701,6.862680059568063e-06
6151,131,3718,4.964127970254945e-06
6147,123,3730,9.258267302048326e-06
6140,121,3739,2.692007429940507e-06
6138,115,3747,8.500148752603171e-06
6132,112,3756,1.0192433137638617e-05
6125,111,3764,7.354293068578783e-06
6120,108,3772,6.051803437424352e-06
6116,105,3779,1.0900370612600829e-05
6109,103,3788,4.767754721269112e-06
6106,102,3792,0.0
6106,91,3803,3.599414015398293e-06
6104,88,3808,9.308352198260456e-06
6099,83,3818,9.877187056143907e-06
6094,84,3822,7.814087236469908e-06
6090,80,3830,4.105090311986864e-06
6088,78,3834,6.317598301829576e-06
6085,76,3839,6.487047528434892e-06
6082,74,3844,6.6656594114667116e-06
6079,70,3851,7.050031725142763e-06
6076,70,3854,4.702341766199568e-06
6074,65,3861,2.5328639092221574e-06
6073,60,3867,5.4887754541961686e-06
6071,59,3870,1.1167288777712324e-05
6067,62,3871,7.97545686075384e-06
6064,58,3878,8.529706123191701e-06
6061,56,3883,5.89247413203856e-06
6059,51,3890,6.472303395693976e-06
6057,50,3893,1.650982334489021e-05
6052,50,3898,0.0
6052,45,3903,0.0
6052,42,3906,0.0
6052,40,3908,8.261731658955718e-06
6050,38,3912,1.3049151805132666e-05
6047,40,3913,4.134281461881925e-06
6046,38,3916,4.352595017149224e-06
6045,36,3919,4.595165885488466e-06
