S,I,R,Beta
9950,50,0,1.407035175879397e-05
9943,53,4,7.590435292487936e-06
9939,55,6,7.317363188175141e-06
9935,52,13,1.161395222794317e-05
9929,54,17,9.325470096947587e-06
9924,56,20,3.5987792940634536e-06
9922,52,26,1.1629169057106972e-05
9916,53,31,7.6111030771689745e-06
9912,54,34,1.6814635458703255e-05
9903,60,37,1.1780941802147497e-05
9896,66,38,1.8372896303373263e-05
9884,73,43,2.0789098750990946e-05
9869,85,46,3.3378433955404025e-05
9841,110,49,2.5865811863169856e-05
9813,126,61,2.3454471635456044e-05
9784,146,70,3.0102263690229507e-05
9741,178,81,2.595308374541063e-05
9696,217,87,1.9486395644172714e-05
9655,240,105,2.416709822199206e-05
9599,277,124,1.767632985234999e-05
9552,302,146,1.9066080956659677e-05
9497,333,170,2.2766791219986964e-05
9425,381,194,1.3645509165465723e-05
9376,389,235,1.754739991401774e-05
9312,424,264,1.8489026129806135e-05
9239,476,285,1.5689791448563406e-05
9170,510,320,1.4753993200333569e-05
9101,542,357,1.3379982168132857e-05
9035,563,402,1.671022793733861e-05
8950,616,434,1.6324457665239787e-05
8860,647,493,1.447905073250041e-05
8777,673,550,1.4220606640921725e-05
8693,695,612,1.4731111694102672e-05
8604,736,660,1.4528126452812645e-05
8512,758,730,1.4413920685619061e-05
8419,782,799,1.199940823171556e-05
8340,806,854,1.2496206508738419e-05
8256,836,908,1.4053864841808539e-05
8159,865,976,1.1477095048058564e-05
8078,863,1059,1.3770718117129713e-05
7982,883,1135,1.177621335433945e-05
7899,895,1206,1.1598950719311758e-05
7817,909,1274,1.266597172701791e-05
7727,941,1332,1.0177267367953738e-05
7653,932,1415,1.317893232702371e-05
7559,953,1488,1.01336433210198e-05
7486,954,1560,1.0501783622930518e-05
7411,954,1635,7.920686768803922e-06
7355,923,1722,1.1784349352928741e-05
7275,939,1786,9.075971000808786e-06
7213,928,1859,1.090583572763736e-05
7140,913,1947,8.590511779739278e-06
7084,890,2026,7.771905671270595e-06
7035,857,2108,1.1444693518571504e-05
6966,861,2173,8.336492864128839e-06
6916,839,2245,8.272262208652648e-06
6868,817,2315,9.80190178280554e-06
6813,797,2390,8.28735234009968e-06
6768,779,2453,7.586861982841553e-06
6728,757,2515,1.2173342108611344e-05
6666,763,2571,8.257706504595413e-06
6624,742,2634,8.341797205620011e-06
6583,738,2679,7.821740073697258e-06
6545,735,2720,6.859886811867604e-06
6512,711,2777,4.967568258707499e-06
6489,685,2826,5.8493148989924555e-06
6463,660,2877,7.970780058046033e-06
6429,645,2926,8.440436442910697e-06
6394,635,2971,7.881404564811007e-06
6362,612,3026,8.218733369906696e-06
6330,601,3069,6.045742614336821e-06
6307,587,3106,7.022834205200192e-06
6281,565,3154,7.326492455826182e-06
6255,534,3211,5.388947269150971e-06
6237,509,3254,1.0394902339892517e-05
6204,498,3298,8.73901796742094e-06
6177,485,3338,5.006934604427132e-06
6162,466,3372,5.9202672338979175e-06
6145,445,3410,8.41096716980097e-06
6122,434,3444,1.0538407225131994e-05
6094,424,3482,7.353350960734654e-06
6075,403,3522,5.309969467675561e-06
6062,382,3556,7.341243451179004e-06
6045,369,3586,5.8280152694000055e-06
6032,345,3623,5.285818629146965e-06
6021,329,3650,6.562643715587137e-06
6008,322,3670,8.787455235669212e-06
5991,313,3696,3.7329689955593665e-06
5984,296,3720,5.645685792744617e-06
5974,281,3745,4.1699082739319975e-06
5967,266,3767,8.820442256974764e-06
5953,256,3791,1.049890811355619e-05
5937,259,3804,6.503290990405695e-06
5927,251,3822,6.0497003045688005e-06
5918,241,3841,6.310307255871741e-06
5909,223,3868,9.10672858230244e-06
5897,215,3888,8.676071001810144e-06
5886,207,3907,5.745230227790171e-06
5879,195,3926,9.595212861074403e-06
5868,194,3938,5.270592203740013e-06
5862,187,3951,5.473483708175742e-06
5856,179,3965,9.539945660469518e-07
5855,166,3979,7.202164764952208e-06
5848,164,3988,8.341396683460679e-06
5840,157,4003,3.2719657970508682e-06
5837,147,4016,3.496344571750235e-06
5834,133,4033,9.021525359507786e-06
5827,132,4041,3.900338549386087e-06
5824,124,4052,6.923520028358738e-06
5819,123,4058,9.78012873443737e-06
5812,118,4070,5.8324681838860566e-06
5808,117,4075,4.414777142049869e-06
5805,106,4089,1.1376009620853851e-05
5798,105,4097,6.570410157854104e-06
5794,100,4106,5.177770107007249e-06
5791,95,4114,5.4531078170300555e-06
5788,92,4120,7.511793515819837e-06
5784,91,4125,7.599592661833326e-06
5780,88,4132,1.1796162315193457e-05
5774,89,4137,9.729784426896238e-06
5769,86,4145,8.062337997395865e-06
5765,82,4153,8.461489645252047e-06
5761,74,4165,9.38275543378824e-06
5757,73,4170,4.7589474160105264e-06
5755,75,4170,9.26730379380249e-06
5751,71,4178,0.0
5751,65,4184,0.0
5751,58,4191,5.995958723820145e-06
5749,59,4192,2.9481914319660605e-06
5748,53,4199,6.565039849791888e-06
5746,47,4207,3.7028534188445617e-06
5745,42,4213,2.0721952836835343e-05
5740,43,4217,8.103071063933231e-06
5738,39,4223,1.787453861347204e-05
5734,35,4231,4.982809307887787e-06
5733,33,4234,0.0
5733,29,4238,0.0
5733,27,4240,0.0
5733,23,4244,0.0
5733,21,4246,0.0
5733,20,4247,1.7442874585731727e-05
5731,22,4247,1.5862692533430624e-05
5729,22,4249,7.934115108141989e-06
5728,22,4250,7.935500253936007e-06
5727,21,4252,0.0
5727,19,4254,9.190078391368678e-06
5726,19,4255,9.191683364891447e-06
5725,19,4256,0.0
5725,15,4260,0.0
5725,13,4262,0.0
5725,12,4263,0.0
5725,10,4265,0.0
5725,9,4266,0.0
5725,6,4269,0.0
5725,6,4269,0.0
5725,6,4269,0.0
5725,6,4269,0.0
5725,5,4270,0.0
5725,4,4271,0.0
5725,4,4271,0.0
5725,4,4271,4.3668122270742355e-05
5724,5,4271,0.0
5724,5,4271,0.0
5724,5,4271,0.0
5724,5,4271,0.0
5724,4,4272,0.0
5724,3,4273,5.8234334963894714e-05
5723,4,4273,0.0
5723,4,4273,0.0
5723,3,4274,0.0
5723,3,4274,0.0
5723,2,4275,0.0
5723,1,4276,0.0
5723,1,4276,0.0
5723,1,4276,0.0
5723,1,4276,0.0
5723,1,4276,0.0
5723,1,4276,0.0
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
5723,0,4277,
