S,I,R,Beta
9950,50,0,1.608040201005025e-05
9942,55,3,7.315155172729102e-06
9938,57,5,7.061324068876155e-06
9934,60,6,6.7109589960405345e-06
9930,61,9,1.155630396381226e-05
9923,64,13,1.7320870704424065e-05
9912,70,18,1.8736308082555057e-05
9899,76,25,1.8609003567611827e-05
9885,86,29,2.235004881721189e-05
9866,99,35,3.4809886826915e-05
9832,124,44,3.444972308984488e-05
9790,153,57,1.73579816673009e-05
9764,165,71,2.6690501905577694e-05
9721,195,84,1.582616539925459e-05
9691,211,98,2.4941302356561836e-05
9640,239,121,2.1267730342540668e-05
9591,270,139,2.3556034399533514e-05
9530,312,158,1.6815992681679984e-05
9480,325,195,1.8175916910094124e-05
9424,355,221,1.8831153303522322e-05
9361,394,245,1.4912285934135416e-05
9306,418,276,1.4653302854463396e-05
9249,444,307,1.4854296398247096e-05
9188,470,342,1.4820441093378042e-05
9124,491,385,1.4509304258770986e-05
9059,517,424,1.3451469978774435e-05
8996,543,461,1.269236091833735e-05
8934,573,493,1.5041465609153962e-05
8857,599,544,1.677554118555577e-05
8768,644,588,1.4699131794895045e-05
8685,670,645,1.5638560221345776e-05
8594,718,688,1.2316683985653008e-05
8518,723,759,1.0716870985435773e-05
8452,732,816,1.3415520367022776e-05
8369,760,871,1.226330253881807e-05
8291,776,933,1.352230153924203e-05
8204,799,997,1.189932076236202e-05
8126,821,1053,1.3040651157185413e-05
8039,855,1106,1.3239550757309577e-05
7948,873,1179,1.080909070470083e-05
7873,872,1255,1.077891341561043e-05
7799,878,1323,1.0222676173950226e-05
7729,870,1401,9.963966134412416e-06
7662,878,1460,9.810864372827116e-06
7596,883,1521,1.0436439993153695e-05
7526,886,1588,9.897966957586911e-06
7460,894,1646,1.2595138276625222e-05
7376,899,1725,8.897569968077328e-06
7317,878,1805,8.405551025897503e-06
7263,864,1873,1.1792392695600736e-05
7189,887,1924,9.722984335174479e-06
7127,876,1997,6.887436227145725e-06
7084,842,2074,1.0059134297490178e-05
7024,818,2158,9.050353381490496e-06
6972,803,2225,7.859225551914115e-06
6928,799,2273,7.768081926888981e-06
6885,769,2346,6.61055251942322e-06
6850,738,2412,1.1275295234704171e-05
6793,734,2473,9.02515853192359e-06
6748,714,2538,5.81145321199019e-06
6720,689,2591,9.50307554081139e-06
6676,677,2647,1.017777474902935e-05
6630,677,2693,1.0916763023809683e-05
6581,678,2741,6.9476848297077624e-06
6550,662,2788,9.22487950001153e-06
6510,655,2835,7.5046024319602255e-06
6478,638,2884,6.532841805541979e-06
6451,609,2940,9.927051444271442e-06
6412,588,3000,5.835147533748371e-06
6390,561,3049,6.694952842425916e-06
6366,550,3084,7.1402050666895155e-06
6341,537,3122,7.048215964385365e-06
6317,517,3166,7.654883555442332e-06
6292,506,3202,5.967801512178084e-06
6273,479,3248,5.3248721115480835e-06
6257,454,3289,9.152744520850304e-06
6231,442,3327,8.714274198994808e-06
6207,430,3363,1.1614793500211689e-05
6176,423,3401,6.890089295557271e-06
6158,414,3428,3.1379784828815427e-06
6150,383,3467,6.7927572226113905e-06
6134,371,3495,9.227873098289152e-06
6113,368,3519,7.112426119673682e-06
6097,355,3548,9.702301062401966e-06
6076,348,3576,9.931670109645638e-06
6055,332,3613,5.9693770955000844e-06
6043,316,3641,8.37877070865548e-06
6027,313,3660,1.0601918629214329e-05
6007,312,3681,7.469917574795217e-06
5993,308,3699,6.5010910997895816e-06
5981,298,3721,8.97697294228143e-06
5965,293,3742,5.149492631934292e-06
5956,287,3757,7.020122009720529e-06
5944,278,3778,6.0516862418544305e-06
5934,269,3797,5.011758839176418e-06
5926,256,3818,4.614200134998313e-06
5919,245,3836,1.0343721878006145e-05
5904,239,3857,4.2521345715549206e-06
5898,234,3868,3.6228418730961967e-06
