S,I,R,Beta
9950,50,0,2.2110552763819096e-05
9939,57,4,8.82576700328142e-06
9934,59,7,2.2180288207252613e-05
9921,67,12,1.5044222492015279e-05
9911,72,17,1.401361001804953e-06
9910,64,26,2.0496972754793137e-05
9897,76,27,2.3930696702349996e-05
9879,92,29,1.9804856150728158e-05
9861,99,40,2.3559804515082885e-05
9838,113,49,2.1588674581314644e-05
9814,129,57,2.05370274706439e-05
9788,151,61,2.5710628232434905e-05
9750,175,75,1.9340659340659342e-05
9717,191,92,2.370757354601182e-05
9673,216,111,2.0101772401989502e-05
9631,235,134,2.4742796422014903e-05
9575,265,160,2.0099512291245874e-05
9524,295,181,1.6728478989742238e-05
9477,325,198,1.4934943709872485e-05
9431,342,227,1.7672215742409783e-05
9374,370,256,1.2686037862056638e-05
9330,386,284,1.5549594877519172e-05
9274,415,311,1.6369121082128816e-05
9211,447,342,1.7001362780665177e-05
9141,473,386,1.642114738488602e-05
9070,499,431,1.3919791070564503e-05
9007,532,461,1.5025907168275969e-05
8935,566,499,1.2457461722965825e-05
8872,580,548,1.2437424209446224e-05
8808,591,601,9.989380520093254e-06
8756,592,652,1.0031731137258776e-05
8704,600,696,1.3020833333333334e-05
8636,605,759,1.0526759021432482e-05
8581,594,825,1.1378988188217881e-05
8523,610,867,1.5195142170751083e-05
8444,636,920,1.3220656102058996e-05
8373,659,968,1.0511422382116663e-05
8315,663,1022,1.142785621580146e-05
8252,679,1069,1.1422232089761611e-05
8188,695,1117,1.1597951731433612e-05
8122,699,1179,7.92633371133138e-06
8077,696,1227,1.1740446478506445e-05
8011,704,1285,1.0816093780143212e-05
7950,719,1331,9.622029198484968e-06
7895,717,1388,8.656150327299643e-06
7846,708,1446,9.721028095931425e-06
7792,700,1508,1.0266940451745379e-05
7736,697,1567,8.345709711735477e-06
7691,678,1631,8.821558662022692e-06
7645,664,1691,1.0046727130891124e-05
7594,661,1745,9.363232458780859e-06
7547,661,1792,7.6174179879712955e-06
7509,660,1831,9.685347280233418e-06
7461,652,1887,8.428285160544442e-06
7420,632,1948,7.890067897232931e-06
7383,621,1996,8.288179115402642e-06
7345,604,2051,9.241769190195609e-06
7304,616,2080,8.4458258061763e-06
7266,598,2136,8.745547825718723e-06
7228,575,2197,1.4196001058684825e-05
7169,586,2245,9.045392158216286e-06
7131,570,2299,8.118740266737521e-06
7098,558,2344,8.584375830033398e-06
7064,542,2394,7.835582319583106e-06
7034,531,2435,8.299746134861772e-06
7003,517,2480,7.181227387765012e-06
6977,501,2522,8.296435650985545e-06
6948,483,2569,8.641538265327407e-06
6919,464,2617,6.541208366766176e-06
6898,448,2654,7.442633475541565e-06
6875,430,2695,1.0824524312896405e-05
6843,423,2734,1.036416568984405e-05
6813,412,2775,8.906445273812628e-06
6788,406,2806,7.6199378213073785e-06
6767,389,2844,6.837962697393938e-06
6749,377,2874,6.2883861760834595e-06
6733,366,2901,6.492773948393809e-06
6717,354,2929,7.569965405258098e-06
6699,352,2949,8.057511976007273e-06
6680,352,2968,7.229858464888405e-06
6663,348,2989,6.900346914941149e-06
6647,338,3015,4.005900245962275e-06
6638,324,3038,5.579547610279758e-06
6626,317,3057,9.52180541048027e-06
6606,314,3080,6.267222810376978e-06
6593,292,3115,9.349891645144601e-06
6575,288,3137,1.1618081960287283e-05
6553,286,3161,9.070740033657781e-06
6536,282,3182,1.0308428170872505e-05
6517,280,3203,5.4801727350446085e-06
6507,267,3226,1.2087242261143143e-05
6486,262,3252,7.650064849011258e-06
6473,258,3269,9.580643268340645e-06
6457,262,3281,7.093313724261616e-06
6445,249,3306,7.477544000672979e-06
6433,237,3330,7.214907836111401e-06
6422,225,3353,8.99685110211426e-06
6409,228,3363,7.527791236556049e-06
6398,223,3379,9.812483441434193e-06
6384,218,3398,7.903934147294842e-06
6373,212,3415,6.66135731816715e-06
6364,205,3431,1.1497600833959314e-05
6349,206,3445,1.5291759118093667e-06
6347,193,3460,5.7144209944561954e-06
6340,190,3470,9.131661962477171e-06
6329,185,3486,4.2703471365187275e-06
6324,180,3496,5.270925574530888e-06
6318,169,3513,1.1238670015790332e-05
6306,169,3525,8.445042478563667e-06
6297,171,3532,3.7147551001265804e-06
6293,164,3543,1.06583776786441e-05
6282,157,3561,8.11133620069068e-06
6274,151,3575,6.3332960372566695e-06
6268,147,3585,5.426548411323687e-06
6263,143,3594,7.81591073783314e-06
6256,133,3611,6.009268696036767e-06
6251,127,3622,1.2596409771286987e-06
6250,115,3635,8.347826086956522e-06
6244,109,3647,5.877201746704359e-06
6240,101,3659,6.3467885250063465e-06
6236,102,3662,4.716447194657209e-06
6233,94,3673,5.120310222528682e-06
6230,89,3681,3.607048172128339e-06
6228,82,3690,1.9581120666697996e-06
6227,82,3691,3.916853043590658e-06
6225,76,3699,6.341154090044388e-06
6222,75,3703,4.285867352405443e-06
6220,72,3708,6.698821007502679e-06
6217,70,3713,4.595693834876721e-06
6215,66,3719,2.43789463419391e-06
6214,58,3728,8.323807198428465e-06
6211,58,3731,8.327827713900255e-06
6208,56,3736,1.1505891016200294e-05
6204,55,3741,8.791981712678038e-06
