S,I,R,Beta
9950,50,0,4.020100502512563e-06
9948,45,7,2.2338381807621858e-06
9947,45,8,1.5638439283759482e-05
9940,51,9,2.169882037321971e-05
9929,59,12,1.707035204187016e-05
9919,67,14,1.8056707088611785e-05
9907,75,18,1.615019683052387e-05
9895,81,24,2.1210363133893535e-05
9878,91,31,7.787312909807342e-06
9871,95,34,1.386304379122256e-05
9858,102,40,1.790125666821811e-05
9840,114,46,1.3371844244758237e-05
9825,120,55,1.6963528413910094e-05
9805,132,63,2.163398389813484e-05
9777,150,73,1.3637448433398111e-05
9757,162,81,1.4551123156910455e-05
9734,172,94,1.6723926204481057e-05
9706,187,107,1.1019150181099733e-05
9686,197,117,1.6246170358390518e-05
9655,217,128,1.8137256071804443e-05
9617,238,145,1.4417745885918057e-05
9584,242,174,1.9833331033816693e-05
9538,266,196,1.0247888540811034e-05
9512,268,220,1.7260208628849027e-05
9468,297,235,1.884782197414221e-05
9415,324,261,1.7046609363833653e-05
9363,347,290,1.7236279536750364e-05
9307,376,317,1.771716095640664e-05
9245,407,348,1.4882870480490816e-05
9189,428,383,9.662101069645442e-06
9151,429,420,1.146269313682711e-05
9106,431,463,1.7071429408620207e-05
9039,466,495,1.661849676675275e-05
8969,491,540,1.294342881420707e-05
8912,499,589,9.894114980409653e-06
8868,510,622,1.0392068419609611e-05
8821,514,665,1.3453921641713686e-05
8760,542,698,1.3268968306121417e-05
8697,560,743,1.1908868411110564e-05
8639,575,786,1.3689185040539112e-05
8571,584,845,1.0987992321990529e-05
8516,595,889,1.2433343464205786e-05
8453,617,930,1.3996737801411599e-05
8380,638,982,1.3840985777451912e-05
8306,650,1044,1.0928152030969271e-05
8247,657,1096,1.2734670916724665e-05
8178,685,1137,1.1246124103657132e-05
8115,697,1188,9.370323125869076e-06
8062,701,1237,9.555049649099648e-06
8008,706,1286,1.0612616844911463e-05
7948,716,1336,1.0719115592130974e-05
7887,724,1389,1.1733414031201775e-05
7820,729,1451,1.157736309768137e-05
7754,736,1510,9.812607237779098e-06
7698,743,1559,8.741848663213987e-06
7648,735,1617,8.716875871687587e-06
7599,721,1680,7.483282620404649e-06
7558,697,1745,1.1010025577428384e-05
7500,692,1808,9.441233140655105e-06
7451,688,1861,9.363500451008604e-06
7403,678,1919,7.371642764613086e-06
7366,667,1967,8.548535941098145e-06
7324,664,2012,1.0075802938679898e-05
7275,649,2076,8.895525233110416e-06
7233,637,2130,8.030522932460481e-06
7196,628,2176,9.736477802600878e-06
7152,624,2224,9.635102965639878e-06
7109,614,2277,7.331166668117627e-06
7077,597,2326,8.520772578449687e-06
7041,586,2373,9.936922355797079e-06
7000,582,2418,7.118311242022582e-06
6971,565,2464,9.394165207820516e-06
6934,548,2518,6.8424077696066565e-06
6908,536,2556,7.291999758013638e-06
6881,525,2594,6.366737946450198e-06
6858,506,2636,9.221508707985941e-06
6826,497,2677,7.369148969409778e-06
6801,475,2724,1.0215216028602606e-05
6768,473,2759,8.12179189220258e-06
6742,457,2801,8.438561108489387e-06
6716,437,2847,5.451648646696369e-06
