S,I,R,Beta
9950,50,0,4.020100502512563e-06
9948,49,3,6.154452130671328e-06
9945,48,7,1.0474275180157534e-05
9940,47,13,4.281005180016268e-06
9938,43,19,4.6801799061155915e-06
9936,41,23,1.2273673461372296e-05
9931,44,25,1.1442590236266604e-05
9926,47,27,1.5004651441947004e-05
9919,51,30,9.883981821380634e-06
9914,49,37,1.2351117570288151e-05
9908,48,44,8.410711882653748e-06
9904,49,47,6.181794203949754e-06
9901,50,49,6.05999394000606e-06
9898,51,51,1.1885942495810204e-05
9892,53,55,1.525913831645927e-05
9884,56,60,1.0840030063016708e-05
9878,59,63,1.544263746521117e-05
9869,60,71,1.1821528692538927e-05
9862,63,75,2.8971231567053914e-05
9844,78,78,2.6047364527657093e-05
9824,87,89,2.9250439926616497e-05
9799,103,98,2.3778927312773147e-05
9775,118,107,2.9476787030213706e-05
9741,139,120,2.6587907376593334e-05
9705,171,124,1.4461708108498965e-05
9681,177,142,1.98419993265392e-05
9647,200,153,1.5030579454752773e-05
9618,218,164,1.7169641784040247e-05
9582,237,181,1.761389807013326e-05
9542,246,212,1.6188591984431688e-05
9504,262,234,1.5662348677615853e-05
9465,281,254,1.7295411264200568e-05
9419,304,277,1.7811143209973122e-05
9368,330,302,1.3262427865331367e-05
9327,353,320,1.4578893225097201e-05
9279,377,344,1.2006232950077225e-05
9237,395,368,1.4526059888478231e-05
9184,407,409,1.6319376075473637e-05
9123,431,446,1.2461810273770712e-05
9074,444,482,1.4892565035831511e-05
9014,461,525,1.5882741091587106e-05
8948,482,570,1.6693964389919072e-05
8876,524,600,1.161034645273815e-05
8822,540,638,1.6583121321275936e-05
8743,576,681,1.0524292449832883e-05
8690,585,725,1.3572924965330029e-05
8621,605,774,1.2654089907308792e-05
8555,620,825,1.583680549009257e-05
8471,659,870,1.4868186362505373e-05
8388,684,928,1.4815093687166574e-05
8303,714,983,1.2988454444767187e-05
8226,736,1038,1.0736107147010011e-05
8161,731,1108,1.0560386047483854e-05
8098,742,1160,1.331399254016998e-05
8018,759,1223,9.03763633274408e-06
7963,753,1284,1.0840309072221307e-05
7898,771,1331,1.3794557652875722e-05
7814,785,1401,9.12945733527443e-06
7758,786,1456,9.839633650759914e-06
7698,770,1532,1.1809442830487257e-05
7628,767,1605,1.1451668149116444e-05
7561,775,1664,1.5017641462342838e-05
7473,805,1722,1.1137403139916535e-05
7406,807,1787,1.1712262504597063e-05
7336,805,1859,9.144049255945325e-06
7282,785,1933,1.1020980097509434e-05
7219,790,1991,1.1397490097334565e-05
7154,793,2053,7.227061219554242e-06
7113,778,2109,9.577308212596004e-06
7060,769,2171,9.39375297008366e-06
7009,746,2245,8.797574317509047e-06
6963,732,2305,1.0594641936418022e-05
6909,741,2350,9.180460308279857e-06
6862,728,2410,8.607684941115428e-06
6819,707,2474,1.0371221271457797e-05
6769,707,2524,1.0238872904870632e-05
6720,702,2578,9.539072039072039e-06
6675,699,2626,8.787299137880225e-06
6634,682,2684,8.619950366767836e-06
6595,672,2733,1.0379436080724936e-05
6549,664,2787,1.0348310327889662e-05
6504,658,2838,9.1129330746195e-06
6465,651,2884,8.078475259075514e-06
6431,624,2945,5.980646627513367e-06
6407,605,2988,7.481486545578377e-06
6378,573,3049,9.303359005131623e-06
6344,559,3097,9.023499448438597e-06
6312,555,3133,9.420066454286987e-06
6279,550,3171,5.501744632179415e-06
