rmse_I,rmse_Beta,time_predict,norm_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
123.39501883584946,6.483865856311581e-06,0.016905546188354492,82,475,537.509006942747,103,114
112.0523868952415,7.027166963983427e-06,0.006001710891723633,100,480,500.0420043829607,119,120
131.60410521797252,5.579479136392586e-06,0.006000518798828125,72,403,525.9296319297816,89,114
121.18587383657638,5.511099808755433e-06,0.00800013542175293,79,494,555.8445398245094,95,111
136.58736758340766,7.869404226656058e-06,0.0070018768310546875,120,444,457.27646765496223,129,134
119.70287941559508,6.4122568367653046e-06,0.006001949310302734,71,523,608.2187335351086,95,108
108.57002817347089,6.358144749190686e-06,0.006000518798828125,91,451,471.4160877710386,102,121
145.24165047291106,7.693354436501134e-06,0.005998373031616211,101,509,543.8296288964888,105,121
135.25073625966093,5.813749292018784e-06,0.0060002803802490234,86,412,470.46078560236384,104,122
118.00966015990326,6.1781988731115526e-06,0.00899815559387207,101,431,456.1160228459118,116,123
122.38703585128191,4.967118253778499e-06,0.007001399993896484,66,431,545.5905266772365,88,109
146.78362615307955,7.5949343935894465e-06,0.006999015808105469,82,455,536.1111525468901,94,114
104.77555656499774,5.403279742437696e-06,0.006001949310302734,98,444,442.2067514567869,110,127
112.02020803132802,5.310333890338827e-06,0.006188631057739258,80,392,473.345264739945,94,121
146.3352004579348,6.0923602176220715e-06,0.010850906372070312,77,472,576.2234897272174,94,113
144.49119995482556,5.468599877683031e-06,0.008997440338134766,47,460,648.5022481428537,102,104
98.59843611245375,6.455449301018379e-06,0.008000850677490234,84,481,505.125147467888,106,117
152.8094514861837,5.846201945428656e-06,0.0060002803802490234,74,424,534.3364954324586,105,115
129.5049024082834,7.0013029511327025e-06,0.005998134613037109,73,516,604.7577623715654,102,107
141.04448117506467,5.213237507071779e-06,0.006999492645263672,69,460,588.9808487758115,90,110
138.60132873484227,5.056827078297618e-06,0.006000518798828125,58,422,603.4672353625251,94,105
130.81925542974008,5.80972467664714e-06,0.007000446319580078,59,507,661.8771198931245,92,102
118.6597099297577,5.81498162358735e-06,0.006000518798828125,71,494,535.9504712809876,107,115
125.87712451235122,5.626770496599798e-06,0.006000995635986328,75,553,577.0569413670075,98,111
158.7647417046211,4.80355191249081e-06,0.009001493453979492,50,348,591.7906769701589,111,109
108.79437480371763,5.545075049967295e-06,0.0060002803802490234,87,509,524.1759284261306,109,114
120.09578692585445,7.16685054386099e-06,0.006000995635986328,94,446,467.5703049200942,117,125
121.43580247450107,6.242978970892042e-06,0.008000612258911133,88,457,464.5921212601794,98,119
111.26860918680984,5.440874319992278e-06,0.007002830505371094,71,388,483.0456291959682,107,120
122.71587697313042,6.410216830703927e-06,0.008002758026123047,100,389,407.36067329844764,112,125
