S,E,I,R,Beta
99400,0,600,0,5.583501006036217e-06
99067,333,559,41,4.550506313348985e-06
98815,550,548,87,5.00455950458185e-06
98544,763,568,125,6.056492388329e-06
98205,1033,586,176,6.412024161341124e-06
97836,1307,634,223,8.125359595527338e-06
97332,1664,731,273,9.754082983240461e-06
96638,2190,844,328,7.650577339048772e-06
96014,2592,1008,386,8.389980164929652e-06
95202,3158,1180,460,8.483299916431039e-06
94249,3808,1412,531,8.333359132431338e-06
93140,4534,1683,643,8.350631069119367e-06
91831,5348,2040,781,7.868247319618029e-06
90357,6327,2399,917,7.418122370536846e-06
88749,7261,2890,1100,7.341571098554412e-06
86866,8437,3355,1342,7.116499184742226e-06
84792,9681,3931,1596,6.624317596282836e-06
82584,10928,4621,1867,6.530044714769429e-06
80092,12346,5304,2258,6.329918934100596e-06
77403,13767,6147,2683,5.924805110009265e-06
74584,15193,7061,3162,5.584485167736515e-06
71643,16683,7953,3721,5.2897908638709194e-06
68629,18005,8965,4401,5.032027285225262e-06
65533,19187,10121,5159,4.7522878047973905e-06
62381,20422,11209,5988,4.603644454037364e-06
59162,21634,12319,6885,4.188982074858611e-06
56109,22499,13490,7902,4.255457392903343e-06
52888,23468,14653,8991,4.049200161414693e-06
49750,24211,15793,10246,3.8806073678720965e-06
46701,24882,16915,11502,3.8129120278214975e-06
43689,25323,18162,12826,3.586733591435489e-06
40843,25677,19250,14230,3.6261757486936834e-06
37992,25994,20189,15825,3.452319776887107e-06
35344,26004,21257,17395,3.356815030898777e-06
32822,25907,22099,19172,3.1502755412973702e-06
30537,25652,22838,20973,3.147386566632369e-06
28342,25274,23580,22804,3.0719536230468405e-06
26289,24915,24076,24720,2.9513347461947863e-06
24421,24259,24735,26585,2.8490856938840187e-06
22700,23484,25260,28556,2.8548906351913668e-06
21063,22749,25594,30594,2.689735709945223e-06
19613,21954,25781,32652,2.8795033476925952e-06
18157,21216,25945,34682,2.659826461925693e-06
16904,20337,25929,36830,2.708167158645044e-06
15717,19432,25959,38892,2.4240338490420004e-06
14728,18532,25753,40987,2.5943197095762434e-06
13744,17671,25646,42939,2.5391610698071723e-06
12849,16831,25335,44985,2.3838091559252795e-06
12073,15926,24957,47044,2.3364962024419432e-06
11369,15047,24567,49017,2.151790965158197e-06
10768,14168,24082,50982,2.2675126946775336e-06
10180,13319,23547,52954,2.181817028902526e-06
9657,12453,23043,54847,2.1750242851123215e-06
9173,11703,22376,56748,2.1680343764310246e-06
8728,11036,21665,58571,2.1523900625790225e-06
8321,10359,21085,60235,1.9777907774932085e-06
7974,9680,20461,61885,1.9919584453687377e-06
7649,9035,19756,63560,1.8595276545644019e-06
7368,8427,19101,65104,1.954010855262167e-06
7093,7880,18342,66685,2.0445841402715083e-06
6827,7364,17663,68146,1.8990706006530597e-06
6598,6818,17083,69501,1.8187684375432346e-06
6393,6382,16419,70806,1.8577326076286675e-06
6198,5988,15696,72118,1.8091397080180086e-06
6022,5513,15072,73393,1.6416275496569198e-06
