S,E,I,R,Beta
99300,0,700,0,2.5320097827650696e-06
99124,176,638,62,2.0556248283553266e-06
98994,290,614,102,2.0400670484487628e-06
98870,389,594,147,2.0432912108850208e-06
98750,465,604,181,2.0622013580350405e-06
98627,547,602,224,2.1895306949802853e-06
98497,632,595,276,2.337655977748928e-06
98360,706,610,324,2.4666831112207413e-06
98212,776,627,385,2.939317354749492e-06
98031,882,650,437,3.1387245635799664e-06
97831,981,710,478,3.3544481205804608e-06
97598,1114,762,526,3.3077998080830686e-06
97352,1247,826,575,4.004340008161889e-06
97030,1444,885,641,3.703205543628827e-06
96712,1628,948,712,3.6866168044108863e-06
96374,1801,1037,788,3.792281512403492e-06
95995,1990,1141,874,3.816295756347593e-06
95577,2197,1253,973,3.5154233269847795e-06
95156,2378,1383,1083,3.343446041811252e-06
94716,2542,1555,1187,3.584925875546854e-06
94188,2805,1703,1304,3.7094262643489026e-06
93593,3121,1865,1421,3.6379064003348705e-06
92958,3423,2042,1577,3.3768791647693452e-06
92317,3695,2241,1747,3.596246035374387e-06
91573,4048,2448,1931,3.1270812264567807e-06
90872,4329,2686,2113,3.3144572874042363e-06
90063,4710,2886,2341,3.362549580197227e-06
89189,5114,3158,2539,3.1314477156412e-06
88307,5516,3384,2793,2.964887618980003e-06
87421,5865,3658,3056,2.851907052421535e-06
86509,6179,3956,3356,2.8109783278713666e-06
85547,6523,4269,3661,2.72727165936515e-06
84551,6897,4539,4013,2.6056799356461676e-06
83551,7192,4903,4354,2.3703129237567515e-06
82580,7406,5234,4780,2.4177294110559226e-06
81535,7733,5564,5168,2.3123005971378523e-06
80486,7979,5915,5620,2.3735771376545976e-06
79356,8315,6238,6091,2.272622924901339e-06
78231,8612,6552,6605,2.200677124939885e-06
77103,8892,6861,7144,2.139871680250665e-06
75971,9144,7186,7699,2.088188960350908e-06
74831,9362,7521,8286,2.117966652298786e-06
73639,9625,7845,8891,2.10836820428073e-06
72421,9920,8169,9490,1.92188346932907e-06
71284,10100,8471,10145,1.8531191466317107e-06
70165,10224,8752,10859,1.949244474795699e-06
68968,10417,9084,11531,1.8020597405565175e-06
67839,10549,9385,12227,1.8879511515100196e-06
66637,10704,9698,12961,1.8522369078286032e-06
