S,E,I,R,Beta
99100,0,900,0,4.013902903912995e-06
98742,358,839,61,3.4039661130103712e-06
98460,593,828,119,4.0969088209636126e-06
98126,877,818,179,4.29815126671875e-06
97781,1133,844,242,5.2104056308053915e-06
97351,1457,865,327,6.460146625140432e-06
96807,1866,937,390,6.283888971883996e-06
96237,2240,1071,452,7.266918183533965e-06
95488,2757,1228,527,7.0101071076141155e-06
94666,3294,1416,624,7.601808129228888e-06
93647,3975,1627,751,7.291764547885756e-06
92536,4686,1915,863,6.551680627408349e-06
91375,5355,2243,1027,6.630752125628113e-06
90016,6135,2641,1208,6.019376689042988e-06
88585,6940,3019,1456,5.687297040663034e-06
87064,7719,3533,1684,5.5494669273747926e-06
85357,8637,4006,2000,5.506811774091151e-06
83474,9657,4544,2325,5.554883919324462e-06
81367,10825,5112,2696,4.995815535680384e-06
79289,11793,5778,3140,4.869777202694416e-06
77058,12853,6512,3577,4.746895076257375e-06
74676,13951,7245,4128,4.585717823426464e-06
72195,15038,8108,4659,4.328981698794236e-06
69661,16002,9042,5295,3.846796452530352e-06
67238,16814,9963,5985,3.755828210173173e-06
64722,17620,10881,6777,3.6308640552498404e-06
62165,18428,11775,7632,3.614789283297327e-06
59519,19186,12718,8577,3.3938266665477e-06
56950,19813,13628,9609,3.3654823656197165e-06
54338,20467,14533,10662,3.2987454532935544e-06
51733,21018,15496,11753,3.203374748311794e-06
49165,21450,16351,13034,2.9493831307960675e-06
46794,21688,17198,14320,2.8989893737836516e-06
44461,21871,18002,15666,2.8960992943360462e-06
42143,22048,18757,17052,2.809698580052597e-06
39922,22011,19550,18517,2.7547323418774024e-06
37772,21932,20200,20096,2.5950387053954787e-06
35792,21706,20748,21754,2.648757221963819e-06
33825,21453,21303,23419,2.5535199213932197e-06
31985,21198,21675,25142,2.3540446348931943e-06
30353,20706,22066,26875,2.5053402791239917e-06
28675,20345,22417,28563,2.409741734879483e-06
27126,19878,22577,30419,2.214153364038154e-06
25770,19255,22775,32200,2.3512904623224872e-06
24390,18696,22908,34006,2.2676584370174068e-06
23123,18024,23035,35818,2.1891027908704387e-06
21957,17408,23020,37615,2.2019976094971503e-06
20844,16737,23020,39399,2.1111692985215898e-06
19831,16025,22879,41265,1.9285300048489416e-06
18956,15352,22586,43106,2.0554014014885256e-06
18076,14726,22273,44925,2.0317592888433156e-06
17258,14040,21989,46713,1.8788563889715693e-06
16545,13365,21579,48511,1.8962281179791682e-06
15868,12662,21249,50221,1.850648337276104e-06
15244,12063,20801,51892,1.9111266563428823e-06
14638,11501,20362,53499,1.838562435278744e-06
14090,10871,19891,55148,1.7661906788733873e-06
13595,10282,19351,56772,1.965205261603316e-06
13078,9737,18823,58362,1.7427180000272498e-06
12649,9150,18406,59795,1.6321797536399907e-06
12269,8584,17959,61188,1.7200770171519046e-06
11890,8118,17327,62665,1.6260712715290016e-06
11555,7650,16781,64014,1.6141970539047182e-06
11242,7204,16192,65362,1.6865308874892502e-06
10935,6743,15630,66692,1.5446360319704553e-06
10671,6372,14980,67977,1.4263230929591061e-06
10443,5960,14397,69200,1.5696929955197037e-06
10207,5611,13872,70310,1.3560135642036827e-06
10015,5214,13408,71363,1.2660007601962211e-06
9845,4900,12770,72485,1.5431036985570787e-06
9651,4589,12208,73552,1.358010557988884e-06
9491,4295,11717,74497,1.303885929872141e-06
9346,4003,11211,75440,1.3934222035109161e-06
9200,3744,10755,76301,1.5564045034665372e-06
9046,3513,10289,77152,1.4074777725415784e-06
8915,3267,9879,77939,1.3057604416694953e-06
8800,3039,9430,78731,1.5665670490697002e-06
8670,2856,8965,79509,1.6853957881830597e-06
8539,2709,8527,80225,1.2223251004885139e-06
8450,2529,8088,80933,1.2876114222838715e-06
8362,2352,7722,81564,1.5331873738953384e-06
8263,2217,7342,82178,1.5164765340256291e-06
8171,2079,6958,82792,1.2839946826438288e-06
8098,1933,6654,83315,1.354759768430356e-06
8025,1826,6321,83828,1.2419660322290186e-06
7962,1699,6029,84310,1.395749064983535e-06
7895,1579,5736,84790,1.6340691944392184e-06
7821,1503,5455,85221,1.2188388895393269e-06
7769,1396,5139,85696,1.1020693832326304e-06
7725,1308,4879,86088,1.2470060247636825e-06
7678,1236,4637,86449,1.0673292047167188e-06
7640,1171,4343,86846,1.1452502854084264e-06
7602,1100,4084,87214,1.22396781505769e-06
7564,1042,3860,87534,9.932513706868915e-07
7535,970,3649,87846,1.1274689068625214e-06
7504,892,3462,88142,1.2317713241172202e-06
7472,840,3293,88395,1.300533023459665e-06
7440,789,3115,88656,9.49274236697216e-07
7418,726,2933,88923,1.057131329815139e-06
7395,674,2784,89147,1.117172988894329e-06
7372,633,2644,89351,7.695635363968666e-07
7357,583,2490,89570,9.825901403630016e-07
7339,553,2349,89759,1.102132213984654e-06
