S,E,I,R,Beta
99100,0,900,0,5.101468774526292e-06
98645,455,835,65,4.516285488731594e-06
98273,777,811,139,4.893386717087454e-06
97883,1091,819,207,5.650762166193855e-06
97430,1416,901,253,7.814597645618932e-06
96744,1981,945,330,8.663020322658129e-06
95952,2592,1051,405,9.390597614062344e-06
95005,3254,1258,483,8.902552112352216e-06
93941,3973,1504,582,9.547923583543949e-06
92592,4941,1766,701,8.775820604662968e-06
91157,5826,2166,851,8.974602896866082e-06
89385,7027,2565,1023,8.28271944054352e-06
87486,8216,3080,1218,7.478005386242133e-06
85471,9351,3723,1455,7.067692304781783e-06
83222,10641,4371,1766,6.344784112700168e-06
80914,11872,5068,2146,6.079417945942352e-06
78421,13237,5783,2559,5.8433285471033456e-06
75771,14507,6686,3036,5.5565983800401645e-06
72956,15822,7662,3560,5.243395972290482e-06
70025,17157,8659,4159,5.0185828160376456e-06
66982,18542,9656,4820,4.678574567647142e-06
63956,19714,10779,5551,4.495332400195744e-06
60857,20833,11933,6377,4.469802512021025e-06
57611,21949,13086,7354,4.163695739102459e-06
54472,22915,14217,8396,3.961631449622515e-06
51404,23753,15329,9514,3.864350921867119e-06
48359,24470,16401,10770,3.8644068084675e-06
45294,25081,17526,12099,3.7237536902512446e-06
42338,25521,18632,13509,3.6065541450845567e-06
39493,25799,19740,14968,3.447958189197008e-06
36805,25913,20745,16537,3.451122366223086e-06
34170,26012,21527,18291,3.404127632545195e-06
31666,25917,22352,20065,3.103991052639122e-06
29469,25627,23116,21788,3.0813026257202153e-06
27370,25220,23809,23601,2.983185834691944e-06
25426,24675,24401,25498,3.0269825709921785e-06
23548,24047,24849,27556,2.8864677286447992e-06
21859,23269,25308,29564,2.7638811856320722e-06
20330,22508,25544,31618,2.6573747386722276e-06
18950,21596,25745,33709,2.5826671264907343e-06
17690,20616,25857,35837,2.6234650188158193e-06
16490,19799,25851,37860,2.528836536498911e-06
15412,18861,25842,39885,2.3953184089228534e-06
14458,17887,25681,41974,2.5047408414945645e-06
13528,17073,25409,43990,2.3128419762327586e-06
12733,16125,25206,45936,2.3742163987575334e-06
11971,15239,24789,48001,2.318456756732612e-06
11283,14431,24346,49940,2.155110291810015e-06
10691,13582,23755,51972,2.1814054830965584e-06
10137,12787,23096,53980,2.310739816368881e-06
9596,12064,22503,55837,2.2413759217727944e-06
9112,11321,21912,57655,2.1085619515334865e-06
8691,10551,21339,59419,2.032813503019232e-06
8314,9865,20697,61124,1.911958573285587e-06
7985,9190,20039,62786,1.893614902411806e-06
7682,8573,19364,64381,2.0503616138747177e-06
7377,7991,18666,65966,1.7865042847562338e-06
7131,7460,17916,67493,1.9411548913549696e-06
6883,6987,17160,68970,1.9980987582324207e-06
6647,6526,16462,70365,1.7546599060595296e-06
6455,6073,15795,71677,1.7360306541819581e-06
6278,5669,15069,72984,1.9026844149914536e-06
6098,5287,14366,74249,1.7122531621548948e-06
5948,4939,13754,75359,1.809096508844673e-06
5800,4570,13169,76461,1.7674737693800227e-06
5665,4245,12601,77489,1.8211194238986762e-06
5535,3998,11975,78492,1.659585141432486e-06
5425,3680,11459,79436,1.8338271127317067e-06
5311,3431,10872,80386,1.4201300174059449e-06
5229,3213,10319,81239,1.5938307334340153e-06
5143,2952,9838,82067,1.7392392575393156e-06
5055,2739,9396,82810,1.368513823463401e-06
4990,2524,8907,83579,1.6874435971977638e-06
4915,2348,8424,84313,1.4491367492384786e-06
4855,2160,7972,85013,1.3693653844067005e-06
4802,1996,7553,85649,1.3785685418489019e-06
4752,1849,7116,86283,1.0646089904100022e-06
4716,1697,6732,86855,1.3859091841429815e-06
4672,1586,6369,87373,1.277054740749822e-06
