S,E,I,R,Beta
99300,0,700,0,3.3808085167601785e-06
99065,235,637,63,2.9474962960192715e-06
98879,396,616,109,3.529829124748167e-06
98664,567,609,160,3.228685317949613e-06
98470,708,602,220,3.087099735589064e-06
98287,823,628,262,3.2078161323859883e-06
98089,936,667,308,3.1944797921870148e-06
97880,1072,695,353,3.660332869789171e-06
97631,1209,751,409,3.9824944274742146e-06
97339,1374,801,486,4.630072650200615e-06
96978,1582,896,544,4.120043426638737e-06
96620,1789,971,620,4.402139375783032e-06
96207,2013,1081,699,4.663471986432431e-06
95722,2298,1185,795,4.3198231305722965e-06
95232,2576,1287,905,5.189143293982004e-06
94596,2924,1489,991,4.728318890094019e-06
93930,3300,1654,1116,5.200816528194927e-06
93122,3779,1871,1228,5.188506296877997e-06
92218,4301,2126,1355,5.013887192373538e-06
91235,4828,2421,1516,4.98008114680041e-06
90135,5455,2684,1726,4.753591586457042e-06
88985,6036,3050,1929,4.730950233830163e-06
87701,6723,3400,2176,4.621316947891801e-06
86323,7460,3787,2430,4.585427198510678e-06
84824,8195,4242,2739,4.354914008262631e-06
83257,8961,4709,3073,4.208569426319928e-06
81607,9735,5220,3438,3.934378140782848e-06
79931,10405,5765,3899,3.6848781206487907e-06
78233,11064,6342,4361,3.5029468671527715e-06
76495,11679,7000,4826,3.3466239623504804e-06
74703,12255,7676,5366,3.1094124569320214e-06
72920,12824,8327,5929,3.1850866010883576e-06
70986,13406,8985,6623,3.083994349971836e-06
69019,14038,9602,7341,2.937890380860715e-06
67072,14593,10240,8095,2.8872307930283873e-06
65089,15132,10837,8942,2.8779242937856967e-06
63059,15603,11500,9838,2.8227532945336906e-06
61012,16074,12150,10764,2.5563344618976664e-06
59117,16381,12754,11748,2.5584293470928892e-06
57188,16669,13377,12766,2.4640398031133636e-06
55303,16892,14011,13794,2.4224032952696687e-06
53426,17045,14672,14857,2.347339164504835e-06
51586,17149,15199,16066,2.33019184784512e-06
49759,17257,15702,17282,2.237251518181858e-06
48011,17327,16168,18494,2.2106512350774473e-06
46295,17265,16646,19794,2.2449264888440063e-06
44565,17258,17016,21161,2.1481751904517528e-06
42936,17196,17331,22537,2.0399830879757787e-06
41418,16972,17728,23882,1.9829533994619963e-06
39962,16693,18045,25300,1.99690953288417e-06
