S,E,I,R,Beta
9950,0,50,0,4.020100502512563e-06
9948,2,49,1,1.2308904261342655e-05
9942,8,46,4,8.746381184784796e-06
9938,11,40,11,0.0
9938,10,37,15,5.4391279989992e-06
9936,10,34,20,1.7760727479397556e-05
9930,14,33,23,1.220665873233849e-05
9926,16,31,27,1.624927690717763e-05
9921,18,34,27,2.0752177496338723e-05
9914,21,37,28,1.6356885430922145e-05
9908,25,36,31,5.607141255102499e-06
9906,25,38,31,1.0626202089111331e-05
9902,28,34,36,8.910855798590897e-06
9899,27,37,37,1.6381671094268326e-05
9893,32,34,41,1.1891949744620378e-05
9889,35,31,45,1.3048059264285178e-05
9885,33,36,46,5.6201877142696564e-06
9883,32,37,48,5.4693973544524994e-06
9881,32,37,50,1.9146765427506245e-05
9874,35,39,52,1.0387290111819178e-05
9870,37,40,53,1.0131712259371834e-05
9866,36,42,56,1.2066452366472637e-05
9861,37,43,59,7.075087907967256e-06
9858,40,40,62,1.2680056806654494e-05
9853,44,39,64,1.5614143290992983e-05
9847,44,43,66,9.446862578851781e-06
9843,43,47,67,2.1615966417434575e-05
9833,47,49,71,1.2452860733431988e-05
9827,50,49,74,2.284418397459727e-05
9816,59,49,76,2.0790712372968746e-05
9806,62,51,81,1.3997032629082634e-05
9799,60,59,82,2.075618231538673e-05
9787,69,62,82,3.62561264613691e-05
9765,85,59,91,1.7357043054145295e-05
9755,88,63,94,2.2780340566091464e-05
9741,95,66,98,2.0220685450128013e-05
9728,98,71,103,1.8821812453669386e-05
9715,102,72,111,1.8585234745811174e-05
9702,103,78,117,1.5857158714301573e-05
9690,111,75,124,1.651186790505676e-05
9678,109,84,129,2.091144372607485e-05
9661,115,88,136,2.3524762164654516e-05
9641,117,99,143,2.095427881134758e-05
9621,127,94,158,1.6586058422732188e-05
9606,131,99,164,1.6824501521565857e-05
9590,132,108,170,1.4482678716255359e-05
9575,138,107,180,9.76062077548132e-06
9565,138,112,185,1.2135016055559703e-05
9552,135,119,194,1.4075982151654632e-05
9536,130,129,205,1.5445346235887832e-05
9517,141,127,215,1.323781149190963e-05
9501,145,131,223,2.169317653183956e-05
9474,158,134,234,1.6541737165975065e-05
9453,169,136,242,2.0223894064131522e-05
9427,172,145,256,2.3410380308943864e-05
9395,186,150,269,1.2063154160014193e-05
9378,184,151,287,1.1298812636027112e-05
9362,186,150,302,1.4954069643238624e-05
9341,189,151,319,1.6306378417161118e-05
9318,188,161,333,2.1330517704996274e-05
