S,E,I,R,Beta
99300,0,700,0,1.9277801755143143e-06
99166,134,655,45,1.9090512584881574e-06
99042,249,610,99,1.7710651649358229e-06
98935,330,576,159,2.1934996602707726e-06
98810,416,565,209,2.489805678727297e-06
98671,513,565,251,2.260125564325102e-06
98545,583,580,292,2.8168471956624052e-06
98384,678,588,350,3.007789552640051e-06
98210,780,622,388,3.1430778131119383e-06
98018,892,650,440,3.18622796126928e-06
97815,993,694,498,3.2703033913488103e-06
97593,1123,736,548,3.0906974350886712e-06
97371,1244,777,608,3.304375242632013e-06
97121,1387,818,674,3.587388494210421e-06
96836,1546,882,736,3.512495914967251e-06
96536,1697,967,800,2.9137556605059875e-06
96264,1819,1037,880,3.055323350980881e-06
95959,1947,1144,950,3.479778696277409e-06
95577,2130,1244,1049,3.6586046495667356e-06
95142,2339,1367,1152,3.844405706162199e-06
94642,2613,1480,1265,3.912325080516793e-06
94094,2901,1629,1376,3.5099365062924484e-06
93556,3154,1774,1516,3.7838541065397388e-06
92928,3467,1950,1655,3.2448611994066538e-06
92340,3706,2131,1823,3.6132356021708687e-06
91629,4072,2328,1971,3.623794579658393e-06
90856,4416,2563,2165,3.242236813938825e-06
90101,4718,2807,2374,3.1117357445049386e-06
89314,5002,3084,2600,2.9298111354431864e-06
88507,5280,3378,2835,2.8597551395368856e-06
87652,5651,3575,3122,3.0061664707765194e-06
86710,6040,3852,3398,2.90413144733648e-06
85740,6375,4182,3703,2.7554303452308798e-06
84752,6723,4487,4038,2.700625838351045e-06
83725,7067,4785,4423,2.6957937193622576e-06
82645,7471,5055,4829,2.5396720531770466e-06
81584,7799,5369,5248,2.5226899638964485e-06
80479,8133,5718,5670,2.312144144663801e-06
79415,8403,6083,6099,2.2832588819469147e-06
78312,8652,6435,6601,2.293934258384151e-06
77156,9002,6725,7117,2.2625912528684703e-06
75982,9286,7110,7622,2.087991748434312e-06
74854,9485,7427,8234,2.117132436822061e-06
73677,9700,7780,8843,2.0638266388414687e-06
72494,9942,8082,9482,2.027661854574494e-06
71306,10115,8432,10147,2.062362543536473e-06
70066,10356,8784,10794,1.985507601290004e-06
68844,10532,9081,11543,1.972256086483055e-06
67611,10796,9356,12237,1.920740551052022e-06
66396,10939,9682,12983,1.8635876490196552e-06
65198,11089,9955,13758,1.8827630561644705e-06
63976,11173,10240,14611,1.8805880330123795e-06
62744,11279,10533,15444,1.7506892813233176e-06
61587,11256,10884,16273,1.7752902947230728e-06
