S,E,I,R,Beta
99500,0,500,0,2.2110552763819096e-06
99390,110,449,51,1.8823061207889283e-06
99306,188,420,86,2.2057843337524324e-06
99214,263,404,119,2.020834252272366e-06
99133,318,401,148,3.043846508329461e-06
99012,414,387,187,2.949033087733682e-06
98899,473,397,231,3.9477468082276036e-06
98744,578,416,262,4.6254027508584745e-06
98554,699,445,302,4.947951878545795e-06
98337,843,493,327,4.806091632448016e-06
98104,987,551,358,5.790366103574221e-06
97791,1194,612,403,4.828892456588257e-06
97502,1381,677,440,4.25700467394874e-06
97221,1526,744,509,4.5899194529966255e-06
96889,1696,850,565,4.966265216776263e-06
96480,1943,932,645,4.993362942084997e-06
96031,2195,1059,715,4.326585246822199e-06
95591,2422,1198,789,4.532037919133389e-06
95072,2691,1350,887,4.355373549247666e-06
94513,2980,1502,1005,4.219542262646486e-06
93914,3265,1686,1135,3.7830224067848753e-06
93315,3562,1849,1274,3.193472842889511e-06
92764,3755,2060,1421,3.3857710954994675e-06
92117,4039,2238,1606,3.507021508170007e-06
91394,4319,2498,1789,3.1405740387657742e-06
90677,4578,2749,1996,3.1451703984922472e-06
89893,4937,2950,2220,3.0771046632276755e-06
89077,5244,3232,2447,2.865609539949695e-06
88252,5531,3478,2739,3.1634800203724203e-06
87281,5970,3719,3030,2.7726600036545507e-06
86381,6226,4073,3320,2.958816909583498e-06
85340,6636,4366,3658,2.6650961297221718e-06
84347,6949,4672,4032,2.5985284858000977e-06
83323,7262,4995,4420,2.5997217648982467e-06
82241,7666,5263,4830,2.4397322428056736e-06
81185,7948,5596,5271,2.4806781148237445e-06
80058,8250,5976,5716,2.3577283979155273e-06
78930,8523,6342,6205,2.4591765701962262e-06
77699,8934,6667,6700,2.3126554453625855e-06
76501,9259,7012,7228,2.2370321538996396e-06
75301,9479,7417,7803,2.1557453809525002e-06
74097,9728,7797,8378,2.0891956409672046e-06
72890,10001,8109,9000,2.042076556012003e-06
71683,10211,8438,9668,2.1079217793510343e-06
70408,10464,8809,10319,1.981541922481203e-06
69179,10642,9187,10992,1.8613873081987692e-06
67996,10792,9437,11775,1.9199653349012054e-06
66764,10984,9721,12531,1.845880264274092e-06
65566,11095,10035,13304,1.8055951289420622e-06
64378,11147,10377,14098,1.7723210885495535e-06
63194,11234,10672,14900,1.7215139937705927e-06
62033,11249,10970,15748,1.7002154042131338e-06
60876,11276,11259,16589,1.761008055519066e-06
59669,11320,11425,17586,1.6487748073957086e-06
58545,11306,11700,18449,1.700788275218201e-06
57380,11306,11926,19388,1.6469050722747286e-06
56253,11267,12087,20393,1.6413454060641545e-06
55137,11248,12251,21364,1.5574032170831168e-06
54085,11207,12407,22301,1.5632623628364878e-06
53036,11157,12489,23318,1.493130834235115e-06
52047,11012,12650,24291,1.4504980334360302e-06
51092,10877,12701,25330,1.4346926105280252e-06
50161,10716,12833,26290,1.4509501644244224e-06
49227,10608,12814,27351,1.4204302750267853e-06
48331,10460,12834,28375,1.3719609304090245e-06
47480,10250,12823,29447,1.2827755728783729e-06
46699,10039,12811,30451,1.3288517010176809e-06
45904,9793,12803,31500,1.3186800202886834e-06
45129,9593,12706,32572,1.2835513656346498e-06
44393,9366,12648,33593,1.3197201757238937e-06
43652,9194,12579,34575,1.300313130699674e-06
42938,8967,12506,35589,1.223503267595465e-06
42281,8685,12392,36642,1.3054776667202244e-06
41597,8477,12347,37579,1.1507050592835166e-06
41006,8249,12211,38534,1.2242266684954309e-06
40393,8039,12108,39460,1.2227077421551623e-06
39795,7844,11953,40408,1.1856968755216003e-06
39231,7604,11809,41356,1.0835805877521992e-06
38729,7360,11563,42348,1.1031133482884986e-06
38235,7100,11390,43275,1.262925903103962e-06
37685,6907,11239,44169,1.1167731140721286e-06
37212,6689,11026,45073,1.1674398481858297e-06
36733,6506,10789,45972,1.0950958612222056e-06
36299,6267,10573,46861,1.156884698880644e-06
35855,6099,10275,47771,1.1644631102361804e-06
35426,5892,10074,48608,1.151642694733617e-06
35015,5708,9895,49382,1.0881065409273452e-06
34638,5517,9701,50144,1.166585984746686e-06
34246,5352,9493,50909,1.0766008320746383e-06
33896,5178,9257,51669,1.1473179441622793e-06
33536,5031,8995,52438,1.007769371448939e-06
33232,4859,8740,53169,1.1499489340042242e-06
32898,4717,8481,53904,1.1540890281049996e-06
32576,4574,8265,54585,1.0511043206553068e-06
32293,4428,8070,55209,9.209357121256267e-07
32053,4217,7869,55861,1.0585784107881082e-06
31786,4037,7689,56488,9.697116340281779e-07
31549,3839,7516,57096,1.0458738664983506e-06
31301,3724,7303,57672,9.011720367909346e-07
31095,3562,7056,58287,9.70801570346743e-07
30882,3430,6807,58881,1.0750960591193229e-06
30656,3282,6627,59435,9.598473128055563e-07
30461,3166,6385,59988,1.033453639848142e-06
30260,3090,6159,60491,9.336199439248545e-07
30086,2944,5972,60998,9.739884311991715e-07
29911,2842,5767,61480,1.1072673218160643e-06
29720,2757,5547,61976,8.370899260230877e-07
29582,2608,5391,62419,9.40577086180225e-07
29432,2501,5254,62813,8.730194615826428e-07
29297,2389,5118,63196,1.0604096998916502e-06
29138,2294,4944,63624,8.746460598944294e-07
29012,2201,4755,64032,9.64103036953562e-07
28879,2128,4610,64383,8.713144431861295e-07
28763,2042,4460,64735,1.0289751610073292e-06
28631,1964,4348,65057,8.273917235829166e-07
28528,1855,4188,65429,1.0462416722510862e-06
28403,1812,4006,65779,1.0107009678771284e-06
28288,1747,3848,66117,8.727428481387758e-07
28193,1682,3669,66456,9.474080544591805e-07
28095,1591,3560,66754,9.698234921244333e-07
27998,1526,3445,67031,8.397862961598646e-07
27917,1453,3304,67326,8.347990380686576e-07
27840,1373,3186,67601,1.0372246394065992e-06
27748,1320,3099,67833,9.070711217720653e-07
27670,1278,2957,68095,9.410880126286679e-07
27593,1227,2866,68314,8.219364676493772e-07
27528,1183,2729,68560,9.584165425251016e-07
27456,1140,2624,68780,8.189377949286486e-07
27397,1094,2528,68981,8.518672699542544e-07
27338,1026,2445,69191,1.0322942020522907e-06
27269,991,2349,69391,9.835316062799337e-07
27206,957,2260,69577,1.0571587865508584e-06
27141,911,2211,69737,9.498614627056644e-07
27084,887,2123,69906,8.869668259798219e-07
27033,847,2028,70092,1.0579515970363055e-06
26975,824,1952,70249,7.216761117610416e-07
26937,788,1865,70410,8.758396739647003e-07
26893,757,1782,70568,7.929332784623505e-07
26855,713,1719,70713,6.715226418480563e-07
26824,657,1671,70848,9.147109254679259e-07
26783,636,1608,70973,6.733684005020634e-07
26754,591,1549,71106,1.0134659217016498e-06
26712,568,1489,71231,8.548261776336842e-07
26678,541,1450,71331,6.97979220900083e-07
26651,516,1383,71450,8.410581129645771e-07
26620,488,1304,71588,8.642424856996677e-07
26590,467,1246,71697,8.149432829658141e-07
26563,441,1186,71810,1.2379491207990118e-06
26524,424,1153,71899,7.193733656327615e-07
26502,397,1114,71987,1.083892316924152e-06
26470,393,1057,72080,5.003790371206189e-07
26456,365,1010,72169,8.607604032250821e-07
26433,342,974,72251,5.049378650652213e-07
26420,330,931,72319,1.0163832854549047e-06
26395,327,871,72407,8.699417508752158e-07
26375,311,845,72469,1.0319975321798143e-06
26352,303,817,72528,7.43163453599475e-07
26336,292,773,72599,9.824279015811588e-07
26316,275,749,72660,7.102746916342426e-07
26302,262,712,72724,9.611778144781573e-07
26284,253,680,72783,7.273492261004234e-07
26271,243,646,72840,7.660096307444682e-07
26258,226,618,72898,7.394879933031968e-07
26246,213,600,72941,8.255226193197694e-07
26233,202,578,72987,7.914171339435248e-07
26221,186,556,73037,6.173315418829271e-07
26212,177,534,73077,7.858710108473062e-07
26201,174,507,73118,8.280696334293819e-07
26190,164,494,73152,7.729253524153144e-07
26180,154,473,73193,3.2301984795455755e-07
26176,147,437,73240,8.742090156826104e-07
26166,137,418,73279,5.485770460003797e-07
26160,129,393,73318,3.890717526126168e-07
26156,119,369,73356,9.324913558051317e-07
26147,120,351,73382,8.716878721085705e-07
26139,122,326,73413,7.041167594575203e-07
26133,122,311,73434,8.612879724948916e-07
26126,112,309,73453,3.716121053386538e-07
26123,102,302,73473,8.872950253424135e-07
26116,100,283,73501,4.059085125509618e-07
26113,87,268,73532,7.144608592620705e-07
26108,82,260,73550,2.9463412334562937e-07
26106,80,245,73569,9.380907039901688e-07
26100,79,233,73588,4.933155739726703e-07
26097,78,213,73612,3.597988796222687e-07
26095,71,213,73621,3.598264557004157e-07
26093,67,199,73641,3.8517040034804e-07
26091,63,185,73661,0.0
26091,56,171,73682,6.724103962716188e-07
26088,55,157,73700,0.0
26088,48,151,73713,7.615589416158453e-07
26085,44,146,73725,1.312883854416935e-06
26080,46,139,73735,1.379264686410381e-06
26075,46,133,73746,5.767054260771776e-07
26073,42,130,73755,1.180118542907635e-06
26069,42,118,73771,6.5016504439652e-07
26067,40,112,73781,1.0275718067178534e-06
26064,37,106,73793,7.239074788329453e-07
26062,35,98,73805,0.0
26062,34,95,73809,8.077903299419602e-07
26060,31,89,73820,8.62314279062147e-07
26058,31,87,73824,8.82205301524539e-07
26056,31,83,73830,4.6239609959642067e-07
26055,28,80,73837,4.797543657647284e-07
26054,25,79,73842,0.0
26054,23,73,73850,0.0
26054,21,62,73863,0.0
26054,17,61,73868,0.0
26054,16,58,73872,6.617555580849323e-07
26053,15,57,73875,0.0
26053,15,53,73879,1.4484262486701637e-06
26051,15,50,73884,7.677248474146866e-07
26050,14,48,73888,0.0
26050,13,46,73891,1.6690311274305265e-06
26048,13,46,73893,0.0
26048,12,40,73900,1.9195331695331695e-06
26046,13,37,73904,1.037665170353491e-06
26045,14,35,73906,0.0
26045,12,32,73911,0.0
26045,12,29,73914,1.3239684630712096e-06
26044,12,25,73919,0.0
26044,12,24,73920,1.5998566528439053e-06
26043,13,21,73923,0.0
26043,10,23,73924,1.669479740028615e-06
26042,10,23,73925,0.0
26042,10,21,73927,1.8285480231567322e-06
26041,10,19,73930,0.0
26041,7,16,73936,2.400061441572904e-06
26040,8,15,73937,0.0
26040,7,14,73939,5.486065393899496e-06
26038,8,12,73942,0.0
26038,7,11,73944,3.4914006801248523e-06
26037,8,9,73946,0.0
26037,8,9,73946,0.0
26037,7,10,73946,0.0
26037,6,11,73946,0.0
26037,6,11,73946,3.491534773940581e-06
26036,7,10,73947,0.0
26036,7,9,73948,0.0
26036,6,9,73949,0.0
26036,5,10,73949,0.0
26036,4,8,73952,0.0
26036,3,8,73953,0.0
26036,3,6,73955,0.0
26036,3,6,73955,0.0
26036,3,6,73955,6.401392943104419e-06
26035,4,6,73955,0.0
26035,3,7,73955,0.0
26035,3,7,73955,0.0
26035,2,8,73955,0.0
26035,1,8,73956,
