S,E,I,R,Beta
99400,0,600,0,2.079141515761234e-06
99276,124,546,54,2.1031388129176115e-06
99162,224,516,98,2.403865321627799e-06
99039,321,499,141,2.2257987435608905e-06
98929,391,495,185,2.6955358556810103e-06
98797,479,499,225,2.373239449332991e-06
98680,545,504,271,2.2720546129544913e-06
98567,620,499,314,2.1957943909367528e-06
98459,657,525,359,2.805131843614867e-06
98314,735,551,400,2.8428487604090263e-06
98160,822,580,438,3.09136385352556e-06
97984,917,615,484,3.567863079022691e-06
97769,1038,653,540,3.86885629731625e-06
97522,1179,712,587,3.7300716242880603e-06
97263,1325,756,656,4.147920107740389e-06
96958,1495,834,713,4.192277276180252e-06
96619,1690,908,783,4.069301132980065e-06
96262,1900,991,847,4.151133025552677e-06
95866,2110,1093,931,4.008339713433105e-06
95446,2306,1231,1017,4.468312286788096e-06
94921,2572,1389,1118,4.323249550956584e-06
94351,2886,1534,1229,3.924428930298646e-06
93783,3154,1722,1341,3.7648381528896563e-06
93175,3463,1863,1499,3.5890192716796855e-06
92552,3727,2068,1653,3.5632642627123475e-06
91870,4054,2278,1798,3.631500900277743e-06
91110,4415,2499,1976,3.241336047095822e-06
90372,4698,2744,2186,3.2341217686687705e-06
89570,5034,2998,2398,3.1393039891206545e-06
88727,5400,3224,2649,3.118272205363199e-06
87835,5753,3516,2896,2.8656741007757526e-06
86950,6068,3833,3149,2.736443166970891e-06
86038,6372,4152,3438,2.6397575548125643e-06
85095,6699,4433,3773,2.6297223547355753e-06
84103,7020,4752,4125,2.7723741503273744e-06
82995,7409,5077,4519,2.456299145339612e-06
81960,7681,5461,4898,2.5224340232693087e-06
80831,8047,5795,5327,2.350476573001741e-06
79730,8352,6098,5820,2.2850982347482444e-06
78619,8660,6439,6282,2.2796064034744394e-06
77465,8980,6743,6812,2.2954112097564665e-06
76266,9267,7111,7356,2.1555240034045403e-06
75097,9460,7538,7905,2.190498519765326e-06
73857,9740,7871,8532,2.1003616910562094e-06
72636,10017,8216,9131,2.012475754442809e-06
71435,10193,8623,9749,2.0812228720127237e-06
70153,10451,8980,10416,1.879442822666601e-06
68969,10622,9243,11166,1.942020287815344e-06
67731,10839,9538,11892,1.871464076439026e-06
66522,10953,9848,12677,1.9248715284873294e-06
65261,11151,10122,13466,1.8559676965461692e-06
64035,11234,10441,14290,1.7080736550974664e-06
62893,11235,10747,15125,1.6895713785401216e-06
61751,11202,11016,16031,1.684677188860498e-06
60605,11220,11264,16911,1.6465131889808072e-06
59481,11234,11415,17870,1.6627990388137872e-06
58352,11239,11616,18793,1.5963014621625684e-06
57270,11196,11815,19719,1.6241898170983442e-06
56171,11211,11920,20698,1.511444141266141e-06
55159,11109,12061,21671,1.5798032920632445e-06
54108,11061,12193,22638,1.4914992636086167e-06
53124,10947,12344,23585,1.4791937160874255e-06
52154,10807,12457,24582,1.4745666997296948e-06
51196,10731,12511,25562,1.4238583414826845e-06
50284,10536,12635,26545,1.392958592739736e-06
49399,10333,12680,27588,1.4033030336953015e-06
48520,10165,12722,28593,1.3737878428329682e-06
47672,9982,12720,29626,1.3225858882658333e-06
46870,9778,12659,30693,1.4275425337309171e-06
46023,9650,12590,31737,1.3737648908736226e-06
45227,9459,12567,32747,1.3354030990525536e-06
44468,9232,12589,33711,1.3004466755663426e-06
43740,9071,12434,34755,1.2098631574898363e-06
43082,8824,12303,35791,1.277267284042204e-06
42405,8649,12163,36783,1.3281061788511345e-06
41720,8436,12106,37738,1.3226090594127077e-06
41052,8246,12053,38649,1.2651582633359262e-06
40426,8047,11888,39639,1.2526418674761168e-06
39824,7810,11791,40575,1.2011122196932043e-06
39260,7612,11631,41497,1.2548368705498459e-06
38687,7446,11401,42466,1.2084236322980276e-06
38154,7207,11286,43353,1.1797326281839185e-06
37646,6977,11167,44210,1.2036359835417004e-06
37140,6805,10946,45109,1.3356801947702144e-06
36597,6653,10772,45978,1.161779334961184e-06
36139,6423,10592,46846,1.115510780839573e-06
35712,6211,10430,47647,1.1490668288676515e-06
35284,6069,10196,48451,1.2147133283216356e-06
34847,5922,10004,49227,1.1215991693258703e-06
34456,5717,9777,50050,1.033020095518025e-06
34108,5480,9630,50782,1.0503560798445985e-06
33763,5292,9377,51568,1.096035270553985e-06
33416,5113,9146,52325,1.0568585447124589e-06
33093,4960,8892,53055,1.0636744911921568e-06
32780,4769,8665,53786,1.0526734561170713e-06
32481,4613,8401,54505,1.08841889641646e-06
32184,4419,8264,55133,1.000118149295953e-06
31918,4217,8101,55764,1.0094067504590808e-06
31657,4038,7894,56411,1.1204465741501659e-06
31377,3903,7697,57023,9.896120997577525e-07
31138,3734,7475,57653,1.0440092878159606e-06
30895,3614,7230,58261,1.1102612538744424e-06
30647,3477,7036,58840,8.486669519795301e-07
30464,3330,6804,59402,1.23506192600497e-06
30208,3276,6578,59938,9.511433205703655e-07
30019,3135,6396,60450,8.802013467351437e-07
29850,2975,6224,60951,9.419419290109502e-07
29675,2845,6011,61469,9.25010129561684e-07
29510,2727,5821,61942,9.372578083617485e-07
29349,2612,5622,62417,9.212116857302335e-07
29197,2518,5395,62890,9.776671927553084e-07
29043,2405,5220,63332,1.0355895862166588e-06
28886,2337,5031,63746,8.601383050098047e-07
28761,2223,4895,64121,7.813327113924951e-07
28651,2111,4724,64514,7.388398754008612e-07
28551,1996,4516,64937,9.229362501717515e-07
28432,1891,4372,65305,9.251460025197437e-07
28317,1811,4191,65681,9.016103240684952e-07
28210,1726,4033,66031,8.613799676244186e-07
28112,1655,3869,66364,9.377988544290511e-07
28010,1597,3723,66670,8.055140891606284e-07
27926,1529,3582,66963,1.0396784066752472e-06
27822,1491,3443,67244,8.14271498537036e-07
27744,1412,3302,67542,7.531872263638059e-07
27675,1359,3174,67792,9.107421466989297e-07
27595,1300,3051,68054,9.977154098748526e-07
27511,1262,2921,68306,8.71084139248972e-07
27441,1190,2847,68522,9.216055797688222e-07
27369,1168,2708,68755,7.285949725975431e-07
27315,1108,2591,68986,1.1303719425293472e-06
27235,1078,2516,69171,9.631765914231167e-07
27169,1018,2440,69373,9.654204496566422e-07
