S,E,I,R,Beta
9900,0,100,0,5.454545454545455e-05
9846,54,94,6,4.213829138952637e-05
9807,87,91,15,3.809792736069885e-05
9773,109,98,20,4.07202684614212e-05
9734,141,94,31,5.027344381833363e-05
9688,174,93,45,6.437406213650853e-05
9630,221,102,47,4.988495917577831e-05
9581,249,113,57,6.465598857621047e-05
9511,297,125,67,5.972032383555883e-05
9440,340,136,84,4.907153539381855e-05
9377,371,156,96,5.058749859858957e-05
9303,406,183,108,6.872452566861034e-05
9186,479,214,121,6.053502790715656e-05
9067,555,243,135,5.673357143278592e-05
8942,632,262,164,6.359900358715454e-05
8793,720,307,180,6.70506706734073e-05
8612,837,333,218,5.753547323449785e-05
8447,931,376,246,4.974698306587509e-05
8289,1001,427,283,4.605296429934653e-05
8126,1068,490,316,5.324305454399333e-05
7914,1171,568,347,5.116623420075673e-05
7684,1284,640,392,4.758263925039042e-05
7450,1397,723,430,4.715623752633973e-05
7196,1496,831,477,4.013461148692715e-05
6956,1564,934,546,4.125041712175523e-05
6688,1690,1006,616,3.790058690916701e-05
6433,1770,1105,692,3.573204622938989e-05
6179,1849,1201,771,3.638333971838487e-05
5909,1932,1279,880,2.9638995709093783e-05
5685,1979,1367,969,3.5000151195506084e-05
5413,2043,1479,1065,3.3975253274895894e-05
5141,2120,1556,1183,2.8877180227107145e-05
4910,2145,1652,1293,2.798558064532037e-05
4683,2151,1725,1441,2.90907290322381e-05
4448,2185,1767,1600,2.811842207049301e-05
4227,2211,1804,1758,3.0161924949786957e-05
3997,2221,1894,1888,3.143857365040676e-05
3759,2248,1959,2034,2.7295389482801254e-05
3558,2214,2034,2194,2.390502547197917e-05
3385,2185,2091,2339,2.5713351233781693e-05
3203,2137,2151,2509,2.5835843982273126e-05
3025,2107,2185,2683,2.647653989447208e-05
2850,2088,2188,2874,2.4375380865326025e-05
2698,2050,2198,3054,2.4956982930098188e-05
2550,1994,2218,3238,2.19240085574356e-05
2426,1942,2206,3426,1.7751182976204446e-05
2331,1852,2207,3610,2.390895005303705e-05
2208,1810,2203,3779,2.014709848888538e-05
2110,1708,2208,3974,2.4469400370904597e-05
1996,1670,2187,4147,1.901379347629873e-05
1913,1570,2196,4321,2.094765276789905e-05
1825,1509,2165,4501,2.2019045208643107e-05
1738,1439,2155,4668,1.788865778997648e-05
1671,1353,2134,4842,2.131290883627592e-05
1595,1275,2134,4996,1.909669685903406e-05
1530,1208,2104,5158,1.5842839036755386e-05
1479,1123,2052,5346,1.81224603843016e-05
1424,1056,2012,5508,1.710244153059173e-05
1375,1005,1954,5666,2.1215222852889177e-05
1318,966,1887,5829,1.8897769500286684e-05
1271,923,1831,5975,1.718802974044786e-05
1231,865,1777,6127,1.3714367216810888e-05
1201,817,1710,6272,1.606848094424237e-05
1168,770,1677,6385,1.7868666323588274e-05
1133,726,1623,6518,2.1752619423240173e-05
1093,699,1538,6670,1.7846158971204627e-05
1063,655,1514,6768,1.4912556496841644e-05
1039,616,1463,6882,1.513101153443588e-05
1016,577,1399,7008,1.2663713676247938e-05
998,535,1347,7120,2.0084712855555207e-05
971,506,1285,7238,1.4426140165980756e-05
953,474,1231,7342,1.278616502847479e-05
938,452,1175,7435,1.7239032799528195e-05
919,426,1138,7517,1.4342784909860378e-05
904,409,1095,7592,2.0204469228593364e-05
884,386,1052,7678,1.6129587254615214e-05
869,349,1013,7769,2.158362461760065e-05
850,325,967,7858,1.2166190157552163e-05
840,303,916,7941,1.1696818465377417e-05
831,276,885,8008,1.631687368700157e-05
819,265,836,8080,2.04473888684415e-05
805,240,799,8156,1.243790763298844e-05
797,222,759,8222,8.265514784526296e-06
792,203,723,8282,1.04782262458611e-05
786,196,678,8340,1.313547554174454e-05
779,180,653,8388,1.965845401985897e-05
769,166,629,8436,2.06739287286981e-05
759,157,595,8489,1.3285946789783109e-05
753,152,553,8542,1.2007425391862329e-05
748,139,530,8583,7.567349409746746e-06
745,131,496,8628,8.118640398354623e-06
742,123,466,8669,1.1568316694237822e-05
738,121,429,8712,6.317079487811195e-06
736,114,412,8738,6.595609962009286e-06
734,107,382,8777,2.496540508152988e-05
727,102,364,8807,1.1336668833230044e-05
724,93,344,8839,8.03032249775151e-06
722,89,330,8859,0.0
722,81,310,8887,2.233937985881512e-05
717,79,293,8911,0.0
717,73,271,8939,5.146494979594147e-06
716,67,259,8958,2.6962317465110763e-05
711,67,241,8981,1.1671948223237682e-05
709,67,227,8997,0.0
709,64,216,9011,1.9589406049208588e-05
706,59,211,9024,2.01388236241827e-05
703,53,205,9039,2.0816708878326338e-05
700,52,197,9051,0.0
700,50,180,9070,0.0
700,47,169,9084,1.69061707523246e-05
698,43,162,9097,8.843609607697478e-06
697,43,147,9113,1.95200031232005e-05
695,42,140,9123,2.0554984583761563e-05
693,41,135,9131,0.0
693,33,137,9137,0.0
693,26,138,9143,0.0
693,24,128,9155,0.0
693,23,120,9164,0.0
693,21,107,9179,0.0
693,17,96,9194,0.0
693,15,89,9203,1.6213499359566774e-05
692,13,83,9212,0.0
692,10,78,9220,0.0
692,10,75,9223,1.926782273603083e-05
691,9,71,9229,2.0382788773159942e-05
690,9,66,9235,2.195871761089153e-05
689,8,63,9240,2.303775888681549e-05
688,7,59,9246,2.4635396137169885e-05
687,6,60,9247,0.0
687,5,58,9250,0.0
687,4,55,9254,0.0
687,4,53,9256,2.746422784323419e-05
686,5,45,9264,0.0
686,4,38,9272,3.836120914531226e-05
685,4,35,9276,0.0
685,4,33,9278,0.0
685,3,32,9280,0.0
685,2,33,9280,0.0
685,2,29,9284,0.0
685,2,27,9286,5.4068667207353336e-05
684,3,27,9286,0.0
684,3,25,9288,0.0
684,2,24,9290,0.0
684,1,23,9292,0.0
684,1,22,9293,0.0
684,1,19,9296,0.0
684,0,20,9296,0.0
684,0,18,9298,0.0
684,0,15,9301,0.0
684,0,14,9302,0.0
684,0,10,9306,0.0
684,0,10,9306,0.0
684,0,9,9307,0.0
684,0,8,9308,0.0
