S,E,I,R,Beta
99400,0,600,0,2.280348759221999e-06
99264,136,546,54,2.0295897955472425e-06
99154,235,520,91,1.8231158679350384e-06
99060,308,496,136,2.4219599721250724e-06
98941,402,486,171,2.4747674581638483e-06
98822,480,496,202,2.4481945707531496e-06
98702,554,498,246,3.1533806804287524e-06
98547,655,498,300,3.851137754463927e-06
98358,777,528,337,3.908880792306645e-06
98155,903,564,378,3.8114561171341753e-06
97944,1038,597,421,4.412325451483506e-06
97686,1188,663,463,4.338708421778908e-06
97405,1337,740,518,4.162059498027877e-06
97105,1496,814,585,4.035753997136007e-06
96786,1658,897,659,3.927800258387057e-06
96445,1844,972,739,3.840223654625645e-06
96085,2026,1077,812,4.106933136084583e-06
95660,2249,1189,902,4.114656847290138e-06
95192,2493,1328,987,3.773287114336833e-06
94715,2739,1461,1085,3.5337830198690743e-06
94226,2957,1621,1196,4.013346938470337e-06
93613,3248,1831,1308,3.827183907382429e-06
92957,3552,2042,1449,3.777298608161871e-06
92240,3890,2259,1611,3.5129790177249942e-06
91508,4218,2484,1790,3.378707260145044e-06
90740,4557,2723,1980,3.2458463082869207e-06
89938,4899,2959,2204,3.1413627281115013e-06
89102,5261,3165,2472,3.354516787707632e-06
88156,5707,3422,2715,3.1093596392495758e-06
87218,6049,3733,3000,2.991540200737999e-06
86244,6417,4038,3301,2.9518746345045108e-06
85216,6787,4361,3636,2.865776891287892e-06
84151,7125,4721,4003,2.879603831756921e-06
83007,7539,5084,4370,2.597109699363984e-06
81911,7885,5424,4780,2.4916423966742235e-06
80804,8220,5761,5215,2.476843532256077e-06
79651,8567,6094,5688,2.393935502935791e-06
78489,8862,6464,6185,2.3100291912002805e-06
77317,9128,6839,6716,2.513375531174922e-06
75988,9593,7157,7262,2.2028290076084684e-06
74790,9843,7570,7797,2.151334171611821e-06
73572,10142,7930,8356,2.096238569843549e-06
72349,10335,8346,8970,2.023765988235719e-06
71127,10532,8700,9641,1.9860864062324004e-06
69898,10679,9129,10294,1.937003985348088e-06
68662,10854,9425,11059,1.94857568157461e-06
67401,11053,9716,11830,1.8782407784837087e-06
66171,11167,10011,12651,1.814509759293189e-06
64969,11206,10349,13476,1.863573395799322e-06
63716,11325,10671,14288,1.7296319468527167e-06
62540,11417,10908,15135,1.7253350961361994e-06
61363,11424,11248,15965,1.7342522190720616e-06
60166,11443,11491,16900,1.709655125157126e-06
58984,11433,11738,17845,1.7115517082042889e-06
57799,11493,11951,18757,1.6098307406442244e-06
56687,11487,12124,19702,1.639813715532287e-06
55560,11496,12285,20659,1.605732347273024e-06
54464,11433,12426,21677,1.5175030067541562e-06
53437,11289,12592,22682,1.5530287907581036e-06
52392,11255,12612,23741,1.455881852275924e-06
51430,11061,12761,24748,1.5465530053311283e-06
50415,10951,12915,25719,1.4820850663841644e-06
49450,10791,12968,26791,1.4315396567673151e-06
48532,10665,12945,27858,1.48031010873212e-06
47602,10487,12991,28920,1.4359693922606573e-06
46714,10349,12965,29972,1.360528470205772e-06
45890,10119,12975,31016,1.4342750591911377e-06
45036,9961,12961,32042,1.3791057185028066e-06
44231,9780,12886,33103,1.2737721097406396e-06
43505,9487,12866,34142,1.4417528370060186e-06
42698,9406,12713,35183,1.282193762195878e-06
42002,9167,12668,36163,1.2516883321011658e-06
41336,8928,12549,37187,1.303194169006517e-06
40660,8744,12349,38247,1.2706370476258269e-06
40022,8526,12190,39262,1.2523874789292468e-06
39411,8267,12107,40215,1.1694460784728875e-06
38853,8020,11928,41199,1.0875227428193592e-06
38349,7668,11822,42161,1.2109531626741671e-06
37800,7459,11660,43081,1.168468149600225e-06
37285,7276,11481,43958,1.15869147616675e-06
36789,7040,11274,44897,1.15970909442377e-06
36308,6817,11081,45794,1.1831114871704434e-06
35832,6606,10885,46677,1.017866975400847e-06
35435,6322,10724,47519,1.0973541554486108e-06
35018,6092,10506,48384,1.152489883177428e-06
34594,5964,10203,49239,1.11343247143404e-06
34201,5756,9970,50073,9.560566732799786e-07
33875,5477,9728,50920,1.0196154593124878e-06
33539,5241,9521,51699,1.027167261934626e-06
33211,5055,9299,52435,1.0847423767130952e-06
32876,4892,9099,53133,1.1131958963627858e-06
