rmse_I,rmse_Beta,time_predict,roll_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
224.04157793283144,3.820792915952764e-05,0.016263246536254883,14,421,28.0,130,14
244.00066574414305,3.972880855556456e-05,0.01299738883972168,14,429,29.0,94,14
257.34922829815605,1.3381228346174766e-05,0.01002192497253418,33,504,188.84089085641133,99,48
26.991005272897947,3.740311466884104e-06,0.0069789886474609375,55,526,537.8712503416887,84,85
106.71736663461137,3.0749204831091528e-06,0.009978294372558594,67,400,251.18449315030517,118,105
188.74292045885252,5.7069269924214396e-06,0.009999752044677734,61,417,185.30709802033627,119,79
99.29813273481008,4.786921925544903e-06,0.006999015808105469,57,392,286.592825907384,106,83
178.7919119288086,7.3767755702317266e-06,0.0069959163665771484,44,352,162.20543596120842,110,67
168.81493752707044,8.213159479490372e-06,0.006999492645263672,42,334,214.73149344997404,110,63
233.80476821321315,2.2860929485391904e-05,0.00800180435180664,24,401,67.99073323381528,116,35
104.56312151222092,4.3861679715166964e-06,0.007019758224487305,63,479,366.52810113297505,94,80
292.7551676926322,3.003040720370047e-05,0.007999181747436523,14,554,72.16570798107125,85,28
11.772296503068056,3.4429661169818956e-06,0.006996631622314453,70,491,453.3447736480837,98,97
39.307421767153535,3.877583637037108e-06,0.010001182556152344,47,523,603.0268304755652,96,85
232.0651900294289,1.0202953634558454e-05,0.009001731872558594,38,435,158.30625542873906,110,56
40.310419689898325,3.2323691520390326e-06,0.0059986114501953125,76,425,421.42774956354333,102,107
185.2018116501787,1.0754451010909699e-05,0.008001089096069336,32,403,218.86284377239204,83,53
16.09944612217684,3.4874410634713826e-06,0.011000394821166992,63,460,454.9061579802601,97,94
137.50241154514902,3.2215299856175825e-06,0.013002157211303711,58,448,267.11992629492676,110,90
67.20983977970802,4.0852294687239015e-06,0.010998010635375977,52,541,561.6639689900762,87,106
51.54641171208571,3.483634049398952e-06,0.006999492645263672,70,439,369.653856787435,106,93
183.87943030242096,5.2446882494964155e-06,0.006998777389526367,62,491,701.3191422063784,101,117
86.57424093299068,3.546358777169383e-06,0.009999275207519531,57,472,590.6957268177588,92,97
68.74186977279118,3.9442158358185365e-06,0.007019996643066406,62,400,412.7507809201522,126,126
67.17377339570119,3.690786799347411e-06,0.005999088287353516,70,415,382.1562584395781,92,88
232.09499676046897,1.3130825479844683e-05,0.007997751235961914,25,473,165.97631663340064,80,48
96.33147750641498,3.5660761013556167e-06,0.010998725891113281,56,389,268.0334550386807,106,90
41.44234688509194,2.93354539478083e-06,0.013021230697631836,65,439,338.5552814676547,111,104
87.40855289735131,4.2588023923317125e-06,0.01199960708618164,55,413,322.3439690261803,96,81
215.41758570088538,1.5064941242151138e-05,0.012018203735351562,32,401,108.95980067249639,100,45
229.6877998660043,1.9168815557882085e-05,0.011999368667602539,14,443,166.50243919728752,95,38
56.55192189175967,4.2949623447011605e-06,0.01197671890258789,52,468,421.86601093866216,81,83
213.48171835856837,1.2494348390879664e-05,0.011000394821166992,36,439,150.79750223186235,93,50
21.351057454112613,3.48144168433878e-06,0.010999202728271484,77,481,432.1522515683018,101,101
255.6368546720986,1.5317322414721988e-05,0.010000228881835938,21,507,158.33305339140566,79,44
152.37389079741553,4.039079219311298e-06,0.00699925422668457,53,490,273.15057225669864,113,82
25.34756404476612,3.6198484791850727e-06,0.008986949920654297,56,482,455.3181135894823,93,99
142.86071894893146,3.6436253391260193e-06,0.009003400802612305,56,461,230.37722625641916,124,95
227.46029248786996,1.6587518668319908e-05,0.008985757827758789,30,465,139.25353883154835,84,42
254.53905160021006,3.385018939955515e-05,0.014001131057739258,14,467,58.00651459451368,110,24
198.24258896015476,9.083894912100681e-06,0.006997585296630859,38,420,199.23315020613336,97,58
66.02458569942654,5.19227601347441e-06,0.007000923156738281,43,524,551.7409155702958,79,70
151.3802664252819,6.762666656360089e-06,0.006998777389526367,38,466,378.24409219240994,73,64
257.16666342761766,3.356130235258419e-05,0.008008718490600586,14,462,64.591004486809,111,25
241.0679540309989,3.240400272886669e-05,0.008000612258911133,14,415,89.07113723795358,102,25
142.57717041654138,4.83539407600617e-06,0.0069997310638427734,64,459,299.19042984292906,101,80
63.447076029805096,3.7029414538822264e-06,0.009997844696044922,58,457,414.62877911841895,83,82
226.34031997333778,1.2274980368929615e-05,0.006998777389526367,29,415,206.66554181144997,112,50
79.37786335300495,3.7192384914595504e-06,0.007998943328857422,66,341,304.08646171005745,89,84
251.8054444433921,2.2938177230695902e-05,0.008000373840332031,14,490,168.67431749886592,70,33
308.7510062331478,2.921054842810962e-05,0.010000467300415039,14,624,114.77345287732592,76,28
54.77954265933017,3.919383146970047e-06,0.006014585494995117,63,490,379.66461028746005,103,92
140.88792183329306,6.338613755500339e-06,0.00699925422668457,42,494,403.36833730571135,87,66
16.217038560028534,3.000556630276224e-06,0.006998300552368164,78,383,342.67145299518756,108,107
110.61785603218105,4.573666043619055e-06,0.00699925422668457,59,437,386.67542155713124,85,75
49.99241520491985,4.444423455105287e-06,0.008014678955078125,51,516,486.24277539360696,86,77
247.48555935551315,3.433274039462901e-05,0.0069997310638427734,14,449,71.70742277760573,102,23
217.21652627528087,9.387545389940924e-06,0.008000850677490234,32,523,260.52376731794254,88,55
167.09483520530733,7.066590253087348e-06,0.006998538970947266,37,499,331.95729137064905,87,62
88.2734237956508,5.101409120140965e-06,0.009000062942504883,43,460,405.8853900445578,83,72
323.29857433092343,1.0781789673360213e-05,0.007998466491699219,14,1294,695.8518108019869,77,61
529.9042201002504,2.1144099596489726e-05,0.007997512817382812,14,1267,234.04519355622978,72,42
551.958721431835,2.064401850607537e-05,0.006999015808105469,14,1322,236.49490235358377,75,43
560.0077750298303,4.1721399508576167e-05,0.007999420166015625,14,1239,131.59107082354345,69,36
516.2569090253899,2.4305978108914936e-05,0.006999969482421875,14,1369,301.1914801338017,76,49
534.5573786810452,2.3010767252271833e-05,0.009000301361083984,14,1274,243.17375804936563,76,42
565.8113688389813,2.8529442856041224e-05,0.00699925422668457,14,1291,146.97760010922977,72,36
559.1651802685333,2.5693976341635773e-05,0.007996797561645508,14,1216,169.99566310719067,79,38
114.952721181114,9.968740709063971e-06,0.009002923965454102,27,1300,1544.4023440069764,73,73
583.54320307975,3.1176278913948626e-05,0.007013559341430664,14,1319,111.447411911645,74,32
192.68608132826716,1.1044000204546908e-05,0.007000923156738281,22,1318,1831.2586024587813,61,62
211.3369756833216,7.14688375505084e-06,0.008998870849609375,24,1227,869.6771415571743,72,61
470.59896855564284,1.4755077351174614e-05,0.007995843887329102,14,1335,416.47256482979884,67,51
557.2596105480839,3.2500217071123585e-05,0.007999658584594727,14,1205,133.33797196172807,68,30
580.3796000297186,3.0441469493372306e-05,0.006994724273681641,14,1331,183.77609354173228,74,36
445.6726498154676,1.6262870739469773e-05,0.0069997310638427734,14,1224,444.9749472404154,72,50
185.24818354797628,5.3902957837981315e-06,0.006997346878051758,28,1244,922.2498277356246,71,62
561.4300482016993,2.610121980920402e-05,0.007982254028320312,14,1257,147.68350484647368,73,34
537.5521211995961,1.6361535065736047e-05,0.006997346878051758,14,1375,242.6414273186511,68,44
447.88550081452047,1.534852139229945e-05,0.007996320724487305,14,1329,509.02215781104996,60,48
582.143675979589,2.7220164840081763e-05,0.007999181747436523,14,1284,161.86329148975827,75,33
491.1293950752184,3.0058201609109353e-05,0.008011579513549805,14,1278,391.15613780923076,63,43
135.76592853924018,7.031290905791893e-06,0.007999420166015625,26,1325,1137.8829569225065,66,59
