rmse_I,rmse_Beta,time_predict,roll_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
577.2836208493378,1.0066073110090659e-05,0.006997346878051758,37,475,1857.391819901069,103,98
82.86636760268458,4.787930927960236e-06,0.008996725082397461,70,480,438.968068457581,119,104
97.86948855183137,5.925002361669731e-06,0.006997823715209961,49,403,393.06323865221054,89,87
130.82786860242626,6.57858308258128e-06,0.008016824722290039,49,494,351.41073642352296,95,84
257.02408810599013,1.1301914772112488e-05,0.016999483108520508,19,444,37.681308618164365,129,28
129.63970018798454,5.110281779199256e-06,0.008000612258911133,50,523,789.2316352432947,95,97
73.40323269489434,5.216418029174567e-06,0.010012388229370117,54,451,546.9273302271605,102,105
259.66796251128574,1.3095329941961315e-05,0.008002042770385742,9,509,30.0,105,9
223.59155711267502,1.2153901076090078e-05,0.020999670028686523,15,412,34.0,104,15
82.52481239687437,5.347550256112482e-06,0.011017799377441406,75,431,394.3803602527343,116,103
209.6550892908888,8.701748752734565e-06,0.011021614074707031,51,431,246.38615075520661,88,55
91.14203837580982,4.8414863872963396e-06,0.010000467300415039,64,455,622.854525901491,94,102
245.8895385118792,1.1758247497465986e-05,0.015999555587768555,10,444,33.0,110,10
151.83105135255897,6.686554354310737e-06,0.012998819351196289,48,392,262.70875462808476,94,83
108.09904765671068,5.344740064911145e-06,0.013996362686157227,62,472,664.9046862814471,94,107
156.1356091580703,6.70850839908864e-06,0.005998849868774414,46,460,361.73906740707594,102,72
167.8663895428365,6.47694697057535e-06,0.011999845504760742,73,481,344.28796180844176,106,85
223.85707915756797,1.2326585842590258e-05,0.012953758239746094,8,424,36.0,105,8
93.39639866538222,5.912415946227846e-06,0.012989521026611328,41,516,708.1952602380887,102,93
141.54329470111497,7.1242422421488695e-06,0.006995677947998047,50,460,332.7030944271564,90,78
159.80348482510274,7.265947362813947e-06,0.010953187942504883,50,422,350.57586992153387,94,67
170.06673951204573,7.1561383940490925e-06,0.007996559143066406,48,507,375.45387067100194,92,70
259.7611810097338,1.2913203778126607e-05,0.01199650764465332,13,494,31.47578330632262,107,15
233.5924086245976,7.790068798288513e-06,0.010998249053955078,45,553,217.43462019454134,98,67
180.73847459556018,8.613580207763052e-06,0.006972074508666992,27,348,164.62535971515305,111,58
238.67109569572386,8.223514280481013e-06,0.012843847274780273,25,509,122.0028406294731,109,66
62.735946317466656,3.7739396812301666e-06,0.011997222900390625,77,446,546.3319129588973,117,118
125.57821019026005,6.0661017387569014e-06,0.012999773025512695,60,457,330.6368099221867,98,89
116.91053280765315,6.601889850555349e-06,0.010978937149047852,44,388,379.84468273166254,107,90
98.80239709705475,6.063200639166244e-06,0.013003110885620117,87,389,348.69711528220273,112,97
