rmse_I,rmse_Beta,time_predict,roll_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
36.74300990169469,4.3531495501833964e-06,42.8850371837616,37,475,518.8476910981229,103,98
65.53969274339289,3.493763363726562e-06,36.52074861526489,70,480,366.03210533410464,119,100
28.305749399122092,3.546450295453691e-06,39.29032897949219,49,403,428.478704117018,89,99
29.613436137703538,3.8067935401719633e-06,38.66017961502075,49,494,464.8932691073271,95,99
205.657082329003,7.488099108293806e-06,45.12493133544922,19,444,185.1792730745512,129,96
29.695707333350278,3.575415588593944e-06,40.04837250709534,50,523,538.2130818005154,95,97
42.51371184799023,3.6635822880768844e-06,37.50892639160156,54,451,376.2668838222379,102,101
206.14451267813166,8.235301368205818e-06,49.036874532699585,9,509,152.3157426800369,105,102
166.04293495503703,7.709550537615282e-06,46.64688467979431,15,412,156.49904749899386,104,97
34.77194084903006,3.8017973688936582e-06,35.08161544799805,75,431,367.8956233231445,116,102
17.28162654170343,4.51636937488632e-06,39.78879523277283,51,431,428.8339609397658,88,95
47.18126227836265,3.436049383727776e-06,36.44077491760254,64,455,493.12670761438386,94,99
186.3690211318467,7.519317214143654e-06,48.86819005012512,10,444,180.42304485603802,110,96
29.067496247133644,3.72965037260638e-06,40.54790258407593,48,392,353.70588134470404,94,100
33.2232419839898,4.204381201022943e-06,37.133195638656616,62,472,471.12278453302645,94,100
94.31973698106437,4.110515663136568e-06,41.027610063552856,46,460,604.6317954696026,102,94
40.73061055154412,3.6553876750496315e-06,35.58204698562622,73,481,393.65401032907846,106,100
149.58822864152094,8.026538161439729e-06,48.12374663352966,8,424,180.3899780106386,105,96
44.000413990995156,4.975859050866172e-06,41.61908149719238,41,516,554.4371204566614,102,96
42.37529388694272,4.332983837912315e-06,42.90476679801941,50,460,488.5803030997555,90,98
85.5353276150149,4.127952114474351e-06,40.21981930732727,50,422,566.1504710047294,94,93
65.29334145158509,4.605995083585591e-06,41.183151721954346,48,507,602.3175531247801,92,92
192.7222321728841,8.530121501581426e-06,46.95813870429993,13,494,171.16926019376749,107,96
48.29859362895307,4.4877517520219135e-06,41.77633309364319,45,553,436.23033914386514,98,99
115.9439137549774,5.315840257866434e-06,44.52417993545532,27,348,566.0758562730166,111,96
138.1746915078846,5.7603487551178075e-06,44.767826557159424,25,509,252.0857001853155,109,98
54.18831535554465,2.7752732464197858e-06,34.21789574623108,77,446,368.1504127258755,117,102
22.31827774257513,3.7199373324586303e-06,37.759480714797974,60,457,387.57431856522845,98,100
22.811589930930165,4.166486950555739e-06,42.52182602882385,44,388,388.78409373253925,107,100
28.861143092389288,3.927777255170122e-06,32.46608352661133,87,389,351.2589202274243,112,99
