S,E,I,R,Beta
99500,0,500,0,5.688442211055276e-06
99217,283,465,35,4.681819940456354e-06
99001,467,459,73,4.09317843425758e-06
98815,609,457,119,5.558206098946477e-06
98564,796,479,161,5.274065433487088e-06
98315,987,497,201,7.429001614835736e-06
97952,1238,573,237,8.427392296144766e-06
97479,1588,648,285,1.0116138974662347e-05
96840,2068,763,329,8.445109226119424e-06
96216,2479,913,392,7.911643854266929e-06
95521,2892,1109,478,8.788591415260482e-06
94590,3545,1281,584,8.946124277346688e-06
93506,4260,1559,675,8.657126440157915e-06
92244,5092,1880,784,8.736081087439695e-06
90729,6087,2244,940,8.349874434588253e-06
89029,7203,2634,1134,7.756850712811083e-06
87210,8306,3154,1330,7.601968353561986e-06
85119,9547,3762,1572,7.273177466485782e-06
82790,10936,4399,1875,6.556959148140077e-06
80402,12183,5165,2250,6.301827990051829e-06
77785,13549,6023,2643,5.976532866218909e-06
74985,15036,6856,3123,5.650682839796275e-06
72080,16467,7748,3705,5.312673866070912e-06
69113,17732,8815,4340,5.024366000228534e-06
66052,19046,9819,5083,4.482205864745733e-06
63145,20099,10883,5873,4.573585309702192e-06
60002,21263,12013,6722,4.353471799282098e-06
56864,22311,13127,7698,4.115459384509899e-06
53792,23193,14289,8726,4.096878955199019e-06
50643,24032,15443,9882,3.913922605107295e-06
47582,24712,16564,11142,3.756907418767744e-06
44621,25188,17719,12472,3.67044652293548e-06
41719,25595,18856,13830,3.594975588895392e-06
38891,25842,19907,15360,3.447415636085184e-06
36222,25912,20883,16983,3.2825504143888733e-06
33739,25753,21885,18623,3.247658992122077e-06
31341,25583,22673,20403,3.2296901011868662e-06
29046,25317,23407,22230,3.071131455219369e-06
26958,24878,23951,24213,3.0510892126746064e-06
24988,24320,24571,26121,2.768819163840457e-06
23288,23679,24968,28065,2.782675531310101e-06
21670,22931,25284,30115,2.6373219789412853e-06
20225,22110,25463,32202,2.8175349510987293e-06
18774,21310,25731,34185,2.649698691790348e-06
17494,20463,25820,36223,2.457409985515007e-06
16384,19584,25751,38281,2.491085752737758e-06
15333,18581,25690,40396,2.490449658682732e-06
14352,17709,25484,42455,2.45525336289874e-06
13454,16785,25311,44450,2.325757630083985e-06
12662,15882,25021,46435,2.253674753990095e-06
11948,14984,24619,48449,2.342359765708541e-06
11259,14170,24131,50440,2.348256536750257e-06
10621,13423,23563,52393,2.2176703550334003e-06
10066,12564,23101,54269,2.2964317930987545e-06
9532,11827,22568,56073,2.342898258862142e-06
9028,11141,22029,57802,2.147046951622738e-06
8601,10441,21381,59577,1.968482731738093e-06
8239,9775,20670,61316,2.1256589763026018e-06
7877,9153,20013,62957,2.0299107217987627e-06
7557,8520,19363,64560,1.8041882877959969e-06
7293,7918,18628,66161,1.6635505273734884e-06
7067,7405,17827,67701,1.817699662342047e-06
