S,E,I,R,Beta
99500,0,500,0,1.0251256281407035e-06
99449,51,472,28,8.947606395987655e-07
99407,87,437,69,1.1279703285793682e-06
99358,132,414,96,9.481158895179516e-07
99319,152,405,124,9.447050463035992e-07
99281,173,384,162,1.2590525881085002e-06
99233,208,366,193,1.5969480450575036e-06
99175,243,359,223,1.1234747951940555e-06
99135,256,361,248,1.3691841632335772e-06
99086,286,342,286,1.6820405169919734e-06
99029,323,325,323,1.6156883337204254e-06
98977,337,338,348,1.195663591200705e-06
98937,344,342,377,1.5959119120461028e-06
98883,362,347,408,2.0400787458738314e-06
98813,389,367,431,2.123296168572729e-06
98736,429,374,461,2.3830630939784763e-06
98648,477,392,483,2.275664949298185e-06
98560,526,403,511,2.2658792820083143e-06
98470,557,435,538,1.9843840646955896e-06
98385,585,455,575,2.4572672842226126e-06
98275,647,457,621,2.5383154825554825e-06
98161,697,485,657,2.3945512616186936e-06
98047,740,514,699,2.6390900671436106e-06
97914,801,551,734,2.391075660417878e-06
97785,860,579,776,2.1018230842522848e-06
97666,881,630,823,2.06404789371226e-06
97539,908,674,879,2.509838338118302e-06
97374,994,708,924,2.146769651268294e-06
97226,1034,757,983,2.160323680074161e-06
97067,1078,805,1050,2.265195961526734e-06
96890,1157,829,1124,2.2658851935732026e-06
96708,1227,864,1201,2.261963849940025e-06
96519,1296,896,1289,2.185450533055668e-06
96330,1371,937,1362,2.04960691309146e-06
96145,1413,989,1453,2.3241774239185514e-06
95924,1484,1068,1524,2.1572165355000923e-06
95703,1561,1141,1595,1.8956543388052449e-06
95496,1643,1169,1692,2.042373444329522e-06
95268,1716,1237,1779,2.011090425447961e-06
95031,1791,1290,1888,1.7293418491999224e-06
94819,1821,1368,1992,1.8656660035997175e-06
94577,1881,1448,2094,1.9788605700391923e-06
94306,1965,1521,2208,1.7150096515305351e-06
94060,2029,1568,2343,1.851022143920294e-06
93787,2077,1681,2455,1.7252758628889527e-06
93515,2133,1769,2583,1.8860164784040384e-06
93203,2207,1865,2725,1.806429098420154e-06
92889,2298,1947,2866,1.65325920450818e-06
92590,2366,2031,3013,1.563411574637827e-06
92296,2403,2122,3179,1.5164503306454004e-06
91999,2452,2185,3364,1.4675316215132475e-06
91704,2490,2268,3538,1.3702932877668985e-06
91419,2525,2344,3712,1.427997189701531e-06
91113,2570,2437,3880,1.4726918281424842e-06
90786,2621,2499,4094,1.4986277814718952e-06
90446,2680,2586,4288,1.4964084742962945e-06
90096,2759,2641,4504,1.3280461630191123e-06
89780,2808,2701,4711,1.4515716520922549e-06
89428,2876,2767,4929,1.5033505561807031e-06
89056,2957,2846,5141,1.2349411356824854e-06
88743,2974,2925,5358,1.1249232032843134e-06
88451,2951,3017,5581,1.4389747287070778e-06
88067,3065,3041,5827,1.1761993397548765e-06
87752,3065,3116,6067,1.1812669407576563e-06
87429,3093,3185,6293,1.2353598855625806e-06
87085,3139,3235,6541,1.348857140854141e-06
86705,3169,3292,6834,1.2927733688405742e-06
86336,3207,3350,7107,1.2274155538098978e-06
85981,3230,3442,7347,1.2671204787139269e-06
85606,3277,3460,7657,1.1715185540854668e-06
85259,3302,3499,7940,1.1195984532660211e-06
84925,3302,3572,8201,1.2262977576222482e-06
84553,3339,3623,8485,1.1719176449793274e-06
84194,3363,3686,8757,1.166466032360913e-06
83832,3428,3678,9062,1.10594321038047e-06
83491,3456,3694,9359,1.125104653376429e-06
83144,3473,3722,9661,1.1859292512480888e-06
82777,3488,3806,9929,1.060151666059132e-06
82443,3475,3854,10228,1.0448948448986103e-06
82111,3458,3891,10540,1.16121152497368e-06
81740,3473,3908,10879,1.1144505671050755e-06
81384,3484,3961,11171,1.0609190119739417e-06
81042,3446,4015,11497,1.0541403081648577e-06
80699,3431,4043,11827,1.1095239367789952e-06
80337,3449,4038,12176,1.0450035688259047e-06
79998,3458,4050,12494,1.033976466695618e-06
79663,3452,4060,12825,1.0233997413612232e-06
79332,3445,4090,13133,1.060197391495269e-06
78988,3426,4095,13491,1.023323553328111e-06
78657,3411,4118,13814,9.724937821063034e-07
78342,3376,4130,14152,1.075559740760432e-06
77994,3398,4140,14468,1.0839431597550116e-06
77644,3405,4139,14812,9.77071444048987e-07
77330,3398,4135,15137,9.944972714653871e-07
77012,3411,4096,15481,9.510490248272996e-07
76712,3365,4098,15825,8.938632047529245e-07
76431,3300,4102,16167,9.855831763592776e-07
76122,3289,4093,16496,8.826342154610772e-07
75847,3269,4057,16827,9.944386861425382e-07
75541,3246,4065,17148,9.769626826144753e-07
75241,3238,4053,17468,8.853859000190171e-07
74971,3190,4039,17800,8.553278382603723e-07
74712,3157,4012,18119,9.74162852485482e-07
74420,3116,4051,18413,9.752038822932895e-07
74126,3131,3971,18772,9.818098625932975e-07
73837,3109,3912,19142,9.86670107618082e-07
73552,3097,3905,19446,9.60933994418784e-07
73276,3042,3916,19766,8.363860961182708e-07
73036,3001,3916,20047,8.636092595919087e-07
72789,2953,3918,20340,9.29213882040232e-07
72524,2907,3920,20649,8.58266200970488e-07
72280,2852,3915,20953,8.339923993607943e-07
72044,2789,3895,21272,8.374571266496747e-07
71809,2764,3833,21594,8.574213727252961e-07
71573,2738,3799,21890,8.23814636381441e-07
71349,2682,3798,22171,9.225653892390836e-07
71099,2654,3772,22475,8.352429946342945e-07
70875,2591,3770,22764,8.19614612718061e-07
70656,2555,3718,23071,6.813881840010602e-07
70477,2460,3700,23363,8.206625968448975e-07
70263,2421,3647,23669,8.741492035558314e-07
70039,2394,3606,23961,8.235646098354346e-07
69831,2384,3537,24248,8.542778267853889e-07
69620,2360,3485,24535,9.355975067768996e-07
69393,2342,3484,24781,6.907528118644299e-07
69226,2269,3453,25052,8.408726772429707e-07
69025,2232,3420,25323,7.963891377604944e-07
68837,2190,3367,25606,7.852470917392399e-07
68655,2149,3316,25880,7.906527972109986e-07
68475,2115,3270,26140,8.217468148937144e-07
68291,2088,3197,26424,7.191070456656379e-07
68134,2027,3184,26655,7.513644778918516e-07
67971,1980,3155,26894,7.973942275792504e-07
67800,1944,3114,27142,8.099306017358092e-07
67629,1943,3056,27372,6.87071649534777e-07
67487,1866,3029,27618,8.218449398442035e-07
67319,1829,2969,27883,8.05523142977591e-07
67158,1822,2889,28131,7.731183173778721e-07
67008,1778,2848,28366,6.707232005837974e-07
66880,1744,2749,28627,9.13772907416529e-07
66712,1719,2737,28832,6.736376516435028e-07
66589,1678,2658,29075,6.553910701000526e-07
66473,1627,2597,29303,6.777486055597595e-07
66356,1582,2544,29518,8.530317316430415e-07
66212,1565,2508,29715,7.406974898954409e-07
66089,1522,2458,29931,7.941063177362686e-07
65960,1507,2417,30116,7.338859348063407e-07
65843,1476,2378,30303,7.025402719395439e-07
65733,1458,2312,30497,6.316841061488288e-07
65637,1423,2263,30677,6.934321093038049e-07
65534,1398,2223,30845,6.589691654736236e-07
65438,1349,2208,31005,6.851822568192661e-07
65339,1317,2167,31177,7.910184767578961e-07
65227,1289,2132,31352,7.694301019637266e-07
65120,1261,2102,31517,5.990550709865648e-07
65038,1225,2051,31686,5.397587089655376e-07
64966,1192,1969,31873,7.192104407717147e-07
64874,1163,1925,32038,7.527078464588099e-07
64780,1143,1891,32186,8.653133275068903e-07
64674,1144,1863,32319,7.220656335749962e-07
64587,1111,1849,32453,7.871288489648205e-07
64493,1096,1821,32590,7.237630385166339e-07
64408,1063,1804,32725,6.626960444241134e-07
64331,1031,1762,32876,7.322373639694859e-07
64248,997,1730,33025,7.467450910957036e-07
64165,965,1711,33159,6.740366501963382e-07
64091,945,1684,33280,7.504916832364729e-07
64010,922,1657,33411,6.882599910601627e-07
63937,922,1588,33553,6.598907638497578e-07
63870,905,1534,33691,6.225977677522526e-07
63809,886,1486,33819,8.120634750153485e-07
63732,880,1452,33936,7.672452084564167e-07
63661,865,1397,34077,7.196314110880156e-07
63597,846,1362,34195,7.504117393765999e-07
63532,828,1323,34317,6.543503184116238e-07
63477,805,1303,34415,6.407890187526423e-07
63424,787,1270,34519,5.834995272412341e-07
63377,753,1244,34626,7.610254706600075e-07
63317,730,1222,34731,7.237631901640996e-07
63261,709,1201,34829,8.423661639096351e-07
