S,E,I,R,Beta
99000,0,1000,0,3.858585858585859e-06
98618,382,917,83,3.914512963927011e-06
98264,700,885,151,3.73719407329316e-06
97939,949,877,235,4.33099498800262e-06
97567,1237,877,319,4.534497645853607e-06
97179,1492,932,397,6.006348975853461e-06
96635,1877,1008,480,6.108322841390571e-06
96040,2268,1132,560,6.769852961737086e-06
95304,2787,1270,639,7.080533341793621e-06
94447,3369,1459,725,6.908654732309114e-06
93495,3980,1674,851,6.644916067362326e-06
92455,4632,1933,980,6.518740132886616e-06
91290,5342,2250,1118,6.168376723749711e-06
90023,6094,2578,1305,5.941934656178332e-06
88644,6887,2935,1534,5.434905020230223e-06
87230,7612,3386,1772,5.657487768010364e-06
85559,8504,3921,2016,5.255206306507496e-06
83796,9437,4466,2301,5.146527242059742e-06
81870,10433,5043,2654,5.110562415940634e-06
79760,11535,5626,3079,5.018610755836653e-06
77508,12625,6316,3551,4.792248783945423e-06
75162,13662,7141,4035,4.51063233174081e-06
72741,14792,7813,4654,4.286276591813198e-06
70305,15788,8609,5298,4.323792085608374e-06
67688,16839,9483,5990,4.159621638572364e-06
65018,17836,10329,6817,3.920658137131197e-06
62385,18711,11238,7666,3.7042709216743823e-06
59788,19430,12223,8559,3.649481597638882e-06
57121,20143,13243,9493,3.3458769435927832e-06
54590,20709,14186,10515,3.246326698697262e-06
52076,21155,15160,11609,3.1654061113440657e-06
49577,21605,16005,12813,3.127993597468448e-06
47095,21974,16887,14044,3.050447057413469e-06
44669,22187,17761,15383,2.823412765669324e-06
42429,22228,18562,16781,2.921655825698295e-06
40128,22309,19261,18302,2.8476964674052327e-06
37927,22290,19949,19834,2.7451550217787606e-06
35850,22114,20632,21404,2.621484655324115e-06
33911,21855,21177,23057,2.584478587718137e-06
32055,21470,21657,24818,2.556844284301004e-06
30280,21109,22053,26558,2.45445687137406e-06
28641,20601,22409,28349,2.371395538961562e-06
27119,20057,22701,30123,2.303337461748984e-06
25701,19485,22874,31940,2.2912657185548607e-06
24354,18865,23058,33723,2.2811675928207093e-06
23073,18257,23092,35578,2.2672599650561187e-06
21865,17670,23085,37380,2.284283205352553e-06
20712,17052,23028,39208,2.1469488535729223e-06
19688,16314,23033,40965,2.042014766968715e-06
18762,15606,22773,42859,2.040878296093928e-06
17890,14911,22509,44690,2.0959258058158016e-06
17046,14236,22234,46484,2.1160907211258285e-06
16244,13562,21904,48290,1.953297494437009e-06
15549,12819,21619,50013,2.055606499989584e-06
14858,12215,21178,51749,1.9226935822242486e-06
14253,11600,20699,53448,1.972728573119627e-06
13671,10989,20267,55073,1.7107580445771357e-06
13197,10359,19707,56737,1.8148731073598685e-06
12725,9811,19153,58311,1.801233106131096e-06
12286,9332,18576,59806,1.8490546090499148e-06
11864,8837,18039,61260,1.7335258135731016e-06
11493,8308,17478,62721,1.63783729529162e-06
11164,7814,16875,64147,1.6773491513727988e-06
10848,7325,16402,65425,1.5792825466640337e-06
10567,6857,15864,66712,1.5032670287583572e-06
10315,6411,15354,67920,1.445921494292304e-06
10086,5992,14792,69130,1.6756918086929422e-06
9836,5644,14245,70275,1.5772890925391942e-06
9615,5322,13664,71399,1.5832015013621625e-06
9407,4983,13141,72469,1.5612690470475643e-06
9214,4666,12631,73489,1.7012935175200668e-06
9016,4375,12123,74486,1.5736365665123843e-06
8844,4119,11595,75442,1.521265833598092e-06
8688,3869,11040,76403,1.4700436384017937e-06
8547,3620,10561,77272,1.4402059662925112e-06
8417,3380,10070,78133,1.333188766905394e-06
8304,3177,9545,78974,1.3247258952876094e-06
8199,2964,9096,79741,1.2201972847150954e-06
8108,2784,8658,80450,1.2678231721152292e-06
8019,2583,8242,81156,1.331465287534922e-06
7931,2402,7859,81808,1.347671510010897e-06
7847,2241,7467,82445,1.2288042152899802e-06
7775,2087,7055,83083,1.494914783020867e-06
7693,1964,6661,83682,1.268464129776136e-06
7628,1828,6320,84224,1.203095856040039e-06
7570,1710,5967,84753,1.5718331049747631e-06
7499,1612,5652,85237,1.203274378551252e-06
7448,1509,5389,85654,1.121152429093836e-06
7403,1400,5101,86096,7.679535016336092e-07
7374,1288,4858,86480,1.3399253192623309e-06
7326,1208,4567,86899,1.524306319576738e-06
7275,1147,4282,87296,1.4124497817925593e-06
7231,1079,4073,87617,1.0525649939360371e-06
7200,998,3901,87901,1.139309009085989e-06
7168,941,3671,88220,8.740684710277465e-07
7145,870,3479,88506,8.448169774419786e-07
7124,799,3297,88780,1.1069563350004096e-06
7098,753,3098,89051,5.002363844296605e-07
7087,688,2911,89314,1.308757326677995e-06
7060,641,2734,89565,1.0879679039106747e-06
7039,597,2586,89778,1.0437923635491446e-06
7020,553,2458,89969,1.043166218105193e-06
7002,514,2311,90173,9.887760324644837e-07
6986,479,2177,90358,7.890313075787377e-07
6974,443,2048,90535,9.80203254946946e-07
6960,419,1925,90696,1.1195700850873264e-06
6945,388,1815,90852,1.1899874456324485e-06
6930,357,1704,91009,9.315150160220584e-07
6919,331,1588,91162,1.1831764684039095e-06
6906,315,1487,91292,4.868918015405646e-07
6901,288,1392,91419,5.204976123733525e-07
6896,268,1303,91533,7.790339267049269e-07
6889,256,1201,91654,9.66920559861508e-07
6881,229,1141,91749,1.0189497913763986e-06
6873,218,1070,91839,1.0878270790075209e-06
6865,196,1015,91924,8.610823087051834e-07
6859,184,951,92006,1.5330583333295006e-06
6849,173,890,92088,1.312419921878204e-06
6841,164,834,92161,8.763636656819844e-07
6836,154,786,92224,7.444497548526958e-07
6832,149,736,92283,5.966169432847979e-07
6829,141,689,92341,6.375950255686232e-07
6826,131,636,92407,1.1517191942756792e-06
6821,123,593,92463,2.4722777317247374e-07
6820,115,549,92516,8.012435299584956e-07
6817,107,510,92566,5.752631109653778e-07
6815,96,478,92611,1.5348864337527666e-06
6810,96,440,92654,1.001201441730076e-06
6807,86,416,92691,7.062865150128262e-07
6805,77,389,92729,1.8888273970636289e-06
6800,74,374,92752,0.0
6800,68,349,92783,1.2641159615708749e-06
6797,65,326,92812,4.512997885209191e-07
6796,55,308,92841,4.777447390749333e-07
6795,49,295,92861,1.496613911026303e-06
6792,43,282,92883,5.220994244375945e-07
6791,42,262,92905,5.620370921999368e-07
6790,41,236,92933,0.0
6790,38,215,92957,6.850018837551803e-07
6789,37,202,92972,0.0
6789,33,191,92987,7.71188996058453e-07
6788,29,185,92998,0.0
6788,26,179,93007,8.230100440145771e-07
6787,25,165,93023,0.0
6787,22,154,93037,9.567565188605411e-07
6786,20,144,93050,1.0233487244981498e-06
6785,18,136,93061,0.0
6785,16,124,93075,2.3771602443720733e-06
6783,16,115,93086,1.281977321821177e-06
6782,16,106,93096,0.0
6782,16,94,93108,1.5686077664907735e-06
6781,16,88,93115,1.6758053920714294e-06
6780,17,81,93122,0.0
6780,17,75,93128,0.0
6780,17,71,93132,0.0
6780,16,66,93138,0.0
6780,16,58,93146,0.0
6780,14,52,93154,0.0
6780,12,50,93158,0.0
6780,11,49,93160,0.0
6780,10,46,93164,3.2063614210593817e-06
6779,8,44,93169,0.0
6779,8,41,93172,0.0
6779,8,37,93176,0.0
6779,8,36,93177,0.0
6779,7,35,93179,0.0
6779,6,32,93183,4.609824457884644e-06
6778,7,31,93184,0.0
6778,7,30,93185,0.0
6778,6,27,93189,0.0
6778,6,26,93190,5.674467167532969e-06
6777,6,25,93192,0.0
6777,6,24,93193,0.0
6777,5,22,93196,0.0
6777,5,21,93197,0.0
6777,4,22,93197,0.0
6777,4,22,93197,0.0
6777,4,19,93200,0.0
6777,4,17,93202,0.0
6777,3,16,93204,0.0
6777,3,14,93206,0.0
6777,3,13,93207,0.0
6777,3,13,93207,0.0
6777,2,13,93208,0.0
6777,2,12,93209,0.0
6777,2,12,93209,0.0
6777,2,12,93209,0.0
6777,1,12,93210,0.0
6777,1,12,93210,0.0
6777,1,11,93211,0.0
6777,1,11,93211,0.0
6777,1,11,93211,0.0
6777,1,11,93211,0.0
6777,0,11,93212,1.3414356043838117e-05
6776,1,10,93213,0.0
6776,1,10,93213,0.0
6776,1,10,93213,0.0
6776,1,9,93214,0.0
6776,1,8,93215,0.0
6776,1,8,93215,0.0
6776,1,7,93216,0.0
