S,E,I,R,Beta
99500,0,500,0,2.311557788944724e-06
99385,115,463,37,2.651294663041637e-06
99263,228,432,77,2.2853616337593246e-06
99165,303,426,106,2.5802303695955123e-06
99056,383,422,139,2.655398717447204e-06
98945,460,424,171,2.5266562231542777e-06
98839,526,423,212,3.324651210004416e-06
98700,604,449,247,2.730372346066797e-06
98579,668,471,282,2.842946033841525e-06
98447,730,504,319,4.111470179506788e-06
98243,862,540,355,3.958438656076147e-06
98033,980,588,399,3.677784191925931e-06
97821,1094,631,454,3.8072062508299912e-06
97586,1223,685,506,3.425763627395996e-06
97357,1329,750,564,4.286628936114849e-06
97044,1524,802,630,4.419929936915265e-06
96700,1702,904,694,4.324111612413174e-06
96322,1923,990,765,3.848623063340366e-06
95955,2111,1099,835,4.077586224472354e-06
95525,2328,1221,926,3.995335060501247e-06
95059,2547,1376,1018,4.036660707903072e-06
94531,2831,1505,1133,3.915114277581813e-06
93974,3108,1654,1264,3.5899713340145617e-06
93416,3377,1806,1401,3.834999109948274e-06
92769,3719,1972,1540,3.760786268459749e-06
92081,4026,2191,1702,3.801744788713721e-06
91314,4407,2397,1882,3.4905025299335947e-06
90550,4736,2635,2079,3.340329024504478e-06
89753,5066,2863,2318,3.027675141774099e-06
88975,5338,3137,2550,3.0274305811511275e-06
88130,5639,3445,2786,2.938000450251863e-06
87238,5983,3700,3079,2.893606369156015e-06
86304,6327,3999,3370,2.767075714052725e-06
85349,6671,4304,3676,2.866537789886188e-06
84296,7021,4691,3992,2.678080085954283e-06
83237,7380,5023,4360,2.5639832758354904e-06
82165,7729,5298,4808,2.4718007392292258e-06
81089,8054,5598,5259,2.3703770438482434e-06
80013,8343,5937,5707,2.3324490046601214e-06
78905,8582,6322,6191,2.3815375033720907e-06
77717,8938,6627,6718,2.2561768028991848e-06
76555,9217,7005,7223,2.2022580044083387e-06
75374,9520,7307,7799,2.175184737913244e-06
74176,9697,7743,8384,2.139829712873784e-06
72947,9947,8080,9026,2.054590834767192e-06
71736,10157,8447,9660,2.081016078197567e-06
70475,10381,8813,10331,2.0238411547132776e-06
69218,10596,9147,11039,1.8984831287221817e-06
68016,10784,9463,11737,1.851980150849625e-06
66824,10882,9821,12473,1.880299282208396e-06
65590,11060,10063,13287,1.7938519572462655e-06
64406,11175,10357,14062,1.8034550546963928e-06
63203,11210,10710,14877,1.6856153618090644e-06
62062,11202,11031,15705,1.6885626648143429e-06
60906,11280,11212,16602,1.6664761202055408e-06
59768,11275,11448,17509,1.628121632389708e-06
58654,11241,11690,18415,1.5707373011722951e-06
57577,11198,11905,19320,1.6281175670406038e-06
56461,11190,12051,20298,1.579926239666454e-06
55386,11145,12176,21293,1.5213975760987052e-06
54360,11077,12273,22290,1.47640683884838e-06
53375,10897,12416,23312,1.5527294236944398e-06
52346,10822,12553,24279,1.5522767122312944e-06
51326,10737,12637,25300,1.447718709987595e-06
50387,10607,12658,26348,1.4408936202100373e-06
49468,10485,12676,27371,1.451225195116749e-06
48558,10374,12688,28380,1.4023608589242116e-06
47694,10165,12790,29351,1.4131002524465896e-06
46832,9968,12854,30346,1.3821090974195013e-06
46000,9800,12871,31329,1.3343107018474292e-06
45210,9652,12762,32376,1.3709551147908864e-06
44419,9494,12697,33390,1.2961267691272669e-06
43688,9256,12682,34374,1.2814699787609529e-06
42978,9060,12583,35379,1.3091905431308996e-06
42270,8856,12470,36404,1.2274550001147775e-06
41623,8593,12418,37366,1.1627582711029683e-06
41022,8327,12267,38384,1.285727950370758e-06
40375,8125,12115,39385,1.1734806658071704e-06
39801,7884,11977,40338,1.216706869703409e-06
39221,7712,11762,41305,1.1445481954743169e-06
38693,7492,11560,42255,1.2273886615400423e-06
38144,7326,11300,43230,1.0857783453109225e-06
37676,7080,11090,44154,1.1344412436501208e-06
37202,6814,10948,45036,1.188349764609518e-06
36718,6605,10781,45896,1.0988823386463444e-06
36283,6367,10602,46748,1.0918382424174446e-06
35863,6155,10404,47578,1.1149268410199982e-06
35447,5977,10148,48428,1.1008679854790843e-06
35051,5789,9943,49217,1.0788721756062566e-06
34675,5570,9750,50005,1.1831475421958478e-06
34275,5401,9543,50781,9.99736078847075e-07
33948,5183,9345,51524,1.0465128960964627e-06
33616,4998,9201,52185,1.0733886974291073e-06
33284,4848,8897,52971,1.1008762339961467e-06
32958,4663,8684,53695,1.0237335968179034e-06
32665,4490,8463,54382,1.110532753852278e-06
32358,4342,8256,55044,1.0069338136190517e-06
32089,4162,8070,55679,1.100563592823445e-06
31804,4037,7792,56367,1.0209155822740777e-06
31551,3919,7529,57001,1.2292279473106932e-06
31259,3824,7284,57633,9.969671293700912e-07
31032,3672,7084,58212,1.0553576577988966e-06
30800,3543,6847,58810,1.024242297792758e-06
30584,3394,6661,59361,8.83565574290331e-07
30404,3198,6524,59874,8.620876710291193e-07
30233,3049,6356,60362,9.575306633062614e-07
30049,2925,6165,60861,1.0526197316483643e-06
29854,2824,5960,61362,9.77913541652148e-07
29680,2687,5753,61880,1.0307525008632551e-06
29504,2568,5595,62333,8.359842515105872e-07
29366,2436,5468,62730,9.715189988511665e-07
29210,2368,5266,63156,1.0011711101544364e-06
29056,2298,5080,63566,9.010566616948212e-07
28923,2188,4929,63960,1.0100906158604557e-06
28779,2113,4745,64363,9.59310901349117e-07
28648,2015,4570,64767,9.471334547701e-07
28524,1945,4385,65146,9.67398355614676e-07
28403,1876,4214,65507,9.10684097371948e-07
28294,1796,4057,65853,9.234353768336792e-07
28188,1721,3921,66170,8.595328911027561e-07
28093,1643,3777,66487,1.1309310867990455e-06
27973,1597,3649,66781,1.06785820571195e-06
27864,1545,3495,67096,1.016587003212415e-06
27765,1504,3344,67387,6.893122989685303e-07
27701,1428,3225,67646,1.0074357151072542e-06
27611,1365,3114,67910,7.55984014729639e-07
27546,1282,3002,68170,7.981319648804521e-07
27480,1237,2880,68403,1.086648875950186e-06
27394,1219,2761,68626,1.031270855965652e-06
27316,1160,2670,68854,9.18642296046328e-07
27249,1116,2581,69054,1.037968769624097e-06
27176,1097,2485,69242,9.180783849401976e-07
27114,1063,2364,69459,9.984789421415152e-07
27050,1007,2293,69650,8.706075631613695e-07
26996,957,2218,69829,7.014364483213023e-07
26954,914,2132,70000,9.048840210150264e-07
26902,876,2037,70185,8.029288801729742e-07
26858,834,1950,70358,7.446570854121677e-07
26819,793,1867,70521,9.186941130660412e-07
26773,756,1816,70655,8.227106307870495e-07
26733,718,1749,70800,9.196677296100736e-07
26690,689,1658,70963,7.457286695612991e-07
26657,644,1620,71079,8.104789838168188e-07
26622,613,1549,71216,8.002429246521816e-07
26589,576,1492,71343,7.562239499754832e-07
26559,539,1456,71446,9.309565392249228e-07
26523,528,1377,71572,9.035607439656312e-07
26490,512,1329,71669,9.08956373218623e-07
26458,489,1275,71778,6.818057179784757e-07
26435,467,1213,71885,8.420224068399663e-07
26408,442,1160,71990,6.528847057840362e-07
26388,403,1125,72084,7.073922490020717e-07
26367,376,1082,72175,1.1917658513796477e-06
26333,375,1024,72268,1.0012982759275437e-06
26306,371,977,72346,7.392719385367754e-07
26287,355,944,72414,1.088054738663759e-06
26260,341,916,72483,1.1224669662129128e-06
26233,336,865,72566,3.9662350007458724e-07
26224,314,843,72619,9.9516746678131e-07
26202,298,813,72687,1.1266428212713544e-06
26178,290,785,72747,8.759239172485478e-07
26160,281,760,72799,9.5565749235474e-07
26141,271,718,72870,6.3934401599042e-07
26129,254,686,72931,1.0042124480612954e-06
26111,248,651,72990,8.236136625976034e-07
26097,235,637,73031,8.42166608346629e-07
26083,220,616,73081,1.058060905471096e-06
26066,211,606,73117,3.798430944145593e-07
26060,193,588,73159,1.0441628685242324e-06
26044,187,565,73204,5.436681014973979e-07
26036,179,528,73257,9.456603211404256e-07
26023,175,510,73292,1.2809181621386209e-06
26006,173,480,73341,8.010971827014279e-07
25996,164,461,73379,8.344350657651652e-07
25986,155,438,73421,5.27154242168333e-07
25980,146,413,73461,1.2115857420589875e-06
25967,143,400,73490,1.2515885547040474e-06
25954,142,394,73510,3.9116453201662137e-07
25950,139,362,73549,8.516164745206996e-07
25942,136,355,73567,7.600921231653276e-07
25935,128,345,73592,7.823348784447182e-07
25928,120,335,73617,8.059056767995874e-07
25921,119,319,73641,7.256192828003197e-07
25915,115,297,73673,7.79549303570141e-07
25909,105,285,73701,2.708535203847745e-07
25907,97,271,73725,2.84867943055468e-07
25905,92,252,73751,4.595545996819882e-07
25902,86,243,73769,9.532606758046236e-07
25896,86,229,73789,6.745153270117757e-07
25892,81,223,73804,1.2123487768093613e-06
25885,82,211,73822,5.49276008447865e-07
25882,73,198,73847,1.9513581062147637e-07
25881,69,190,73860,6.10079737421681e-07
25878,65,182,73875,8.492936849069471e-07
25874,58,177,73891,1.0917750471755998e-06
25869,54,171,73906,1.3563616412789677e-06
25863,55,163,73919,2.3721027433605442e-07
25862,51,151,73936,7.682139691003855e-07
25859,48,144,73949,1.342751932488581e-06
25854,49,133,73964,0.0
25854,47,124,73975,3.119252776758822e-07
25853,44,119,73984,1.3001758162747557e-06
25849,45,111,73995,3.485244693802085e-07
25848,41,111,74000,6.97075905989555e-07
25846,39,105,74010,7.369658379485819e-07
25844,39,101,74016,1.1493178415504452e-06
25841,38,97,74024,3.989504411793454e-07
25840,35,94,74031,4.116988340689019e-07
25839,32,90,74039,8.600264028105663e-07
25837,33,80,74050,9.6760459805705e-07
25835,34,74,74057,5.23070002458429e-07
25834,34,65,74067,5.955181305494845e-07
25833,32,61,74074,6.345930640247288e-07
25832,29,57,74082,1.3583044014495824e-06
