S,E,I,R,Beta
99100,0,900,0,9.081735620585268e-07
99019,81,817,83,1.0136155390624376e-06
98937,152,777,134,8.975720792331362e-07
98868,198,740,194,1.1071272753515745e-06
98787,261,703,249,1.2815480224626857e-06
98698,325,669,308,1.3933279762901618e-06
98606,389,637,368,1.0189132265157774e-06
98542,410,640,408,1.268494652026547e-06
98462,456,611,471,1.3630255257114652e-06
98380,478,625,517,1.8540353730433012e-06
98266,547,627,560,1.525657452052725e-06
98172,586,648,594,1.4619088795024907e-06
98079,608,671,642,1.4891125586602085e-06
97981,656,670,693,1.4166621094829992e-06
97888,693,676,743,1.8134479496915688e-06
97768,743,695,794,1.7366026988571976e-06
97650,806,693,851,2.4678058472221298e-06
97483,893,730,894,2.079744427514513e-06
97335,949,767,949,2.7057456710245914e-06
97133,1065,794,1008,2.489510279875154e-06
96941,1146,843,1070,2.4228700430143864e-06
96743,1227,886,1144,2.204999683950045e-06
96554,1290,935,1221,2.447994245330451e-06
96333,1386,984,1297,2.616263589062972e-06
96085,1486,1053,1376,2.2336980932668777e-06
95859,1549,1142,1450,2.347654188309161e-06
95602,1672,1174,1552,2.0937883909466087e-06
95367,1751,1229,1653,1.7831845069626657e-06
95158,1781,1315,1746,1.6782174645378665e-06
94948,1808,1384,1860,2.039449156349895e-06
94680,1907,1444,1969,1.5652666453673371e-06
94466,1939,1493,2102,1.6733110112699055e-06
94230,1980,1551,2239,1.6695092799057522e-06
93986,2025,1633,2356,1.63540141853025e-06
93735,2076,1710,2479,1.6220918933774042e-06
93475,2142,1761,2622,1.5308960799492252e-06
93223,2166,1846,2765,1.743277332795908e-06
92923,2268,1890,2919,1.6056987958454764e-06
92641,2356,1938,3065,1.4648688414922683e-06
92378,2365,2020,3237,1.7041475521688868e-06
92060,2464,2091,3385,1.60002111196688e-06
91752,2513,2188,3547,1.374821213467414e-06
91476,2559,2239,3726,1.5623873677387826e-06
91156,2630,2308,3906,1.5400114363911014e-06
90832,2672,2406,4090,1.459675044670632e-06
90513,2710,2505,4272,1.5568831402412326e-06
90160,2787,2564,4489,1.5399906147088828e-06
89804,2857,2630,4709,1.4522543645112728e-06
89461,2887,2721,4931,1.3474465708780866e-06
89133,2960,2775,5132,1.3948181293608913e-06
88788,3019,2832,5361,1.471479451211023e-06
88418,3098,2881,5603,1.4407284059013835e-06
88051,3184,2949,5816,1.30554135410264e-06
87712,3210,3037,6041,1.2763656602017894e-06
87372,3247,3074,6307,1.358991449330052e-06
