S,E,I,R,Beta
99400,0,600,0,2.6324614352783365e-06
99243,157,565,35,2.7464543764438397e-06
99089,292,541,78,3.059293453565307e-06
98925,414,545,116,3.2829986575874134e-06
98748,544,550,158,3.42469536782333e-06
98562,671,566,201,4.588957405369066e-06
98306,855,608,231,5.002505602806275e-06
98007,1070,646,277,4.596247168924972e-06
97716,1262,697,325,4.257940015668045e-06
97426,1400,788,386,4.728305570147162e-06
97063,1616,885,436,5.192038184064855e-06
96617,1908,961,514,5.891289848584911e-06
96070,2280,1071,579,6.03551506998136e-06
95449,2661,1211,679,5.900228741140606e-06
94767,3048,1424,761,5.8615079942373154e-06
93976,3559,1600,865,5.752798586873244e-06
93111,4032,1867,990,5.344048674400673e-06
92182,4511,2161,1146,5.120345642205849e-06
91162,5053,2471,1314,5.122939403058231e-06
90008,5649,2823,1520,5.029662731124809e-06
88730,6299,3204,1767,4.762726857403677e-06
87376,7032,3563,2029,4.554788854892932e-06
85958,7745,3960,2337,4.356720136519574e-06
84475,8401,4470,2654,4.306107005170109e-06
82849,9150,5006,2995,3.954264647176132e-06
81209,9866,5550,3375,3.955981002860044e-06
79426,10651,6088,3835,3.5508551782826278e-06
77709,11260,6628,4403,3.657859992077122e-06
75825,12062,7198,4915,3.468377439716329e-06
73932,12807,7739,5522,3.319003139661618e-06
72033,13449,8386,6132,3.2728063474127342e-06
70056,14077,9047,6820,3.1429640036332666e-06
68064,14633,9764,7539,2.9763297699714194e-06
66086,15092,10507,8315,2.8932884840686563e-06
64077,15553,11215,9155,2.774749013062896e-06
62083,15965,11945,10007,2.714469247736764e-06
60070,16398,12566,10966,2.7264069684100577e-06
58012,16860,13172,11956,2.585933664122059e-06
56036,17117,13858,12989,2.5458861925153966e-06
54059,17375,14539,14027,2.533195545986729e-06
52068,17645,15101,15186,2.404999138295549e-06
50177,17828,15637,16358,2.2800911683174274e-06
48388,17816,16190,17606,2.2466123765977946e-06
46628,17771,16727,18874,2.2398970628956785e-06
44881,17726,17161,20232,2.2240894330848097e-06
43168,17617,17616,21599,2.0619438222143223e-06
41600,17373,17961,23066,2.105255832080619e-06
40027,17243,18205,24525,2.0516225703102206e-06
38532,16941,18621,25906,1.9372704254406967e-06
37142,16668,18827,27363,1.974909824630668e-06
35761,16337,19098,28804,1.861007000874064e-06
34490,15914,19240,30356,1.751087573064958e-06
33328,15540,19232,31900,1.722405368552812e-06
32224,15044,19382,33350,1.719595275543592e-06
31150,14665,19253,34932,1.82248389882163e-06
30057,14257,19143,36543,1.708432746348342e-06
29074,13793,19064,38069,1.715780396390232e-06
28123,13325,18895,39657,1.7595558963720187e-06
